Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.80885,0.93167,0.32387,0.2043,0.28881,0.62371,0.68168,0.69659,0.47749,0.31822,0.52043,1.00794,1.39109,1.0169,0.62747,0.55501
5 to 9,0.98471,8.653,2.57165,0.47721,0.2282,0.2839,0.70036,0.99114,0.83001,0.5846,0.54212,1.0193,1.27661,1.43447,1.62017,0.72877
10 to 14,0.46049,1.21245,11.85253,3.47992,0.31127,0.15771,0.50871,0.83786,1.0617,0.80171,0.77116,0.69363,0.82911,1.18763,1.332,1.05401
15 to 19,0.29702,0.339,0.98268,9.18239,1.83127,0.56955,0.29901,0.54591,0.8738,1.22913,1.04243,0.97728,0.91536,0.70737,1.28749,0.99957
20 to 24,0.42212,0.18179,0.3542,1.2541,3.58104,1.93234,1.02006,0.75258,0.98856,1.09676,1.29809,1.16469,0.95566,0.75782,0.39332,0.36047
25 to 29,0.68791,0.46569,0.3146,0.6226,1.86725,3.38897,1.90786,1.53033,1.41302,1.24512,1.70462,1.825,1.47716,0.91364,0.74487,0.30799
30 to 34,0.85004,0.70551,0.47673,0.45007,1.25258,2.05405,2.84587,1.93823,1.88487,1.49419,1.59427,1.99622,1.71248,1.30062,0.64516,0.43951
35 to 39,0.73122,0.76967,0.73037,0.6722,1.08767,1.61317,2.04316,2.92859,2.0952,1.71413,1.50009,1.49571,1.73143,1.28878,1.1639,0.66428
40 to 44,0.43911,0.64281,0.87037,0.86437,0.96035,1.3795,1.60564,2.24416,2.85189,1.83322,2.00035,1.63777,1.4703,1.18654,1.20105,0.65839
45 to 49,0.26807,0.28644,0.51058,0.82115,1.10732,1.15063,1.30257,1.50658,1.91243,2.26905,2.15175,1.43886,1.23798,0.63409,0.93612,0.68364
50 to 54,0.31692,0.19931,0.2837,0.4283,0.79798,1.11356,1.03654,1.16604,1.41425,1.43782,2.10698,1.7525,1.19728,0.68174,0.68824,0.70976
55 to 59,0.28317,0.2132,0.17064,0.18776,0.46866,0.6366,0.78599,0.69183,0.61083,0.75897,1.24023,1.75867,1.36858,0.74341,0.50086,0.37063
60 to 64,0.21029,0.20079,0.13082,0.12172,0.22773,0.33216,0.40854,0.45593,0.4388,0.37272,0.52776,0.8535,1.24177,0.74155,0.85111,0.27404
65 to 69,0.16011,0.13717,0.12957,0.09036,0.08144,0.09784,0.1445,0.23213,0.20128,0.16038,0.17711,0.32244,0.58304,0.8605,0.74471,0.39133
70 to 74,0.10694,0.07153,0.10193,0.05666,0.08571,0.04745,0.0693,0.13586,0.13412,0.13679,0.12593,0.15995,0.34842,0.35551,0.83169,0.34799
75+,0.05943,0.05509,0.08475,0.04009,0.0708,0.03023,0.06379,0.05469,0.06224,0.12163,0.1107,0.10971,0.14428,0.16948,0.35453,0.26562
