Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.58057,1.06491,0.50544,0.30931,0.45332,0.87285,0.93526,0.89128,0.63901,0.35019,0.50264,0.80816,0.92822,0.56781,0.351,0.269
5 to 9,1.2357,4.8803,1.94931,0.65588,0.36529,0.42217,1.01115,1.2239,1.0196,0.61728,0.48561,0.81377,0.86051,0.80535,0.92334,0.36217
10 to 14,0.75549,1.55523,5.86189,2.37406,0.45861,0.24516,0.77187,1.04617,1.15811,0.73904,0.65259,0.52023,0.54085,0.66045,0.7223,0.51976
15 to 19,0.5209,0.62163,1.11456,6.04979,2.35107,0.76235,0.40762,0.68137,0.95568,1.04243,0.8042,0.70627,0.57752,0.38553,0.6774,0.48725
20 to 24,0.83595,0.36903,0.54045,1.60604,3.79632,2.13131,1.0777,0.70315,0.89221,0.88613,0.91918,0.75925,0.51429,0.38482,0.18377,0.16283
25 to 29,1.21578,0.88085,0.47837,0.82182,2.06164,3.12807,1.94691,1.38594,1.1687,0.94241,1.12631,1.14843,0.75579,0.43017,0.36074,0.13389
30 to 34,1.30211,1.1581,0.67943,0.55764,1.25993,1.98311,2.38252,1.71852,1.52718,1.03149,0.96828,1.1787,0.85149,0.61447,0.30191,0.17719
35 to 39,1.08817,1.14302,0.90901,0.81361,1.01693,1.50255,1.90086,2.30124,1.72392,1.23716,0.9022,0.87373,0.84856,0.5955,0.54509,0.29268
40 to 44,0.71695,0.95421,0.99552,0.93369,0.90986,1.20518,1.39752,1.87503,2.01775,1.2575,1.161,0.9101,0.66956,0.54007,0.53084,0.28628
45 to 49,0.48192,0.47265,0.61663,0.85144,1.04602,1.05007,1.09378,1.23462,1.45472,1.32646,1.22916,0.80961,0.54046,0.26928,0.42431,0.27352
50 to 54,0.58495,0.35891,0.38377,0.45622,0.70415,0.95966,0.89978,0.86488,0.96987,0.92087,0.96168,0.89539,0.50416,0.28602,0.31506,0.29942
55 to 59,0.54091,0.40328,0.24338,0.2184,0.45358,0.56245,0.7205,0.58106,0.43425,0.48269,0.68426,0.73746,0.56534,0.29961,0.20687,0.13891
60 to 64,0.39533,0.38593,0.19433,0.157,0.1945,0.25961,0.374,0.44122,0.34311,0.23363,0.27736,0.40939,0.37665,0.27408,0.33696,0.09304
65 to 69,0.2987,0.25636,0.19244,0.12211,0.10251,0.11257,0.17756,0.25949,0.2066,0.12054,0.11032,0.17243,0.24574,0.22437,0.26692,0.1364
70 to 74,0.19661,0.13389,0.14799,0.07757,0.1133,0.06104,0.09461,0.15626,0.13883,0.10694,0.08189,0.08264,0.14776,0.13137,0.23613,0.11765
75+,0.09884,0.09741,0.1193,0.05178,0.09207,0.03608,0.08311,0.06152,0.06445,0.09101,0.0676,0.05605,0.05774,0.05933,0.13565,0.06458
