Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.24224,0.92201,0.18055,0.07306,0.04671,0.20042,0.99524,0.73872,0.33289,0.14677,0.0417,0.1393,0.18843,0.13575,0,0
5 to 9,1.02986,10.41831,2.72973,0.17746,0.08366,0.07702,0.98975,1.13585,0.83866,0.33861,0.29953,0.22736,0.11392,0.09067,0.0263,0
10 to 14,0.41756,1.58084,14.17387,3.51008,0.20891,0.13678,0.54908,0.52805,1.05018,0.4575,0.3319,0.07266,0.07687,0.03942,0.10148,0.01821
15 to 19,0.09936,0.33541,1.05042,11.60549,2.43789,0.71759,0.2388,0.20004,0.59485,1.00124,0.73549,0.56874,0.14193,0.09818,0.07087,0.04531
20 to 24,0.19684,0.11469,0.22946,1.10228,3.62026,1.54021,0.8824,0.46908,0.4825,1.08349,1.01041,0.5465,0.25185,0.38572,0.01713,0.05077
25 to 29,0.54631,0.34757,0.12596,0.50772,1.89967,4.74006,3.47402,1.18033,1.84983,1.21625,2.10231,1.56541,0.73894,0.61485,0.07712,0.26881
30 to 34,1.20258,0.60911,0.3304,0.44645,1.23413,2.0128,5.29051,2.0721,3.20958,2.12121,2.88548,1.4154,1.01015,0.8537,0.37411,0.48569
35 to 39,1.07497,1.51863,0.743,0.54136,1.36973,2.09836,3.16219,3.99755,3.41664,2.14169,2.46582,1.26947,0.90767,0.8382,0.82308,0.31027
40 to 44,0.74319,1.0083,1.19693,0.98447,1.05122,1.41271,2.62138,2.79091,5.4495,2.24492,2.9165,1.20662,0.94276,0.73456,0.73952,0.21179
45 to 49,0.22793,0.3079,0.65863,0.9182,1.56717,1.20117,1.48445,2.0248,2.92518,4.00761,3.25404,1.08437,0.59983,0.61617,0.33107,0.50303
50 to 54,0.15409,0.15337,0.2411,0.4217,1.15804,1.36631,1.28005,1.22808,1.65967,2.07782,4.36592,1.19655,0.71482,0.61956,0.31306,0.35592
55 to 59,0.18754,0.1458,0.21644,0.14973,0.29248,0.92334,0.77641,0.59289,0.59043,0.82723,1.0772,1.74134,0.73847,0.86178,0.36272,0.39342
60 to 64,0.21544,0.13166,0.06083,0.04781,0.088,0.24518,0.23113,0.33136,0.26024,0.2924,0.29362,0.59187,1.8848,0.85804,0.5817,0.45354
65 to 69,0.17061,0.09733,0.11764,0.0445,0.07097,0.08584,0.16262,0.11529,0.21215,0.11678,0.21545,0.3212,0.57808,1.85018,0.4099,0.35868
70 to 74,0.09537,0.02422,0.06792,0.03363,0.05798,0.04103,0.04463,0.09575,0.09181,0.15944,0.1563,0.13798,0.4623,0.32716,1.35882,0.48584
75+,0.04792,0.09325,0.05889,0.05217,0.05166,0.01545,0.0101,0.00863,0.05859,0.24651,0.12927,0.02241,0.10751,0.23869,0.38353,2.04444
