Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.29881,1.59803,0.85535,0.51007,0.58042,0.95508,0.85518,0.92701,0.67399,0.40182,0.55674,0.80504,0.81058,0.56415,0.271,0.3691
5 to 9,1.79279,8.2022,3.07682,0.9551,0.47926,0.45305,0.84169,1.10282,0.96116,0.65404,0.54979,0.76102,0.79166,0.83279,0.66001,0.54477
10 to 14,1.10804,2.15613,9.39917,3.3463,0.56278,0.27836,0.6395,0.87922,0.92998,0.72061,0.71549,0.50804,0.48884,0.64857,0.53158,0.64604
15 to 19,0.80669,0.93053,1.60449,8.32032,2.71074,0.95256,0.4651,0.77002,0.9266,1.08604,0.93783,0.76877,0.66993,0.46645,0.60303,0.62659
20 to 24,1.10529,0.54626,0.80741,2.11511,3.84118,2.09695,1.04253,0.69678,0.8248,0.8258,0.89681,0.70538,0.53807,0.46058,0.13456,0.19463
25 to 29,1.45101,1.06085,0.67796,1.14992,2.15185,3.00233,1.88308,1.4388,1.26114,1.03859,1.20348,1.01691,0.83412,0.66263,0.22596,0.13817
30 to 34,1.52706,1.18852,0.80595,0.79642,1.36908,2.05593,2.2544,1.72397,1.64804,1.20053,1.19032,1.23043,0.92375,0.75485,0.15497,0.1831
35 to 39,1.35168,1.26009,1.01699,1.01816,1.10983,1.64688,1.92176,2.24515,1.76755,1.41768,1.21515,0.9924,1.04325,0.63412,0.31844,0.3384
40 to 44,0.95354,1.12574,1.13815,1.10533,0.95769,1.38444,1.576,2.04326,2.0261,1.43095,1.60728,1.19958,1.0085,0.70208,0.33591,0.31802
45 to 49,0.67755,0.59869,0.77242,1.00264,1.03776,1.17396,1.26751,1.42854,1.64083,1.44369,1.66945,1.07265,0.95733,0.48218,0.25097,0.29629
50 to 54,0.81036,0.48205,0.52059,0.57931,0.74634,1.07597,1.00308,1.11789,1.2613,1.12289,1.34552,1.11632,0.8846,0.63673,0.26136,0.40003
55 to 59,0.72395,0.49569,0.32826,0.28995,0.4738,0.59386,0.74777,0.63387,0.53598,0.62464,0.86717,0.79449,0.7959,0.42575,0.16206,0.12978
60 to 64,0.52981,0.4938,0.26087,0.22224,0.2525,0.35001,0.41367,0.43143,0.40462,0.30826,0.38557,0.46101,0.38775,0.34726,0.19125,0.07888
65 to 69,0.42424,0.33735,0.256,0.16627,0.1318,0.1646,0.20752,0.25402,0.19989,0.15786,0.13222,0.15901,0.21032,0.16072,0.11926,0.10103
70 to 74,0.28942,0.17528,0.19712,0.09624,0.11886,0.05551,0.07067,0.11779,0.09233,0.06969,0.05896,0.0542,0.08612,0.07462,0.09576,0.10536
75+,0.14491,0.13342,0.16459,0.06273,0.09628,0.03231,0.06548,0.04813,0.04391,0.06127,0.05075,0.03646,0.03368,0.03664,0.09316,0.04149
