Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.97363,0.76604,0.38834,0.19603,0.21951,0.45398,0.54748,0.63648,0.46775,0.30336,0.5017,0.89162,1.28331,1.00556,0.73525,0.70694
5 to 9,0.54534,5.71492,2.25922,0.4675,0.19348,0.22501,0.62097,0.93925,0.85604,0.54369,0.54394,0.90868,1.19521,1.43566,1.94251,0.94801
10 to 14,0.25598,1.08459,9.76167,3.35449,0.23762,0.11415,0.44283,0.77646,1.08067,0.7286,0.78341,0.63943,0.79197,1.20223,1.62597,1.38564
15 to 19,0.17374,0.3347,1.12037,11.07875,2.25249,0.37794,0.22485,0.41753,0.85183,1.11968,0.99362,0.87502,0.85028,0.73738,1.59873,1.28775
20 to 24,0.23563,0.21204,0.44428,1.20393,3.06684,1.21559,0.64598,0.47845,0.70392,0.87458,1.10968,0.95187,0.78272,0.75653,0.49502,0.46969
25 to 29,0.37018,0.46594,0.37048,0.53088,1.1347,2.32286,1.30878,1.05465,0.99355,0.86079,1.30427,1.42674,1.14449,0.86011,0.90536,0.40777
30 to 34,0.49403,0.7599,0.60835,0.37995,0.73871,1.34943,2.13237,1.41614,1.42881,1.02115,1.0968,1.41905,1.34577,1.24169,0.78644,0.58511
35 to 39,0.44852,0.8418,0.95946,0.63623,0.5981,1.01041,1.40909,2.33185,1.62975,1.21378,1.01086,0.98848,1.30998,1.2773,1.36816,0.85884
40 to 44,0.25561,0.68547,1.09938,0.83196,0.55794,0.83657,1.07605,1.58971,2.36446,1.29565,1.3211,1.0011,1.04548,1.20951,1.55322,0.87342
45 to 49,0.15827,0.2839,0.58768,0.72925,0.687,0.69136,0.80652,0.98775,1.31789,1.78867,1.42635,0.89604,0.78081,0.62077,1.15033,0.91702
50 to 54,0.17685,0.20037,0.34496,0.36709,0.4487,0.65837,0.64337,0.70713,0.89547,0.97573,1.56535,1.17079,0.80188,0.64988,0.8609,0.92739
55 to 59,0.15515,0.20541,0.2042,0.16179,0.2743,0.36393,0.46506,0.42275,0.35925,0.44378,0.83552,1.40844,1.02501,0.75503,0.6498,0.50406
60 to 64,0.11356,0.19874,0.1557,0.10104,0.10447,0.15585,0.2365,0.32634,0.30359,0.24967,0.39156,0.66724,1.32971,0.78262,1.15553,0.38041
65 to 69,0.08926,0.13954,0.15633,0.0878,0.05575,0.0618,0.10828,0.19503,0.18839,0.14167,0.17792,0.30428,0.58818,1.11025,1.01126,0.5403
70 to 74,0.05966,0.07286,0.12252,0.05499,0.0635,0.03549,0.0576,0.12029,0.13898,0.13423,0.1343,0.16014,0.37792,0.41211,1.23445,0.51504
75+,0.03069,0.05534,0.10257,0.0367,0.05202,0.02168,0.05356,0.04894,0.06295,0.11651,0.11093,0.1049,0.1534,0.18632,0.49313,0.40984
