Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.16414,1.06491,0.26269,0.16256,0.22342,0.66054,0.83034,0.70443,0.45326,0.29203,0.48142,1.12417,1.46801,1.00886,0.35335,0.37387
5 to 9,1.07187,8.80767,2.34746,0.37736,0.17537,0.30043,0.93931,1.02591,0.7567,0.51683,0.51244,1.14721,1.34932,1.45259,0.93725,0.50426
10 to 14,0.5297,1.37426,11.60684,3.63617,0.22942,0.17592,0.73326,0.94147,1.00634,0.67947,0.70536,0.76506,0.87563,1.21027,0.7833,0.7352
15 to 19,0.36265,0.41849,0.90765,10.9968,1.75947,0.57263,0.36722,0.56047,0.90724,1.11025,0.92123,1.03134,0.94223,0.71099,0.73762,0.69355
20 to 24,0.55577,0.24282,0.31188,0.98965,3.0509,2.24615,1.31395,0.87529,1.1256,1.1628,1.32145,1.24368,0.90921,0.73515,0.2302,0.25504
25 to 29,0.93595,0.63175,0.27708,0.46045,1.7488,4.04196,2.47047,1.80563,1.62532,1.40035,1.87134,1.99826,1.36968,0.85047,0.45004,0.22318
30 to 34,1.01636,1.0396,0.47278,0.32816,1.17638,2.35445,3.63493,2.21064,2.08341,1.6019,1.69683,2.13673,1.60907,1.24297,0.3779,0.30948
35 to 39,0.82268,0.98114,0.6879,0.53707,1.08902,1.87571,2.52905,3.36007,2.30286,1.83365,1.60207,1.52074,1.57112,1.31818,0.70741,0.45806
40 to 44,0.47578,0.7074,0.70547,0.70979,0.96304,1.6175,1.96942,2.56241,3.14134,1.96091,2.1594,1.62629,1.25475,1.1442,0.73094,0.4622
45 to 49,0.32185,0.3427,0.41228,0.63953,1.04455,1.3769,1.58535,1.733,2.13502,2.41008,2.30673,1.42223,0.98615,0.59174,0.57886,0.48828
50 to 54,0.41017,0.25183,0.23253,0.31004,0.76896,1.34555,1.29931,1.33117,1.58143,1.52465,2.26362,1.7737,0.98635,0.61771,0.40525,0.5102
55 to 59,0.35684,0.29234,0.14385,0.13529,0.37586,0.65447,0.90818,0.70109,0.57746,0.69004,1.1191,1.81939,1.14273,0.70439,0.29507,0.2633
60 to 64,0.26717,0.26391,0.11251,0.0892,0.14587,0.26536,0.42266,0.45299,0.365,0.2844,0.40426,0.79969,1.19072,0.73738,0.49515,0.19135
65 to 69,0.18456,0.17277,0.11095,0.06922,0.05159,0.08873,0.17357,0.2543,0.19188,0.13367,0.15085,0.34587,0.6062,0.89068,0.42743,0.27325
70 to 74,0.12355,0.09181,0.09047,0.04409,0.06268,0.05294,0.09715,0.15877,0.14214,0.1311,0.1164,0.18286,0.37746,0.36366,0.51376,0.24342
75+,0.07193,0.07537,0.07517,0.0353,0.0559,0.03963,0.09048,0.06307,0.06726,0.12563,0.11443,0.13543,0.15628,0.17918,0.20489,0.19513
