Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.30903,0.93513,0.49186,0.313,0.51729,1.0979,1.11662,0.91,0.50183,0.23748,0.31022,0.40993,0.4544,0.2633,0.15477,0.13852
5 to 9,0.99205,6.45286,2.58501,0.69234,0.41575,0.5276,1.22356,1.2883,0.82619,0.43185,0.40322,0.50794,0.43312,0.38225,0.40353,0.19203
10 to 14,0.56996,1.45489,10.54343,3.60191,0.53314,0.30411,0.9556,1.15399,1.00804,0.53037,0.55354,0.36554,0.2739,0.311,0.32883,0.27275
15 to 19,0.39888,0.51055,1.27122,9.27334,2.95924,0.92216,0.46865,0.68864,0.85265,0.79701,0.63279,0.44317,0.33398,0.18143,0.31145,0.26317
20 to 24,0.66059,0.30777,0.56174,1.71882,4.57808,2.6087,1.22879,0.71241,0.80019,0.71121,0.70515,0.47778,0.35405,0.2221,0.08974,0.09119
25 to 29,0.96845,0.75154,0.49718,0.85279,2.33422,4.01806,2.38904,1.56102,1.2247,0.95439,1.15161,0.93059,0.70711,0.39261,0.17766,0.07911
30 to 34,1.03806,1.01697,0.73158,0.57349,1.41107,2.54348,3.12059,2.02425,1.6516,1.15662,1.15959,1.11929,0.83021,0.49442,0.15623,0.10773
35 to 39,0.86053,0.99408,1.00029,0.8695,1.08627,1.86332,2.39738,2.7638,1.84913,1.34158,1.12999,0.91968,0.89622,0.38774,0.27896,0.17606
40 to 44,0.55632,0.82538,1.1071,1.03449,1.02571,1.51543,1.78631,2.25891,2.28037,1.41551,1.52889,1.08786,0.84532,0.44017,0.28202,0.1718
45 to 49,0.37181,0.40272,0.67254,0.95526,1.25899,1.3788,1.44731,1.54034,1.71759,1.55649,1.64998,0.96,0.80913,0.2911,0.21782,0.1686
50 to 54,0.4561,0.31005,0.41589,0.51097,0.87559,1.37005,1.27038,1.1894,1.28977,1.13967,1.44084,1.08386,0.73702,0.34334,0.15976,0.1749
55 to 59,0.42215,0.34095,0.26017,0.23784,0.55077,0.78639,0.99395,0.74654,0.54868,0.61426,0.89318,0.84856,0.73053,0.28469,0.10931,0.08423
60 to 64,0.30836,0.32341,0.20439,0.17148,0.25657,0.41828,0.56512,0.57076,0.42774,0.29299,0.36304,0.43425,0.3886,0.24693,0.17548,0.05812
65 to 69,0.22956,0.21471,0.2019,0.13457,0.13363,0.17916,0.26165,0.32672,0.21859,0.13166,0.10763,0.12919,0.18418,0.14904,0.14527,0.08495
70 to 74,0.15008,0.11172,0.15663,0.08559,0.14001,0.08321,0.12384,0.18282,0.12983,0.08488,0.05945,0.04819,0.08454,0.07471,0.13687,0.07602
75+,0.07535,0.08126,0.12528,0.05777,0.11422,0.04953,0.10848,0.07181,0.05993,0.07299,0.04956,0.0328,0.03405,0.03337,0.07502,0.04478
