Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.15376,0.95634,0.2438,0.14742,0.23213,0.56179,0.78424,0.8246,0.53389,0.29265,0.41792,0.90626,1.50419,1.25896,0.95281,0.73009
5 to 9,1.00683,9.02699,2.38466,0.35335,0.2215,0.27074,0.78257,1.09458,0.9352,0.54944,0.48835,0.9475,1.35063,1.72454,2.42555,0.97888
10 to 14,0.41595,1.13786,11.16156,3.16846,0.2733,0.16097,0.54832,0.8454,1.10681,0.69526,0.68479,0.64483,0.87123,1.41282,2.0281,1.38976
15 to 19,0.28255,0.30757,0.8113,8.82651,2.11844,0.64539,0.35228,0.57722,0.90292,1.14318,0.92656,0.91236,0.96505,0.84354,1.985,1.33528
20 to 24,0.37616,0.19764,0.29974,1.06396,3.4686,2.08213,1.10555,0.77912,1.01108,1.01288,1.12409,1.06435,0.94803,0.89447,0.63126,0.47936
25 to 29,0.58782,0.40239,0.24865,0.52379,1.77307,3.64862,2.02678,1.55961,1.41988,1.14498,1.47814,1.66701,1.40455,1.07124,1.19221,0.41902
30 to 34,0.79411,0.61789,0.35379,0.379,1.15753,2.07065,2.98657,1.88059,1.78288,1.28634,1.29429,1.71984,1.64069,1.57446,1.02905,0.58899
35 to 39,0.77379,0.72194,0.55451,0.51031,1.02474,1.61062,2.03732,2.94873,1.99754,1.47865,1.21922,1.24739,1.56254,1.59679,1.78766,0.91279
40 to 44,0.49559,0.69182,0.74195,0.66659,0.8891,1.36583,1.55186,2.14746,2.76874,1.57195,1.61793,1.34305,1.23353,1.38538,1.85793,0.90721
45 to 49,0.26504,0.29896,0.42862,0.68888,1.05294,1.1378,1.20903,1.38093,1.74251,1.92365,1.70606,1.17342,0.94762,0.70862,1.37684,0.92757
50 to 54,0.29707,0.19069,0.24829,0.3789,0.77465,1.14708,0.98168,1.03087,1.24099,1.19725,1.65497,1.41593,0.94251,0.73617,1.05617,0.94362
55 to 59,0.26646,0.1949,0.13756,0.15356,0.43883,0.67628,0.77294,0.62145,0.52542,0.60681,0.94315,1.46,1.17477,0.8725,0.77549,0.51636
60 to 64,0.20063,0.18329,0.1018,0.08639,0.16748,0.28092,0.39179,0.4247,0.35596,0.26918,0.35925,0.6643,1.27555,0.85653,1.33873,0.36872
65 to 69,0.15437,0.12644,0.10102,0.06301,0.06485,0.09293,0.15815,0.24141,0.19763,0.13186,0.13922,0.28781,0.6149,1.08862,1.14947,0.52238
70 to 74,0.10131,0.06576,0.0815,0.04046,0.07437,0.05007,0.08431,0.1467,0.14317,0.12309,0.10497,0.14595,0.38351,0.43517,1.338,0.47117
75+,0.05522,0.05236,0.0692,0.02954,0.06194,0.03544,0.07766,0.06105,0.0699,0.11261,0.09436,0.10711,0.15913,0.207,0.56787,0.35392
