Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.94283,1.05154,0.35803,0.23263,0.36437,0.70616,0.78652,0.80393,0.54562,0.31782,0.50188,0.85753,1.05754,0.72979,0.41874,0.33265
5 to 9,1.10051,8.50283,2.46055,0.51707,0.2995,0.33464,0.86046,1.14358,0.89595,0.56124,0.53505,0.88453,0.98385,1.0367,1.0988,0.45561
10 to 14,0.53968,1.31535,10.17533,3.33122,0.37755,0.19293,0.65867,1.00998,1.13018,0.71252,0.73027,0.59249,0.63774,0.86833,0.90396,0.65872
15 to 19,0.38082,0.42293,1.01168,9.21504,2.5942,0.75071,0.41243,0.76284,1.03564,1.19406,1.00206,0.8504,0.7042,0.52016,0.87143,0.62966
20 to 24,0.58338,0.26667,0.42101,1.55833,4.02052,2.16642,1.15648,0.84124,1.06971,1.0612,1.19333,0.95079,0.70335,0.55734,0.2577,0.22327
25 to 29,0.86129,0.60874,0.36305,0.7698,2.08389,3.29541,1.9905,1.54882,1.34173,1.09265,1.45743,1.42329,1.04337,0.67501,0.49611,0.18926
30 to 34,0.97847,0.8699,0.54504,0.56438,1.3584,2.04881,2.69501,1.95193,1.77094,1.25479,1.28669,1.50148,1.21051,0.96429,0.43497,0.26863
35 to 39,0.81544,0.87584,0.77398,0.78953,1.16904,1.58526,2.03306,2.77014,1.98888,1.46319,1.19674,1.09569,1.21964,0.94421,0.78589,0.41865
40 to 44,0.51381,0.71184,0.868,0.9491,1.02896,1.31017,1.5373,2.1708,2.51036,1.53024,1.56189,1.14928,0.98307,0.86919,0.80888,0.42663
45 to 49,0.34176,0.34477,0.52263,0.87644,1.18081,1.10506,1.20946,1.42078,1.71905,1.71786,1.66417,1.00839,0.79237,0.46167,0.64927,0.43064
50 to 54,0.406,0.25293,0.30699,0.45322,0.80766,1.0502,0.98087,1.03678,1.19181,1.14786,1.45838,1.20481,0.75327,0.48528,0.46188,0.44324
55 to 59,0.37007,0.27652,0.19051,0.20851,0.46945,0.56982,0.73303,0.63385,0.48908,0.55764,0.8982,1.06677,0.84906,0.51614,0.31923,0.22557
60 to 64,0.26944,0.26314,0.15011,0.13733,0.21196,0.27909,0.38983,0.48542,0.39359,0.28709,0.39284,0.58895,0.70316,0.50389,0.54446,0.16015
65 to 69,0.20242,0.17481,0.148,0.10237,0.0957,0.1108,0.17455,0.28071,0.22524,0.14769,0.15656,0.25083,0.40263,0.4841,0.4612,0.23326
70 to 74,0.13424,0.09231,0.11595,0.06377,0.10024,0.05543,0.08774,0.16666,0.15249,0.12849,0.11387,0.1238,0.24384,0.24369,0.46657,0.21183
75+,0.06803,0.06797,0.09355,0.04314,0.08189,0.03329,0.07787,0.06591,0.07113,0.11082,0.09638,0.08437,0.09777,0.11342,0.23254,0.1368
