Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.0144,0.92239,0.31859,0.18158,0.29218,0.59927,0.63559,0.66042,0.42088,0.25661,0.41321,0.8266,1.11297,0.82583,0.41422,0.31598
5 to 9,1.15534,8.19741,2.41863,0.4325,0.23595,0.26787,0.70142,0.9596,0.72647,0.47213,0.46256,0.86751,1.01175,1.17475,1.08196,0.42354
10 to 14,0.60838,1.30357,11.46059,3.56965,0.30664,0.1547,0.53424,0.85738,0.98555,0.64239,0.64382,0.59166,0.66,0.97214,0.92108,0.60749
15 to 19,0.40006,0.39202,1.04209,10.54143,2.52781,0.53227,0.28789,0.52545,0.88035,1.0737,0.86459,0.81406,0.74114,0.58341,0.8852,0.58222
20 to 24,0.65732,0.24388,0.38872,1.21014,3.77221,1.7518,0.87894,0.64487,0.86784,0.93056,1.07362,0.92308,0.73418,0.62825,0.29212,0.22004
25 to 29,1.11948,0.59439,0.33771,0.55775,1.67761,3.33887,1.79607,1.43853,1.30381,1.08564,1.46866,1.5512,1.17474,0.79388,0.56421,0.19906
30 to 34,1.26591,0.98596,0.56928,0.40082,1.04396,1.90309,2.7847,1.8516,1.74973,1.26047,1.30717,1.6891,1.39812,1.13443,0.47896,0.28178
35 to 39,1.05142,0.97553,0.85486,0.65599,0.87727,1.47494,1.91205,2.9341,1.96866,1.46208,1.22135,1.21536,1.39681,1.19037,0.90132,0.41163
40 to 44,0.59869,0.72751,0.91696,0.8766,0.85131,1.26529,1.49284,2.13796,2.80834,1.59479,1.6536,1.31076,1.15535,1.056,0.93601,0.41198
45 to 49,0.38762,0.34082,0.53081,0.80181,1.02741,1.05644,1.14492,1.36324,1.72952,2.01116,1.72153,1.0972,0.90361,0.56942,0.72443,0.44668
50 to 54,0.48823,0.24207,0.29115,0.38866,0.70485,1.02366,0.92247,1.01025,1.22105,1.18129,1.76361,1.36674,0.87291,0.59227,0.51145,0.44743
55 to 59,0.42306,0.27403,0.17722,0.16702,0.37642,0.53924,0.68442,0.59923,0.49539,0.56533,0.92174,1.54239,1.03965,0.66464,0.38446,0.24493
60 to 64,0.31852,0.24731,0.13778,0.11026,0.1635,0.25611,0.34932,0.43154,0.36983,0.28165,0.39341,0.6954,1.119,0.69326,0.65237,0.18159
65 to 69,0.22351,0.16406,0.13612,0.08458,0.07261,0.09022,0.13992,0.24418,0.19634,0.13915,0.15221,0.29293,0.53536,0.87101,0.58124,0.25757
70 to 74,0.14999,0.08679,0.11052,0.05332,0.08437,0.04839,0.07252,0.14821,0.13942,0.12708,0.11221,0.15269,0.32709,0.33759,0.71739,0.23136
75+,0.088,0.07124,0.09225,0.04219,0.07487,0.03587,0.06787,0.05905,0.06569,0.12163,0.1093,0.11236,0.13709,0.16698,0.27257,0.19652
