Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.87014,1.22634,0.61636,0.41142,0.66489,1.11545,1.01735,1.02349,0.70892,0.38836,0.54932,0.71916,0.65376,0.39258,0.12881,0.09659
5 to 9,1.53245,5.7918,2.44542,0.8668,0.53676,0.5493,1.1452,1.47155,1.19313,0.69777,0.53147,0.71738,0.5847,0.548,0.34006,0.12558
10 to 14,0.92315,1.764,7.7568,3.09916,0.64175,0.30203,0.83758,1.23311,1.29849,0.8161,0.68554,0.4492,0.35204,0.41856,0.25333,0.1749
15 to 19,0.63862,0.71961,1.3371,7.71156,3.31095,0.91273,0.43834,0.83193,1.11919,1.19963,0.89415,0.66712,0.42714,0.27347,0.25376,0.16947
20 to 24,0.97586,0.42293,0.64146,1.99208,4.77822,2.17582,0.96032,0.61974,0.81541,0.85207,0.86082,0.61625,0.37771,0.27483,0.06619,0.05584
25 to 29,1.37233,0.94033,0.55467,1.01064,2.377,2.90955,1.67791,1.145,0.96383,0.79176,0.97096,0.89661,0.56463,0.35381,0.13312,0.04911
30 to 34,1.44317,1.17716,0.75649,0.68834,1.39628,1.86022,2.03474,1.504,1.33995,0.87218,0.84334,0.91953,0.6274,0.44649,0.09939,0.05483
35 to 39,1.21931,1.18509,0.99611,0.98175,1.04005,1.31916,1.61624,1.93653,1.49558,1.03531,0.76404,0.68502,0.63897,0.37145,0.1759,0.09391
40 to 44,0.80444,0.99454,1.09364,1.10148,0.97429,1.0624,1.20542,1.61846,1.76372,1.08312,1.03473,0.76372,0.56592,0.37176,0.16218,0.07957
45 to 49,0.54653,0.49787,0.68877,1.01041,1.17053,0.96962,0.9503,1.07045,1.29476,1.13964,1.09819,0.68627,0.50288,0.2188,0.13261,0.07893
50 to 54,0.66442,0.38381,0.43644,0.55362,0.79893,0.93137,0.82026,0.78655,0.91227,0.83919,0.88346,0.75049,0.45516,0.25158,0.1049,0.08692
55 to 59,0.61589,0.42571,0.27891,0.27401,0.53355,0.55583,0.66235,0.54113,0.4121,0.45372,0.63602,0.59227,0.47497,0.23473,0.07312,0.03909
60 to 64,0.44756,0.40558,0.21927,0.19519,0.23989,0.27988,0.36312,0.42653,0.34725,0.2313,0.26551,0.32571,0.25842,0.18648,0.10806,0.02644
65 to 69,0.34389,0.27355,0.21781,0.15127,0.13668,0.13524,0.1798,0.25701,0.20548,0.12113,0.09914,0.12848,0.15383,0.11411,0.08449,0.03854
70 to 74,0.22622,0.14121,0.16577,0.09226,0.1447,0.06527,0.08521,0.14516,0.12505,0.08912,0.06257,0.05039,0.07839,0.06592,0.07208,0.03241
75+,0.11362,0.10358,0.13612,0.06137,0.11738,0.03862,0.07526,0.05755,0.05783,0.07604,0.05133,0.03388,0.03088,0.02889,0.04536,0.0164
