Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.88056,0.88882,0.25076,0.14992,0.212,0.46514,0.65155,0.70153,0.51395,0.29758,0.45122,0.83107,1.12883,0.91071,0.61844,0.63088
5 to 9,0.89457,8.51099,2.40916,0.37362,0.19513,0.21108,0.62077,1.01557,0.91354,0.56832,0.50813,0.86117,1.04131,1.27655,1.59097,0.82631
10 to 14,0.36991,1.10639,11.72385,3.46936,0.25029,0.11901,0.42811,0.78701,1.21397,0.81446,0.73219,0.60831,0.68457,1.05423,1.32535,1.19049
15 to 19,0.24051,0.28378,0.87765,9.89084,2.06847,0.43467,0.25268,0.45723,0.91776,1.26332,1.00641,0.85301,0.76829,0.64577,1.3083,1.12987
20 to 24,0.31301,0.17637,0.3002,1.00656,3.1415,1.60879,0.88374,0.68082,0.95516,1.09512,1.24504,1.04137,0.8054,0.70709,0.42843,0.42266
25 to 29,0.51296,0.36277,0.24319,0.45517,1.50524,3.19816,1.85298,1.57069,1.51048,1.27635,1.698,1.74072,1.31551,0.88924,0.78025,0.3725
30 to 34,0.708,0.57225,0.35912,0.32881,1.01518,1.90745,2.85533,1.97968,2.01762,1.55252,1.5619,1.8664,1.47968,1.26999,0.70805,0.55138
35 to 39,0.63988,0.7101,0.60024,0.49644,0.89816,1.55843,2.03183,3.15203,2.29154,1.79925,1.50626,1.4415,1.5137,1.23354,1.25717,0.7885
40 to 44,0.38864,0.6059,0.80906,0.68483,0.78648,1.34083,1.59737,2.337,3.27311,1.93611,1.99202,1.58992,1.29134,1.17619,1.3202,0.80185
45 to 49,0.21859,0.2584,0.45712,0.68721,0.96195,1.08287,1.28317,1.54287,2.04939,2.51716,2.15006,1.37103,1.08038,0.6469,1.04099,0.85461
50 to 54,0.25495,0.17107,0.24114,0.36085,0.68403,1.06526,0.9866,1.15879,1.45422,1.48389,2.179,1.67939,1.04043,0.68789,0.7821,0.88133
55 to 59,0.22306,0.17445,0.13935,0.14661,0.39107,0.6063,0.73803,0.6769,0.62129,0.75471,1.20922,1.83089,1.26611,0.7906,0.58928,0.48307
60 to 64,0.16693,0.16778,0.10483,0.0888,0.16362,0.2781,0.34787,0.42271,0.42608,0.35558,0.49065,0.80783,1.37194,0.83853,1.06586,0.37398
65 to 69,0.12925,0.11487,0.10156,0.06839,0.06275,0.08087,0.13084,0.22653,0.21967,0.16868,0.18261,0.32022,0.59629,1.16017,0.92496,0.53048
70 to 74,0.08709,0.06017,0.08074,0.04331,0.06858,0.03906,0.06365,0.13625,0.15377,0.15043,0.13297,0.16435,0.36318,0.39899,1.23758,0.48827
75+,0.04773,0.0481,0.06912,0.03175,0.05685,0.02497,0.05924,0.05512,0.07196,0.13375,0.11619,0.11237,0.15109,0.1971,0.4772,0.42072
