Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.30947,1.58324,0.82751,0.43286,0.58398,0.97229,0.93406,0.95091,0.6632,0.31318,0.39923,0.52896,0.62329,0.31535,0.16199,0.22938
5 to 9,1.91218,5.93491,2.87472,0.97795,0.49389,0.46126,0.89217,1.11832,0.98872,0.58096,0.47128,0.63657,0.63686,0.48689,0.44538,0.27315
10 to 14,1.06107,2.05887,7.8272,3.00057,0.57632,0.27039,0.58642,0.75296,0.86528,0.59324,0.62401,0.42929,0.45053,0.40691,0.33777,0.40083
15 to 19,0.62834,0.76989,1.4808,7.05925,2.49854,0.71591,0.32618,0.49965,0.60265,0.72116,0.67655,0.54536,0.44841,0.26799,0.3365,0.33592
20 to 24,0.89457,0.43121,0.71951,1.79803,3.4639,1.61671,0.72104,0.46471,0.50352,0.45949,0.52885,0.44285,0.35013,0.24308,0.08694,0.08209
25 to 29,1.37353,0.94975,0.65513,0.95553,1.8276,2.16128,1.31746,1.01907,0.82046,0.63893,0.77824,0.7217,0.54521,0.36908,0.17003,0.08196
30 to 34,1.60034,1.19713,0.82042,0.66683,1.14345,1.56013,1.69654,1.39875,1.27346,0.91497,0.86765,0.91972,0.65537,0.48538,0.12706,0.11024
35 to 39,1.43362,1.29398,1.04565,0.91263,0.87259,1.23526,1.55365,1.85928,1.44792,1.16635,0.96087,0.83512,0.78747,0.40393,0.19628,0.21334
40 to 44,0.99735,1.16484,1.20716,0.98373,0.77589,0.99035,1.23964,1.69407,1.64286,1.16256,1.27509,0.99725,0.7803,0.48203,0.22578,0.20044
45 to 49,0.66731,0.59142,0.79346,0.9085,0.87348,0.85783,0.98288,1.18265,1.32163,1.16566,1.26967,0.86375,0.71492,0.33301,0.18266,0.14347
50 to 54,0.77262,0.45768,0.52787,0.51585,0.60217,0.79138,0.78461,0.8996,1.00142,0.86433,1.00737,0.9074,0.66843,0.41788,0.18416,0.16611
55 to 59,0.70188,0.49396,0.34402,0.26775,0.42079,0.46055,0.60144,0.54563,0.44375,0.5131,0.70512,0.69656,0.62456,0.35239,0.12206,0.10626
60 to 64,0.52872,0.48971,0.27835,0.20628,0.2082,0.25101,0.32261,0.37092,0.33131,0.25016,0.30869,0.39178,0.28253,0.25234,0.18516,0.07697
65 to 69,0.42054,0.33234,0.26478,0.15552,0.11742,0.12296,0.16226,0.21533,0.16145,0.12369,0.10407,0.15611,0.16712,0.11491,0.10977,0.10624
70 to 74,0.28843,0.17509,0.20322,0.09423,0.12227,0.05525,0.06763,0.11002,0.08409,0.06796,0.05514,0.05442,0.08879,0.07365,0.08457,0.05853
75+,0.14306,0.12928,0.16946,0.06008,0.09548,0.03088,0.0603,0.04489,0.03843,0.05289,0.03676,0.03559,0.03332,0.03912,0.0532,0.02479
