Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.15966,1.06531,0.31396,0.16316,0.23526,0.50607,0.75696,0.88397,0.50565,0.24951,0.3323,0.56308,0.72032,0.60912,0.40585,0.3608
5 to 9,1.12393,9.36516,2.70875,0.42053,0.2365,0.22962,0.71488,1.18273,0.9324,0.48915,0.41667,0.6208,0.66262,0.86139,1.0518,0.48028
10 to 14,0.48124,1.43993,13.01143,3.91304,0.29635,0.13538,0.4729,0.87742,1.17126,0.66272,0.59964,0.44687,0.43798,0.70618,0.89377,0.69203
15 to 19,0.31489,0.3914,1.10939,11.9035,2.62598,0.56398,0.31145,0.55346,0.90622,1.14847,0.85321,0.65524,0.52141,0.4319,0.88494,0.6443
20 to 24,0.43723,0.25783,0.40168,1.30075,4.16625,1.91801,1.03901,0.79307,1.00801,1.02468,1.07093,0.82886,0.62527,0.49276,0.29613,0.24881
25 to 29,0.73088,0.51622,0.32238,0.58844,1.824,3.47632,1.87352,1.54279,1.37688,1.1062,1.39711,1.32589,0.99559,0.63331,0.53819,0.22477
30 to 34,1.0966,0.89296,0.47659,0.42884,1.21323,1.9383,3.05873,1.97065,1.82484,1.32946,1.27856,1.46328,1.17242,0.90656,0.4881,0.33322
35 to 39,1.07783,1.11296,0.81251,0.61249,1.06774,1.50875,1.99951,3.36167,2.08096,1.53639,1.24272,1.13915,1.18822,0.85316,0.82875,0.46465
40 to 44,0.6489,1.03386,1.13556,0.85715,0.94427,1.27363,1.51647,2.26065,3.09482,1.64949,1.64321,1.28349,1.04696,0.80662,0.89482,0.47052
45 to 49,0.33798,0.42654,0.6364,0.92888,1.22916,1.07891,1.20694,1.4695,1.84777,2.21403,1.78149,1.11107,0.90996,0.46339,0.69197,0.49362
50 to 54,0.37637,0.25666,0.34505,0.48253,0.87829,1.10582,0.96024,1.08774,1.29449,1.2698,1.82833,1.31262,0.84004,0.50317,0.53315,0.50885
55 to 59,0.32845,0.25661,0.18655,0.18554,0.49458,0.65639,0.76585,0.67059,0.56444,0.65863,0.99439,1.45248,0.984,0.57484,0.4133,0.29501
60 to 64,0.25066,0.24811,0.14024,0.10944,0.21676,0.31897,0.42582,0.48643,0.42436,0.32727,0.4227,0.63415,1.03669,0.58158,0.74959,0.22881
65 to 69,0.19398,0.17377,0.1382,0.08101,0.07663,0.09465,0.15645,0.26311,0.21151,0.1461,0.1465,0.23528,0.40232,0.8429,0.6672,0.31915
70 to 74,0.12956,0.09096,0.11252,0.05135,0.08353,0.04643,0.07749,0.15755,0.15156,0.12867,0.10467,0.11825,0.24901,0.29117,0.87899,0.29637
75+,0.07025,0.07321,0.09725,0.03727,0.06963,0.0331,0.0727,0.06595,0.07391,0.11624,0.09375,0.0863,0.10512,0.13898,0.32645,0.25739
