Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.74418,0.9178,0.32233,0.18945,0.30393,0.66646,0.72796,0.66037,0.41582,0.25232,0.42536,0.82169,1.17931,0.91311,0.58044,0.52424
5 to 9,1.01168,7.92128,2.48102,0.46149,0.26023,0.30359,0.76017,0.95222,0.72931,0.46422,0.46388,0.85372,1.09317,1.30559,1.51413,0.69696
10 to 14,0.49544,1.30591,11.99835,3.91131,0.33128,0.16925,0.54688,0.80119,0.95334,0.61776,0.65162,0.58653,0.71486,1.08315,1.25422,1.00987
15 to 19,0.33194,0.39096,1.08066,12.10864,2.86889,0.66719,0.34734,0.58724,0.85681,1.07371,0.92116,0.85887,0.80249,0.65531,1.21435,0.94396
20 to 24,0.50169,0.24114,0.39149,1.38885,4.29909,2.04923,1.02663,0.70841,0.9044,0.93433,1.11546,0.98398,0.83488,0.70474,0.37335,0.34304
25 to 29,0.81613,0.53765,0.32482,0.64966,1.89829,3.58954,1.85414,1.39264,1.24859,1.05226,1.4623,1.53515,1.27652,0.87644,0.69724,0.29542
30 to 34,1.01576,0.86403,0.50964,0.47992,1.22735,2.0142,2.81691,1.73356,1.62146,1.22627,1.31139,1.63651,1.44996,1.20422,0.60747,0.41878
35 to 39,0.88647,0.94649,0.81374,0.72313,1.05669,1.54516,1.92916,2.74535,1.82608,1.41802,1.24968,1.23828,1.4868,1.17412,1.09629,0.62118
40 to 44,0.51833,0.76711,0.97611,0.94055,0.96335,1.30254,1.4748,2.00338,2.58282,1.52595,1.66987,1.35827,1.27359,1.12548,1.13838,0.6217
45 to 49,0.31802,0.33519,0.5387,0.86082,1.15115,1.11985,1.18072,1.33091,1.65748,1.9419,1.80531,1.18893,1.07075,0.62657,0.89677,0.65125
50 to 54,0.37633,0.23289,0.29789,0.43497,0.80308,1.1038,0.96426,1.01042,1.20163,1.18311,1.80678,1.45209,1.02653,0.67769,0.65768,0.67492
55 to 59,0.32705,0.24537,0.17699,0.19446,0.46571,0.62053,0.73631,0.60868,0.51421,0.61431,1.02301,1.53835,1.19366,0.72325,0.4908,0.36107
60 to 64,0.24524,0.2315,0.13595,0.12263,0.22179,0.31924,0.39311,0.42329,0.38433,0.30644,0.44579,0.72882,1.18409,0.73021,0.8461,0.27152
65 to 69,0.18518,0.15887,0.13601,0.0908,0.08851,0.11267,0.1627,0.23005,0.18905,0.14109,0.15994,0.28416,0.53783,0.90649,0.7484,0.38712
70 to 74,0.12523,0.08349,0.10696,0.05479,0.08986,0.05258,0.07669,0.13325,0.12261,0.11196,0.10869,0.13988,0.32047,0.34596,0.90736,0.35062
75+,0.06716,0.06517,0.08958,0.03882,0.0757,0.03399,0.07064,0.05299,0.05694,0.09903,0.09464,0.09536,0.13195,0.16434,0.35996,0.28038
