Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.03056,1.05556,0.35065,0.23303,0.33904,0.72698,0.77105,0.78912,0.50836,0.45091,0.78835,1.01358,1.53067,0.58211,0.49704,0.45709
5 to 9,1.0901,8.32216,2.51107,0.51743,0.27955,0.32671,0.81411,1.11094,0.8408,0.79701,0.76357,1.01191,1.41091,0.82611,1.29872,0.61472
10 to 14,0.51549,1.2913,11.25324,3.04806,0.36357,0.19075,0.58995,0.94371,1.04117,1.01553,1.0532,0.66691,0.89887,0.68265,1.04049,0.89162
15 to 19,0.34129,0.39489,0.96072,7.57476,2.24208,0.79534,0.40993,0.76423,0.96748,1.64248,1.44846,0.99548,0.98747,0.43534,0.98944,0.83713
20 to 24,0.50711,0.23309,0.39461,1.5992,3.68484,2.02341,1.02029,0.73922,0.92119,1.29912,1.62838,1.05818,0.94822,0.46713,0.27924,0.28597
25 to 29,0.80127,0.54572,0.34089,0.81854,1.91167,3.15406,1.78768,1.38744,1.1955,1.21167,1.82982,1.55106,1.39257,0.62768,0.54556,0.23832
30 to 34,0.96096,0.83008,0.50165,0.60497,1.23064,1.91994,2.46032,1.75041,1.57639,1.35916,1.52102,1.62603,1.59624,0.82726,0.46724,0.32937
35 to 39,0.79102,0.85942,0.74558,0.81835,1.04247,1.46469,1.82099,2.53606,1.76638,1.61276,1.38243,1.18957,1.58939,0.71729,0.83286,0.52326
40 to 44,0.4806,0.68872,0.86399,1.01106,0.93012,1.21776,1.38914,1.9655,2.29181,1.70197,1.81104,1.26958,1.2992,0.73428,0.83504,0.52158
45 to 49,0.31547,0.32041,0.50988,0.95645,1.1373,1.03963,1.10876,1.30595,1.57373,2.03241,1.98706,1.13207,1.06829,0.43049,0.66448,0.50889
50 to 54,0.37264,0.22953,0.28867,0.49117,0.78418,1.03668,0.9175,0.99074,1.14102,1.35633,1.87205,1.36849,1.04357,0.48451,0.48225,0.54629
55 to 59,0.34303,0.25241,0.17833,0.22989,0.46995,0.58508,0.7121,0.62142,0.49659,0.6911,1.20281,1.25424,1.17565,0.45446,0.33427,0.2675
60 to 64,0.25026,0.24407,0.14129,0.15025,0.22946,0.31562,0.39791,0.46563,0.39833,0.3888,0.56424,0.68706,0.97885,0.41893,0.56543,0.18611
65 to 69,0.18998,0.16447,0.14012,0.11086,0.10239,0.12966,0.18033,0.26592,0.21352,0.21162,0.23219,0.28191,0.5283,0.35844,0.47016,0.27235
70 to 74,0.12632,0.08635,0.1095,0.06295,0.09399,0.05322,0.07735,0.14676,0.12785,0.16513,0.15718,0.12817,0.30622,0.16741,0.47954,0.2411
75+,0.06351,0.06365,0.08892,0.04207,0.07645,0.03154,0.06899,0.05828,0.05985,0.14024,0.1323,0.08656,0.12168,0.07662,0.23459,0.15548
