,mean,mean_min,mean_max,predicted
0,0.7372555169240276,0.6514236162655739,0.7974811948717399,0.7271488397090914
1,0.7373021826863716,0.6514881429923911,0.7975150298683489,0.7249570957180635
2,0.7374411510924542,0.6516805024404939,0.7976156716913492,0.722773011378809
3,0.7376693496009465,0.6519970499681261,0.7977805425005192,0.7205965599225693
4,0.737981704200323,0.6524317695109554,0.7980053846794803,0.7184277146741371
5,0.7383712093382614,0.6529763604573212,0.7982843187131011,0.7162664490515286
6,0.7388290249874906,0.6536203579872687,0.7986099235968842,0.7141127365656579
7,0.7393446026223229,0.6543512894608063,0.7989733434485625,0.7119665508200128
8,0.7399058267012003,0.6551548470991689,0.7993643994891432,0.7098278655103311
9,0.7404991914120412,0.6560151061234261,0.7997717409528815,0.7076966544242775
10,0.7411099891480987,0.6569147565628423,0.8001830005689949,0.7055728914411236
11,0.741722528618482,0.6578353664242939,0.8005849780330563,0.7034565505314263
12,0.7423203606232707,0.6587576555043979,0.8009638277415206,0.7013476057567104
13,0.742886519050038,0.6596617850600001,0.801305260164312,0.6992460312691492
14,0.7434037708984198,0.6605276563240285,0.8015947509532892,0.6971518013112484
15,0.743854865604797,0.6613352054526068,0.801817749834275,0.6950648902155306
16,0.7442228005422242,0.6620647168084537,0.801959902171887,0.6929852724042206
17,0.7444910658542254,0.6626971075441779,0.8020072538369305,0.690912922388931
18,0.7446438850612581,0.6632142050766349,0.8019464518284923,0.6888478147703513
19,0.7446664408883756,0.663599004461789,0.8017649318745742,0.6867899242379356
20,0.7445450813836385,0.6638359000156236,0.8014510886544667,0.6847392255695928
21,0.7442675016912337,0.6639108859968337,0.8009944245493044,0.682695693631377
22,0.7438228973097756,0.6638117218360391,0.8003856732588013,0.6806593033771803
23,0.7432020853061431,0.6635280582553574,0.7996168952212085,0.6786300298484248
24,0.7423975907487517,0.6630515216521522,0.7986815425300997,0.6766078481737575
25,0.7414036965595728,0.6623757552919822,0.7975744919357918,0.6745927335687452
26,0.7402164560262279,0.661496417128989,0.7962920455218304,0.6725846613355705
27,0.7388336683311306,0.660411135399876,0.7948318997200903,0.6705836068627294
28,0.7372548216670247,0.6591194276855021,0.7931930875055805,0.6685895456247297
29,0.735480992433339,0.6576225724180442,0.7913758824792038,0.6666024531817902
30,0.7335147288664402,0.6559234635480655,0.7893816933569441,0.664622305179541
31,0.7313599041460592,0.6540264338175668,0.7872129340053988,0.6626490773487255
32,0.7290215503862965,0.6519370596137347,0.7848728804493169,0.6606827455049029
33,0.7265056794533021,0.649661954578087,0.7823655207132973,0.658723285548151
34,0.7238190969085185,0.6472085593862411,0.779695403601065,0.6567706734627718
35,0.7209692154853223,0.6445849350520869,0.7768674924908453,0.6548248853169967
36,0.7179638829938491,0.6417995757716389,0.7738870385619474,0.6528858972626932
37,0.7148111967816928,0.6388612123725378,0.7707594449373396,0.6509536855350726
38,0.7115193602296211,0.6357786643214932,0.7674901764086285,0.6490282264523988
39,0.7080965519492731,0.6325607093146541,0.7640846844261246,0.6471094964156983
40,0.7045508197186803,0.6292159824798208,0.760548358248824,0.6451974719084703
41,0.700890001443589,0.6257529067988421,0.756886503257913,0.6432921294963991
42,0.6971216742466909,0.6221796549281682,0.7531043461420175,0.6413934458270667
43,0.6932531315889008,0.6185041411977807,0.7492070653940557,0.6395013976296662
44,0.6892913871695181,0.6147340412691323,0.7451998443806233,0.6376159617147175
45,0.6852432002598047,0.6108768330398922,0.7410879401866025,0.6357371149737819
46,0.681115128984267,0.6069398630771345,0.7368767733915833,0.6338648343791801
47,0.6769135951758369,0.6029304220556984,0.7325720212018254,0.6319990969837088
48,0.6726449632723753,0.5988558298999462,0.7281797154168845,0.6301398799203605
49,0.668315624809358,0.5947235208480769,0.7237063364843874,0.6282871604020422
50,0.663932092423818,0.5905411342749708,0.7191589052209878,0.6264409157212971
51,0.6595010826717487,0.5863165857516037,0.7145450547992174,0.6246011232500258
52,0.6550295948548996,0.5820581260714056,0.7098730853422613,0.6227677604392087
53,0.6505249795550506,0.5777743909630687,0.7051520042836473,0.6209408048186303
54,0.6459949910030904,0.5734744239481617,0.7003915374889855,0.6191202339966033
55,0.6414478216503154,0.5691676787541704,0.6956021165582894,0.6173060256596943
56,0.6368921165307396,0.5648639985725097,0.6907948401633432,0.6154981575724503
57,0.6323369735612361,0.5605735832812482,0.6859814219921868,0.6136966075771264
58,0.6277919001563458,0.5563069027777768,0.6811740791099163,0.6119013535934137
59,0.6232667698555823,0.5520746222923464,0.6763854337137122,0.6101123736181691
60,0.6187717508659417,0.5478874993677361,0.6716283836169251,0.6083296457251458
61,0.6143172156699405,0.5437562666541645,0.6669159570383387,0.6065531480647242
