,mean,mean_min,mean_max,predicted
0,0.8197391126224016,0.7997409160248523,0.8332037189096388,0.9332741857657882
1,0.819735303476963,0.7997371542432323,0.8332018275320204,0.9301841719089354
2,0.8197238479651736,0.7997258421744513,0.8331961386278395,0.927104388899331
3,0.8197046627064156,0.7997069004886561,0.833186608205504,0.9240348028632646
4,0.8196776115260553,0.799680199748516,0.8331731640048737,0.920975380039179
5,0.8196425095532929,0.7996455644826372,0.8331557070321945,0.9179260867772999
6,0.8195991287756342,0.7996027786989666,0.83313411360236,0.914886889539265
7,0.8195472057095036,0.7995515936310754,0.8331082387638205,0.9118577548977561
8,0.8194864471059637,0.7994917329859453,0.8330779164802005,0.9088386495361298
9,0.819416540151457,0.7994229032658015,0.8330429642686176,0.9058295402480532
10,0.8193371615163808,0.7993448026171304,0.8330031858960377,0.9028303939371366
11,0.8192479865509884,0.7992571297693671,0.832958373862828,0.899841177616571
12,0.8191486982560438,0.7991595926788178,0.8329083114713596,0.8968618584087646
13,0.8190389956445585,0.7990519164830167,0.8328527742788125,0.893892403544981
14,0.8189186011122448,0.7989338503732664,0.8327915307428029,0.8909327803649795
15,0.8187872664498272,0.7988051730104166,0.8327243418870496,0.8879829563166551
16,0.818644777161511,0.7986656961425476,0.8326509598428465,0.8850428989556812
17,0.8184909548015917,0.7985152661340116,0.8325711251610843,0.8821125759451521
18,0.8183256571056691,0.798353763183593,0.8324845628389987,0.879191955055228
19,0.8181487757735026,0.7981810980946222,0.8323909770652648,0.8762810041627793
20,0.8179602318557682,0.7979972065603029,0.8322900447554182,0.8733796912510351
21,0.8177599688042322,0.7978020410405668,0.8321814080251506,0.8704879844092294
22,0.8175479433587476,0.7975955604288827,0.8320646658293698,0.8676058518322511
23,0.8173241145700604,0.7973777178340044,0.8319393650769698,0.864733261820294
24,0.8170884313697597,0.797148446927188,0.8318049916112585,0.8618701827785077
25,0.8168408192141635,0.7969076474237847,0.8316609615197837,0.8590165832166505
26,0.8165811664271491,0.7966551703728234,0.8315066133001504,0.8561724317487431
27,0.8163093109467654,0.7963908040125705,0.8313412014557371,0.8533376970927233
28,0.8160250282343289,0.7961142610077782,0.8311638921221796,0.8505123480701016
29,0.8157280219143773,0.7958251686944702,0.8309737617203594,0.8476963536056189
30,0.8154179148508222,0.7955230600945437,0.8307697976800096,0.8448896827269042
31,0.8150942459512094,0.7952073710451567,0.8305509040390543,0.8420923045641344
32,0.8147564702695297,0.7948774410597436,0.8303159108182903,0.8393041883496939
33,0.8144039637051216,0.794532519254827,0.8300635878773279,0.8365253034178373
34,0.8140360326503917,0.7941717757193413,0.8297926634162017,0.8337556192043517
35,0.813651929029652,0.7937943187773188,0.8295018472525199,0.8309951052462202
36,0.813250869393189,0.793399216798998,0.8291898580276748,0.8282437311812869
37,0.8128320600300879,0.7929855264956521,0.8288554550533506,0.8255014667479236
38,0.8123947258066052,0.7925523253568082,0.8284974732883612,0.822768281784696
39,0.8119381425350014,0.7920987479669509,0.8281148608956188,0.8200441462300332
40,0.8114616719167058,0.7916240251598338,0.8277067183677818,0.8173290301218954
41,0.8109647979212591,0.7911275247702512,0.8272723380513337,0.8146229035974458
42,0.8104471633180661,0.790608792586882,0.8268112427772273,0.8119257368927221
43,0.8099086049808214,0.7900675920054238,0.8263232222305283,0.8092375003423077
44,0.8093491865414134,0.7895039408365908,0.825808365668632,0.8065581643790065
45,0.8087692269857715,0.7889181437437519,0.825267089632311,0.8038876995335187
46,0.80816932386017,0.788310818872156,0.8247001593880203,0.8012260764341143
47,0.807550369891903,0.7876829173846357,0.8241087029926866,0.7985732658063117
48,0.8069135620186593,0.7870357348327708,0.8234942170795889,0.7959292384725556
49,0.8062604020594993,0.7863709135600021,0.8228585637190113,0.7932939653518954
50,0.805592688537289,0.7856904356432696,0.8222039580003879,0.7906674174596663
51,0.8049124994662038,0.7849966062193505,0.8215329463017557,0.7880495659071691
52,0.8042221621087208,0.7842920141915851,0.8208483667406711,0.7854403819013542
53,0.803524223464632,0.7835795134778905,0.8201533208381052,0.7828398367445036
54,0.802821405379679,0.7828621717300008,0.8194511213610363,0.7802479018339156
55,0.802116554890329,0.7821432184124987,0.8187452380268759,0.7776645486615906
56,0.8014125889143746,0.7814259868165095,0.8180392379417721,0.7750897488139169
57,0.8007124370255083,0.7807138542172166,0.8173367250310956,0.7725234739713589
58,0.800018974611161,0.780010171005151,0.8166412693354111,0.769965695908145
59,0.7993349616715836,0.7793181963730502,0.8159563437942423,0.7674163864919573
60,0.7986629796061345,0.7786410313774319,0.8152852593768978,0.7648755176836228
