Mild,Severe
0.444340039,0.686044071
0.443319437,0.684788503
0.442298884,0.683533072
0.441278395,0.682277816
0.440257982,0.681022776
0.439237661,0.67976799
0.438217445,0.678513497
0.437197349,0.677259336
0.436177386,0.676005546
0.43515757,0.674752167
0.434137915,0.673499236
0.433118436,0.672246793
0.432099146,0.670994876
0.431080059,0.669743525
0.43006119,0.668492777
0.429042552,0.667242673
0.428024159,0.665993249
0.427006025,0.664744545
0.425988164,0.6634966
0.424970591,0.66224945
0.423953318,0.661003136
0.42293636,0.659757695
0.421919731,0.658513165
0.420903444,0.657269584
0.419887514,0.65602699
0.418871954,0.654785421
0.417856778,0.653544915
0.416842,0.65230551
0.415827633,0.651067242
0.414813692,0.64983015
0.413800191,0.648594271
0.412787142,0.647359642
0.41177456,0.646126299
0.410762458,0.644894281
0.409750851,0.643663624
0.408739751,0.642434365
0.407729172,0.641206539
0.406719128,0.639980185
0.405709633,0.638755337
0.4047007,0.637532033
0.403692343,0.636310308
0.402684575,0.635090198
0.401677409,0.633871739
0.40067086,0.632654966
0.39966494,0.631439915
0.398659663,0.630226621
0.397655043,0.62901512
0.396651092,0.627805445
0.395647824,0.626597632
0.394645253,0.625391716
0.393643391,0.624187731
0.392642253,0.62298571
0.39164185,0.621785689
0.390642197,0.620587701
0.389643306,0.619391779
0.388645191,0.618197957
0.387647864,0.617006269
0.386651339,0.615816747
0.385655629,0.614629424
0.384660746,0.613444333
0.383666705,0.612261507
0.382673516,0.611080977
0.381681195,0.609902776
0.380689752,0.608726936
0.379699202,0.607553488
0.378709556,0.606382464
0.377720828,0.605213894
0.376733031,0.60404781
0.375746176,0.602884242
0.374760277,0.601723221
0.373775347,0.600564778
0.372791396,0.599408942
0.37180844,0.598255742
0.370826488,0.59710521
0.369845555,0.595957373
0.368865652,0.594812261
0.367886792,0.593669903
0.366908987,0.592530328
0.36593225,0.591393563
0.364956591,0.590259637
0.363982025,0.589128577
0.363008562,0.588000412
0.362036215,0.586875168
0.361064995,0.585752872
0.360094916,0.584633552
0.359125988,0.583517234
0.358158224,0.582403944
0.357191635,0.581293708
0.356226233,0.580186552
0.355262031,0.579082501
0.354299038,0.577981581
0.353337269,0.576883816
0.352376732,0.575789231
0.351417442,0.574697851
0.350459407,0.573609699
0.349502642,0.572524799
0.348547155,0.571443175
0.34759296,0.57036485
0.346640067,0.569289847
0.345688487,0.568218188
0.344738232,0.567149897
0.343789313,0.566084995
0.34284174,0.565023503
0.341895526,0.563965444
0.340950679,0.562910839
0.340007213,0.561859708
0.339065137,0.560812072
0.338124462,0.559767952
0.337185199,0.558727368
0.336247358,0.557690339
0.335310951,0.556656884
0.334375988,0.555627024
0.333442478,0.554600777
0.332510434,0.553578161
0.331579865,0.552559194
0.330650781,0.551543895
0.329723192,0.550532282
0.32879711,0.549524371
0.327872543,0.548520179
0.326949503,0.547519724
0.326027998,0.546523022
0.32510804,0.545530089
0.324189638,0.544540941
0.323272801,0.543555593
0.32235754,0.542574061
0.321443864,0.541596359
0.320531783,0.540622503
0.319621307,0.539652506
0.318712444,0.538686383
0.317805205,0.537724146
0.316899599,0.536765811
0.315995635,0.535811389
0.315093323,0.534860893
0.314192671,0.533914337
0.31329369,0.532971732
0.312396386,0.532033089
0.311500771,0.531098422
0.310606853,0.53016774
0.30971464,0.529241055
0.308824142,0.528318378
0.307935368,0.527399718
0.307048325,0.526485086
0.306163022,0.525574492
0.305279469,0.524667945
0.304397674,0.523765455
0.303517644,0.522867029
0.302639388,0.521972677
0.301762916,0.521082407
0.300888234,0.520196226
0.300015351,0.519314143
0.299144275,0.518436165
0.298275014,0.517562299
0.297407576,0.516692551
0.296541968,0.515826928
0.2956782,0.514965437
0.294816277,0.514108082
0.293956209,0.51325487
0.293098002,0.512405806
0.292241664,0.511560895
0.291387203,0.510720142
0.290534625,0.50988355
0.289683939,0.509051125
0.288835151,0.508222869
0.287988269,0.507398787
0.287143299,0.506578882
0.286300249,0.505763156
0.285459126,0.504951613
0.284619936,0.504144255
0.283782686,0.503341083
0.282947384,0.502542101
0.282114035,0.501747308
0.281282647,0.500956708
0.280453225,0.5001703
0.279625777,0.499388086
0.278800308,0.498610065
0.277976825,0.497836239
0.277155334,0.497066606
0.276335842,0.496301168
0.275518354,0.495539923
0.274702877,0.494782869
0.273889416,0.494030008
0.273077977,0.493281335
0.272268566,0.492536852
0.271461189,0.491796554
0.270655851,0.49106044
0.269852559,0.490328508
0.269051317,0.489600756
0.26825213,0.488877179
0.267455005,0.488157775
0.266659947,0.487442541
0.26586696,0.486731473
0.265076051,0.486024567
0.264287223,0.485321818
0.263500482,0.484623223
0.262715833,0.483928777
0.261933281,0.483238475
0.261152831,0.482552312
0.260374486,0.481870283
0.259598253,0.481192382
0.258824135,0.480518603
0.258052137,0.47984894
0.257282263,0.479183388
0.256514517,0.478521939
0.255748905,0.477864587
0.25498543,0.477211325
0.254224096,0.476562146
0.253464907,0.475917043
0.252707867,0.475276008
0.25195298,0.474639033
0.251200251,0.474006111
0.250449682,0.473377233
0.249701277,0.472752391
0.248955041,0.472131576
0.248210976,0.471514781
0.247469086,0.470901994
0.246729374,0.470293209
0.245991844,0.469688415
0.245256499,0.469087602
0.244523342,0.468490761
0.243792376,0.467897883
0.243063605,0.467308956
0.24233703,0.466723972
0.241612656,0.466142918
0.240890485,0.465565786
0.240170519,0.464992563
0.239452762,0.464423239
0.238737215,0.463857803
0.238023882,0.463296244
0.237312765,0.46273855
0.236603866,0.462184709
0.235897188,0.46163471
0.235192733,0.461088541
0.234490502,0.460546189
0.233790499,0.460007642
0.233092725,0.459472889
0.232397182,0.458941916
0.231703872,0.458414711
0.231012797,0.45789126
0.230323959,0.457371552
0.229637359,0.456855572
0.228952998,0.456343308
0.228270879,0.455834746
0.227591004,0.455329873
0.226913372,0.454828674
0.226237986,0.454331137
0.225564847,0.453837246
0.224893957,0.45334699
0.224225315,0.452860352
0.223558924,0.452377318
0.222894784,0.451897876
0.222232897,0.451422009
0.221573262,0.450949703
0.220915882,0.450480944
0.220260756,0.450015717
0.219607886,0.449554006
0.218957272,0.449095797
0.218308914,0.448641075
0.217662813,0.448189824
0.21701897,0.447742029
0.216377384,0.447297675
0.215738056,0.446856746
0.215100986,0.446419226
0.214466175,0.4459851
0.213833622,0.445554352
0.213203327,0.445126966
0.212575291,0.444702927
0.211949513,0.444282217
0.211325992,0.443864822
0.21070473,0.443450724
0.210085725,0.443039908
0.209468978,0.442632358
0.208854487,0.442228056
0.208242252,0.441826987
0.207632273,0.441429135
0.207024548,0.441034481
0.206419078,0.440643011
0.205815862,0.440254706
0.205214899,0.439869551
0.204616187,0.439487529
0.204019726,0.439108623
0.203425516,0.438732815
0.202833554,0.43836009
0.20224384,0.437990429
0.201656373,0.437623817
0.201071152,0.437260235
0.200488174,0.436899668
0.19990744,0.436542097
0.199328946,0.436187506
0.198752693,0.435835877
0.198178679,0.435487193
0.197606901,0.435141437
0.197037358,0.434798592
0.196470049,0.43445864
0.195904972,0.434121565
0.195342125,0.433787347
0.194781506,0.433455972
0.194223114,0.43312742
0.193666946,0.432801674
0.193113,0.432478718
0.192561274,0.432158533
0.192011767,0.431841103
0.191464475,0.431526409
0.190919397,0.431214435
0.19037653,0.430905162
0.189835873,0.430598574
0.189297422,0.430294653
0.188761176,0.429993382
0.188227131,0.429694742
0.187695285,0.429398717
0.187165636,0.42910529
0.186638181,0.428814442
0.186112917,0.428526156
0.185589841,0.428240416
0.185068952,0.427957202
0.184550245,0.427676499
0.184033718,0.427398289
0.183519367,0.427122554
0.183007191,0.426849277
0.182497186,0.426578441
0.181989349,0.426310028
0.181483676,0.426044021
0.180980165,0.425780403
0.180478812,0.425519156
0.179979614,0.425260264
0.179482568,0.42500371
0.17898767,0.424749475
0.178494917,0.424497543
0.178004305,0.424247897
0.177515831,0.42400052
0.177029492,0.423755395
0.176545283,0.423512505
0.176063201,0.423271832
0.175583243,0.423033361
0.175105405,0.422797073
0.174629682,0.422562953
0.174156072,0.422330983
0.173684569,0.422101147
0.173215172,0.421873428
0.172747874,0.421647809
0.172282673,0.421424274
0.171819565,0.421202807
0.171358545,0.42098339
0.170899609,0.420766007
0.170442753,0.420550642
0.169987974,0.420337279
0.169535266,0.4201259
0.169084626,0.419916491
0.168636049,0.419709034
0.16818953,0.419503514
0.167745067,0.419299914
0.167302653,0.419098219
0.166862286,0.418898412
0.166423959,0.418700478
0.165987669,0.4185044
0.165553412,0.418310163
0.165121182,0.418117752
0.164690975,0.41792715
0.164262787,0.417738342
0.163836612,0.417551312
0.163412446,0.417366045
0.162990284,0.417182525
0.162570122,0.417000738
0.162151955,0.416820667
0.161735777,0.416642298
0.161321585,0.416465615
0.160909372,0.416290604
0.160499134,0.416117249
0.160090867,0.415945536
0.159684565,0.415775449
0.159280223,0.415606974
0.158877836,0.415440096
0.158477399,0.4152748
0.158078907,0.415111072
0.157682354,0.414948898
0.157287736,0.414788262
0.156895048,0.414629151
0.156504284,0.41447155
0.156115438,0.414315446
0.155728507,0.414160823
0.155343483,0.414007668
0.154960363,0.413855967
0.15457914,0.413705706
0.15419981,0.413556871
0.153822367,0.413409448
0.153446805,0.413263424
0.153073119,0.413118786
0.152701303,0.412975519
0.152331353,0.41283361
0.151963262,0.412693047
0.151597026,0.412553814
0.151232637,0.412415901
0.150870092,0.412279292
0.150509384,0.412143976
0.150150507,0.412009939
0.149793457,0.411877169
0.149438227,0.411745652
0.149084811,0.411615377
0.148733205,0.411486329
0.148383401,0.411358498
0.148035396,0.41123187
0.147689181,0.411106433
0.147344753,0.410982174
0.147002105,0.410859082
0.146661232,0.410737145
0.146322127,0.410616349
0.145984784,0.410496684
0.145649199,0.410378138
0.145315364,0.410260698
0.144983274,0.410144353
0.144652924,0.410029091
0.144324306,0.409914902
0.143997416,0.409801772
0.143672247,0.409689691
0.143348794,0.409578648
0.14302705,0.409468632
0.142707009,0.40935963
0.142388666,0.409251633
0.142072014,0.409144629
0.141757047,0.409038607
0.14144376,0.408933557
0.141132145,0.408829468
0.140822198,0.408726329
0.140513912,0.40862413
0.140207281,0.408522859
0.139902299,0.408422508
0.13959896,0.408323065
0.139297257,0.40822452
0.138997185,0.408126863
0.138698737,0.408030084
0.138401907,0.407934174
0.13810669,0.407839121
0.137813078,0.407744917
0.137521067,0.407651551
0.137230649,0.407559014
0.136941818,0.407467297
0.136654568,0.407376389
0.136368894,0.407286282
0.136084788,0.407196966
0.135802245,0.407108431
0.135521258,0.40702067
0.135241822,0.406933672
0.134963929,0.406847428
0.134687574,0.40676193
0.134412751,0.406677169
0.134139453,0.406593136
0.133867673,0.406509822
0.133597407,0.406427218
0.133328647,0.406345317
0.133061388,0.406264109
0.132795622,0.406183587
0.132531344,0.406103741
0.132268548,0.406024564
0.132007226,0.405946048
0.131747374,0.405868184
0.131488985,0.405790964
0.131232052,0.405714381
0.130976569,0.405638426
0.13072253,0.405563092
0.130469928,0.405488371
0.130218758,0.405414256
0.129969013,0.405340738
0.129720687,0.405267811
0.129473774,0.405195466
0.129228266,0.405123698
0.128984159,0.405052497
0.128741446,0.404981858
0.12850012,0.404911772
0.128260175,0.404842234
0.128021606,0.404773235
0.127784405,0.404704769
0.127548567,0.40463683
0.127314085,0.404569409
0.127080953,0.404502502
0.126849165,0.4044361
0.126618714,0.404370197
0.126389595,0.404304788
0.1261618,0.404239865
0.125935325,0.404175421
0.125710162,0.404111452
0.125486306,0.40404795
0.12526375,0.403984909
0.125042488,0.403922324
0.124822514,0.403860187
0.124603822,0.403798494
0.124386405,0.403737238
0.124170257,0.403676413
0.123955373,0.403616013
0.123741745,0.403556034
0.123529368,0.403496469
0.123318236,0.403437312
0.123108343,0.403378558
0.122899681,0.403320202
0.122692246,0.403262237
0.122486032,0.40320466
0.122281031,0.403147464
0.122077238,0.403090643
0.121874647,0.403034194
0.121673252,0.402978111
0.121473046,0.402922388
0.121274024,0.402867022
0.12107618,0.402812006
0.120879507,0.402757335
0.120684,0.402703006
0.120489652,0.402649013
0.120296457,0.402595352
0.12010441,0.402542017
0.119913505,0.402489005
0.119723735,0.40243631
0.119535094,0.402383928
0.119347577,0.402331855
0.119161177,0.402280086
0.118975889,0.402228618
0.118791707,0.402177444
0.118608624,0.402126562
0.118426636,0.402075967
0.118245735,0.402025655
0.118065916,0.401975622
0.117887174,0.401925864
0.117709502,0.401876376
0.117532895,0.401827156
0.117357346,0.401778198
0.117182851,0.401729499
0.117009402,0.401681056
0.116836995,0.401632864
0.116665623,0.40158492
0.116495281,0.401537219
0.116325963,0.40148976
0.116157663,0.401442537
0.115990376,0.401395548
0.115824096,0.401348788
0.115658817,0.401302255
0.115494533,0.401255945
0.115331239,0.401209855
0.11516893,0.401163981
0.115007599,0.40111832
0.11484724,0.401072869
0.11468785,0.401027624
0.114529421,0.400982583
0.114371948,0.400937743
0.114215426,0.400893099
0.114059848,0.40084865
0.113905211,0.400804393
0.113751507,0.400760323
0.113598732,0.400716439
0.11344688,0.400672738
0.113295946,0.400629216
0.113145924,0.400585872
0.112996808,0.400542701
0.112848594,0.400499702
0.112701276,0.400456872
0.112554848,0.400414208
0.112409306,0.400371707
0.112264643,0.400329368
0.112120855,0.400287186
0.111977936,0.400245161
0.111835881,0.400203289
0.111694685,0.400161568
0.111554342,0.400119996
0.111414847,0.40007857
0.111276195,0.400037287
0.111138381,0.399996147
0.111001399,0.399955145
0.110865245,0.399914281
0.110729912,0.399873551
0.110595397,0.399832954
0.110461694,0.399792488
0.110328798,0.399752149
0.110196703,0.399711938
0.110065405,0.39967185
0.109934899,0.399631884
0.109805179,0.399592039
0.109676241,0.399552312
0.10954808,0.399512701
0.10942069,0.399473205
0.109294067,0.399433821
0.109168206,0.399394548
0.109043101,0.399355383
0.108918749,0.399316325
0.108795143,0.399277373
0.10867228,0.399238524
0.108550154,0.399199776
0.108428761,0.399161129
0.108308095,0.39912258
0.108188153,0.399084127
0.108068929,0.39904577
0.107950418,0.399007506
0.107832616,0.398969334
0.107715517,0.398931252
0.107599119,0.398893259
0.107483415,0.398855353
0.107368401,0.398817533
0.107254072,0.398779797
0.107140424,0.398742144
0.107027453,0.398704572
0.106915153,0.39866708
0.10680352,0.398629667
0.106692549,0.398592331
0.106582237,0.398555071
0.106472578,0.398517886
0.106363569,0.398480774
0.106255204,0.398443734
0.106147479,0.398406765
0.10604039,0.398369865
0.105933932,0.398333034
0.105828101,0.39829627
0.105722893,0.398259572
0.105618303,0.398222938
0.105514328,0.398186368
0.105410962,0.398149861
0.105308201,0.398113415
0.105206042,0.39807703
0.105104479,0.398040703
0.10500351,0.398004435
0.104903129,0.397968224
0.104803332,0.397932069
0.104704115,0.39789597
0.104605475,0.397859924
0.104507406,0.397823931
0.104409905,0.397787991
0.104312968,0.397752102
0.104216591,0.397716263
0.10412077,0.397680474
0.1040255,0.397644733
0.103930778,0.39760904
0.103836599,0.397573394
0.10374296,0.397537793
0.103649857,0.397502238
0.103557286,0.397466727
0.103465243,0.397431259
0.103373724,0.397395834
0.103282725,0.397360451
0.103192243,0.397325109
0.103102273,0.397289807
0.103012812,0.397254544
0.102923856,0.397219321
0.102835402,0.397184136
0.102747445,0.397148988
0.102659981,0.397113876
0.102573008,0.397078801
0.102486521,0.397043761
0.102400517,0.397008756
0.102314992,0.396973785
0.102229942,0.396938847
0.102145364,0.396903942
0.102061255,0.396869069
0.10197761,0.396834228
0.101894427,0.396799417
0.101811701,0.396764637
0.101729429,0.396729887
0.101647608,0.396695165
0.101566234,0.396660473
0.101485304,0.396625808
0.101404814,0.396591171
0.101324762,0.396556562
0.101245142,0.396521978
0.101165953,0.396487421
0.101087191,0.396452889
0.101008852,0.396418382
0.100930933,0.396383899
0.100853431,0.396349441
0.100776343,0.396315006
0.100699665,0.396280594
0.100623394,0.396246205
0.100547527,0.396211838
0.100472061,0.396177493
0.100396992,0.39614317
0.100322318,0.396108867
0.100248034,0.396074585
0.100174139,0.396040322
0.100100629,0.39600608
0.100027501,0.395971857
0.099954751,0.395937653
0.099882377,0.395903467
0.099810376,0.3958693
0.099738745,0.39583515
0.09966748,0.395801018
0.099596579,0.395766903
0.099526039,0.395732805
0.099455857,0.395698723
0.099386029,0.395664657
0.099316554,0.395630608
0.099247428,0.395596573
0.099178648,0.395562554
0.099110211,0.39552855
0.099042115,0.39549456
0.098974357,0.395460585
0.098906933,0.395426623
0.098839842,0.395392675
0.09877308,0.395358741
0.098706645,0.395324819
0.098640534,0.395290911
0.098574744,0.395257015
0.098509273,0.395223132
0.098444117,0.39518926
0.098379275,0.395155401
0.098314744,0.395121553
0.09825052,0.395087716
0.098186602,0.395053891
0.098122986,0.395020076
0.098059671,0.394986272
0.097996653,0.394952479
0.09793393,0.394918696
0.0978715,0.394884923
0.09780936,0.394851159
0.097747508,0.394817405
0.097685941,0.394783661
0.097624656,0.394749926
0.097563652,0.3947162
0.097502925,0.394682482
0.097442474,0.394648774
0.097382296,0.394615073
0.097322388,0.394581381
0.097262749,0.394547697
0.097203376,0.394514021
0.097144266,0.394480353
0.097085418,0.394446692
0.097026829,0.394413039
0.096968497,0.394379393
0.096910419,0.394345754
0.096852593,0.394312123
0.096795017,0.394278498
0.09673769,0.394244879
0.096680608,0.394211267
0.096623769,0.394177662
0.096567171,0.394144063
0.096510813,0.394110469
0.096454692,0.394076882
0.096398806,0.394043301
0.096343152,0.394009725
0.096287729,0.393976155
0.096232535,0.393942591
0.096177567,0.393909032
0.096122824,0.393875478
0.096068303,0.393841929
0.096014003,0.393808385
0.095959921,0.393774846
0.095906056,0.393741312
0.095852405,0.393707783
0.095798967,0.393674258
0.095745739,0.393640738
0.09569272,0.393607222
0.095639908,0.39357371
0.095587301,0.393540203
0.095534897,0.393506699
0.095482694,0.3934732
0.09543069,0.393439705
0.095378884,0.393406213
0.095327273,0.393372725
0.095275856,0.393339241
0.095224631,0.39330576
0.095173596,0.393272283
0.09512275,0.39323881
0.09507209,0.393205339
0.095021616,0.393171872
0.094971324,0.393138408
0.094921214,0.393104948
0.094871284,0.39307149
0.094821532,0.393038035
0.094771956,0.393004583
0.094722555,0.392971134
0.094673327,0.392937688
0.09462427,0.392904245
0.094575384,0.392870804
0.094526665,0.392837366
0.094478113,0.39280393
0.094429726,0.392770497
0.094381503,0.392737066
0.094333441,0.392703638
0.09428554,0.392670212
0.094237797,0.392636788
0.094190212,0.392603366
0.094142782,0.392569947
0.094095507,0.392536529
0.094048384,0.392503114
0.094001413,0.392469701
0.093954591,0.392436289
0.093907918,0.39240288
0.093861391,0.392369472
0.09381501,0.392336067
0.093768773,0.392302663
0.093722679,0.392269261
0.093676726,0.39223586
0.093630913,0.392202461
0.093585238,0.392169064
0.0935397,0.392135669
0.093494299,0.392102274
0.093449031,0.392068882
0.093403897,0.392035491
0.093358894,0.392002101
0.093314022,0.391968713
0.093269279,0.391935326
0.093224664,0.391901941
0.093180175,0.391868556
0.093135812,0.391835173
0.093091573,0.391801792
0.093047457,0.391768411
0.093003462,0.391735032
0.092959588,0.391701654
0.092915833,0.391668277
0.092872196,0.391634901
0.092828675,0.391601526
0.09278527,0.391568152
0.09274198,0.39153478
0.092698803,0.391501408
0.092655738,0.391468037
0.092612784,0.391434667
0.09256994,0.391401299
0.092527205,0.391367931
0.092484577,0.391334564
0.092442056,0.391301197
0.092399641,0.391267832
0.092357329,0.391234467
0.092315121,0.391201104
0.092273015,0.391167741
0.09223101,0.391134379
0.092189106,0.391101017
0.0921473,0.391067656
0.092105593,0.391034296
0.092063982,0.391000937
0.092022468,0.390967578
0.091981049,0.39093422
0.091939723,0.390900863
0.091898491,0.390867506
0.091857351,0.39083415
0.091816302,0.390800795
0.091775343,0.39076744
0.091734473,0.390734085
0.091693691,0.390700731
0.091652997,0.390667378
0.09161239,0.390634025
0.091571868,0.390600673
0.09153143,0.390567321
0.091491076,0.39053397
0.091450805,0.390500619
0.091410616,0.390467269
0.091370508,0.390433919
0.091330481,0.39040057
0.091290532,0.39036722
0.091250662,0.390333872
0.09121087,0.390300524
0.091171155,0.390267176
0.091131515,0.390233828
0.091091951,0.390200481
0.091052462,0.390167135
0.091013045,0.390133788
0.090973702,0.390100442
0.090934431,0.390067097
0.090895231,0.390033751
0.090856101,0.390000406
0.090817041,0.389967062
0.09077805,0.389933717
0.090739127,0.389900373
0.090700271,0.389867029
0.090661483,0.389833686
0.09062276,0.389800343
0.090584102,0.389767
0.09054551,0.389733657
0.09050698,0.389700315
0.090468514,0.389666972
0.090430111,0.38963363
0.090391769,0.389600289
0.090353488,0.389566947
0.090315268,0.389533606
