"CENSUS_YEAR","GEO_CODE (POR)","GEO_LEVEL","GEO_NAME","GNR","DATA_QUALITY_FLAG","CSD_TYPE_NAME","ALT_GEO_CODE","DIM: Age (in single years) and average age (127)","Member ID: Age (in single years) and average age (127)","Notes: Age (in single years) and average age (127)","Dim: Sex (3): Member ID: [1]: Total - Sex","Dim: Sex (3): Member ID: [2]: Male","Dim: Sex (3): Member ID: [3]: Female"
2016,"3502","2","Prescott and Russell",3.9,"00000"," ","3502","85 to 89 years",108,,1030,375,655
2016,"3502","2","Prescott and Russell",3.9,"00000"," ","3502","90 to 94 years",114,,550,155,395
2016,"3502","2","Prescott and Russell",3.9,"00000"," ","3502","95 to 99 years",120,,130,20,105
2016,"3502","2","Prescott and Russell",3.9,"00000"," ","3502","100 years and over",126,,10,5,15
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","0 to 14 years",2,,155680,79185,76490
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","0 to 4 years",3,,48865,24805,24065
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","5 to 9 years",9,,53715,27365,26350
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","10 to 14 years",15,,53100,27020,26075
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","15 to 64 years",21,,634425,310390,324040
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","15 to 19 years",22,,57190,28985,28200
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","20 to 24 years",28,,68645,34575,34075
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","25 to 29 years",34,,63695,31675,32025
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","30 to 34 years",40,,61675,30110,31565
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","35 to 39 years",46,,59575,28330,31245
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","40 to 44 years",52,,62710,29880,32830
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","45 to 49 years",58,,65965,31980,33980
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","50 to 54 years",64,,73215,36005,37210
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","55 to 59 years",70,,66765,32370,34395
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","60 to 64 years",76,,54990,26480,28510
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","65 years and over",82,,144140,64305,79840
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","65 to 69 years",83,,48130,22870,25265
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","70 to 74 years",89,,33875,15790,18080
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","75 to 79 years",95,,24600,11135,13465
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","80 to 84 years",101,,17950,7770,10185
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","85 years and over",107,,19580,6740,12840
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","85 to 89 years",108,,11720,4480,7245
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","90 to 94 years",114,,5995,1845,4150
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","95 to 99 years",120,,1640,385,1255
2016,"3506","2","Ottawa",3.5,"00000"," ","3506","100 years and over",126,,230,30,195
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","0 to 14 years",2,,14035,7175,6865
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","0 to 4 years",3,,4120,2140,1980
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","5 to 9 years",9,,4790,2415,2375
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","10 to 14 years",15,,5125,2620,2510
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","15 to 64 years",21,,63115,31070,32050
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","15 to 19 years",22,,5700,2925,2775
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","20 to 24 years",28,,5000,2635,2370
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","25 to 29 years",34,,4495,2315,2180
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","30 to 34 years",40,,4560,2195,2360
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","35 to 39 years",46,,4845,2345,2500
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","40 to 44 years",52,,5825,2805,3025
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","45 to 49 years",58,,6845,3355,3490
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","50 to 54 years",64,,8510,4105,4405
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","55 to 59 years",70,,8820,4305,4520
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","60 to 64 years",76,,8525,4090,4430
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","65 years and over",82,,23390,10875,12515
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","65 to 69 years",83,,7950,3860,4095
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","70 to 74 years",89,,5820,2930,2890
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","75 to 79 years",95,,4070,1935,2135
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","80 to 84 years",101,,2765,1220,1545
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","85 years and over",107,,2785,935,1850
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","85 to 89 years",108,,1725,655,1075
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","90 to 94 years",114,,820,240,580
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","95 to 99 years",120,,220,40,175
2016,"3507","2","Leeds and Grenville",4.4,"00000"," ","3507","100 years and over",126,,25,0,20
2016,"3509","2","Lanark",4.6,"00000"," ","3509","0 to 14 years",2,,10345,5270,5080
2016,"3509","2","Lanark",4.6,"00000"," ","3509","0 to 4 years",3,,3285,1670,1620
2016,"3509","2","Lanark",4.6,"00000"," ","3509","5 to 9 years",9,,3520,1810,1705
2016,"3509","2","Lanark",4.6,"00000"," ","3509","10 to 14 years",15,,3550,1790,1755
2016,"3509","2","Lanark",4.6,"00000"," ","3509","15 to 64 years",21,,43250,21140,22110
2016,"3509","2","Lanark",4.6,"00000"," ","3509","15 to 19 years",22,,3695,1870,1825
2016,"3509","2","Lanark",4.6,"00000"," ","3509","20 to 24 years",28,,3390,1810,1575
2016,"3509","2","Lanark",4.6,"00000"," ","3509","25 to 29 years",34,,3370,1670,1700
2016,"3509","2","Lanark",4.6,"00000"," ","3509","30 to 34 years",40,,3585,1740,1845
2016,"3509","2","Lanark",4.6,"00000"," ","3509","35 to 39 years",46,,3350,1645,1705
2016,"3509","2","Lanark",4.6,"00000"," ","3509","40 to 44 years",52,,3880,1855,2030
2016,"3509","2","Lanark",4.6,"00000"," ","3509","45 to 49 years",58,,4340,2080,2265
2016,"3509","2","Lanark",4.6,"00000"," ","3509","50 to 54 years",64,,5820,2840,2975
2016,"3509","2","Lanark",4.6,"00000"," ","3509","55 to 59 years",70,,5955,2820,3135
2016,"3509","2","Lanark",4.6,"00000"," ","3509","60 to 64 years",76,,5865,2810,3050
2016,"3509","2","Lanark",4.6,"00000"," ","3509","65 years and over",82,,15095,6980,8125
2016,"3509","2","Lanark",4.6,"00000"," ","3509","65 to 69 years",83,,5290,2575,2715
2016,"3509","2","Lanark",4.6,"00000"," ","3509","70 to 74 years",89,,3635,1780,1850
2016,"3509","2","Lanark",4.6,"00000"," ","3509","75 to 79 years",95,,2495,1190,1300
2016,"3509","2","Lanark",4.6,"00000"," ","3509","80 to 84 years",101,,1785,800,985
2016,"3509","2","Lanark",4.6,"00000"," ","3509","85 years and over",107,,1890,630,1260
2016,"3509","2","Lanark",4.6,"00000"," ","3509","85 to 89 years",108,,1150,440,715
2016,"3509","2","Lanark",4.6,"00000"," ","3509","90 to 94 years",114,,575,160,415
2016,"3509","2","Lanark",4.6,"00000"," ","3509","95 to 99 years",120,,135,35,100
2016,"3509","2","Lanark",4.6,"00000"," ","3509","100 years and over",126,,25,5,25
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","0 to 14 years",2,,22015,11280,10735
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","0 to 4 years",3,,7030,3610,3415
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","5 to 9 years",9,,7600,3845,3755
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","10 to 14 years",15,,7380,3815,3565
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","15 to 64 years",21,,98740,48390,50355
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","15 to 19 years",22,,8345,4245,4100
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","20 to 24 years",28,,10710,5290,5415
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","25 to 29 years",34,,10165,5095,5070
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","30 to 34 years",40,,9435,4705,4730
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","35 to 39 years",46,,8690,4340,4345
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","40 to 44 years",52,,8265,4100,4170
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","45 to 49 years",58,,9560,4630,4925
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","50 to 54 years",64,,11755,5740,6015
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","55 to 59 years",70,,11430,5320,6110
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","60 to 64 years",76,,10385,4910,5470
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","65 years and over",82,,29715,13340,16375
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","65 to 69 years",83,,9485,4450,5040
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","70 to 74 years",89,,7075,3355,3725
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","75 to 79 years",95,,5180,2385,2795
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","80 to 84 years",101,,3950,1710,2235
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","85 years and over",107,,4025,1445,2580
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","85 to 89 years",108,,2535,1010,1525
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","90 to 94 years",114,,1150,355,800
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","95 to 99 years",120,,305,75,230
2016,"3510","2","Frontenac",4.4,"00000"," ","3510","100 years and over",126,,35,10,30
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","0 to 14 years",2,,6455,3345,3110
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","0 to 4 years",3,,1990,1030,960
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","5 to 9 years",9,,2220,1110,1105
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","10 to 14 years",15,,2245,1205,1040
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","15 to 64 years",21,,27180,13735,13450
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","15 to 19 years",22,,2245,1145,1105
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","20 to 24 years",28,,2140,1105,1040
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","25 to 29 years",34,,2085,1100,990
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","30 to 34 years",40,,2290,1165,1120
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","35 to 39 years",46,,2370,1175,1190
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","40 to 44 years",52,,2610,1340,1270
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","45 to 49 years",58,,2795,1430,1365
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","50 to 54 years",64,,3565,1805,1755
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","55 to 59 years",70,,3575,1765,1815
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","60 to 64 years",76,,3500,1705,1795
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","65 years and over",82,,9255,4405,4845
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","65 to 69 years",83,,3225,1575,1650
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","70 to 74 years",89,,2320,1190,1135
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","75 to 79 years",95,,1595,790,805
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","80 to 84 years",101,,1005,460,545
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","85 years and over",107,,1110,395,715
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","85 to 89 years",108,,655,270,380
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","90 to 94 years",114,,340,95,240
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","95 to 99 years",120,,100,25,80
2016,"3511","2","Lennox and Addington",5.6,"00000"," ","3511","100 years and over",126,,20,0,20
2016,"3512","2","Hastings",4.4,"00000"," ","3512","0 to 14 years",2,,21105,10780,10330
2016,"3512","2","Hastings",4.4,"00000"," ","3512","0 to 4 years",3,,6765,3465,3300
2016,"3512","2","Hastings",4.4,"00000"," ","3512","5 to 9 years",9,,7280,3730,3550
2016,"3512","2","Hastings",4.4,"00000"," ","3512","10 to 14 years",15,,7070,3580,3485
2016,"3512","2","Hastings",4.4,"00000"," ","3512","15 to 64 years",21,,86305,42805,43500
2016,"3512","2","Hastings",4.4,"00000"," ","3512","15 to 19 years",22,,7560,3890,3675
2016,"3512","2","Hastings",4.4,"00000"," ","3512","20 to 24 years",28,,7595,3930,3670
2016,"3512","2","Hastings",4.4,"00000"," ","3512","25 to 29 years",34,,7405,3785,3620
2016,"3512","2","Hastings",4.4,"00000"," ","3512","30 to 34 years",40,,7490,3775,3715
2016,"3512","2","Hastings",4.4,"00000"," ","3512","35 to 39 years",46,,7430,3615,3815
2016,"3512","2","Hastings",4.4,"00000"," ","3512","40 to 44 years",52,,7440,3635,3800
2016,"3512","2","Hastings",4.4,"00000"," ","3512","45 to 49 years",58,,8360,4085,4275
2016,"3512","2","Hastings",4.4,"00000"," ","3512","50 to 54 years",64,,11230,5540,5690
2016,"3512","2","Hastings",4.4,"00000"," ","3512","55 to 59 years",70,,11505,5595,5910
2016,"3512","2","Hastings",4.4,"00000"," ","3512","60 to 64 years",76,,10285,4950,5335
2016,"3512","2","Hastings",4.4,"00000"," ","3512","65 years and over",82,,29030,13375,15655
2016,"3512","2","Hastings",4.4,"00000"," ","3512","65 to 69 years",83,,9585,4635,4950
2016,"3512","2","Hastings",4.4,"00000"," ","3512","70 to 74 years",89,,6955,3395,3565
2016,"3512","2","Hastings",4.4,"00000"," ","3512","75 to 79 years",95,,5115,2400,2715
2016,"3512","2","Hastings",4.4,"00000"," ","3512","80 to 84 years",101,,3715,1660,2055
2016,"3512","2","Hastings",4.4,"00000"," ","3512","85 years and over",107,,3660,1285,2370
2016,"3512","2","Hastings",4.4,"00000"," ","3512","85 to 89 years",108,,2270,900,1370
2016,"3512","2","Hastings",4.4,"00000"," ","3512","90 to 94 years",114,,1075,325,755
2016,"3512","2","Hastings",4.4,"00000"," ","3512","95 to 99 years",120,,280,65,220
2016,"3512","2","Hastings",4.4,"00000"," ","3512","100 years and over",126,,30,10,25
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","0 to 14 years",2,,2860,1435,1430
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","0 to 4 years",3,,885,465,425
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","5 to 9 years",9,,990,480,510
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","10 to 14 years",15,,975,490,490
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","15 to 64 years",21,,14495,7040,7460
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","15 to 19 years",22,,1110,555,555
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","20 to 24 years",28,,1055,535,520
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","25 to 29 years",34,,985,505,480
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","30 to 34 years",40,,1005,510,495
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","35 to 39 years",46,,1000,495,505
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","40 to 44 years",52,,1170,575,600
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","45 to 49 years",58,,1355,685,665
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","50 to 54 years",64,,2030,975,1055
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","55 to 59 years",70,,2325,1080,1245
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","60 to 64 years",76,,2465,1125,1345
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","65 years and over",82,,7380,3565,3810
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","65 to 69 years",83,,2490,1270,1220
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","70 to 74 years",89,,1910,925,985
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","75 to 79 years",95,,1230,625,605
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","80 to 84 years",101,,865,400,465
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","85 years and over",107,,885,350,540
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","85 to 89 years",108,,565,245,310
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","90 to 94 years",114,,245,75,170
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","95 to 99 years",120,,75,25,50
2016,"3513","2","Prince Edward",5.0,"00000"," ","3513","100 years and over",126,,5,0,5
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","0 to 14 years",2,,11340,5795,5550
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","0 to 4 years",3,,3335,1730,1610
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","5 to 9 years",9,,3770,1910,1860
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","10 to 14 years",15,,4230,2155,2080
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","15 to 64 years",21,,51995,25785,26210
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","15 to 19 years",22,,4500,2340,2155
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","20 to 24 years",28,,4180,2180,2005
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","25 to 29 years",34,,3670,1910,1760
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","30 to 34 years",40,,3830,1940,1895
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","35 to 39 years",46,,4000,2010,1990
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","40 to 44 years",52,,4420,2155,2260
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","45 to 49 years",58,,5060,2475,2585
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","50 to 54 years",64,,7180,3400,3775
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","55 to 59 years",70,,7630,3720,3915
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","60 to 64 years",76,,7515,3650,3860
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","65 years and over",82,,22260,10405,11860
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","65 to 69 years",83,,7490,3530,3960
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","70 to 74 years",89,,5385,2685,2700
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","75 to 79 years",95,,3880,1865,2020
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","80 to 84 years",101,,2805,1355,1450
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","85 years and over",107,,2700,970,1730
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","85 to 89 years",108,,1710,700,1005
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","90 to 94 years",114,,785,220,565
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","95 to 99 years",120,,185,45,140
2016,"3514","2","Northumberland",5.0,"00000"," ","3514","100 years and over",126,,20,5,15
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","0 to 14 years",2,,19895,10150,9745
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","0 to 4 years",3,,6655,3450,3205
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","5 to 9 years",9,,6790,3375,3415
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","10 to 14 years",15,,6445,3325,3130
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","15 to 64 years",21,,86795,42290,44510
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","15 to 19 years",22,,7365,3700,3665
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","20 to 24 years",28,,8970,4420,4550
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","25 to 29 years",34,,8090,4025,4065
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","30 to 34 years",40,,7645,3805,3835
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","35 to 39 years",46,,7105,3465,3640
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","40 to 44 years",52,,7110,3555,3550
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","45 to 49 years",58,,7925,3745,4180
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","50 to 54 years",64,,10260,4950,5310
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","55 to 59 years",70,,11315,5320,5995
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","60 to 64 years",76,,11020,5305,5715
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","65 years and over",82,,31550,14335,17210
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","65 to 69 years",83,,10150,4900,5250
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","70 to 74 years",89,,7420,3545,3875
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","75 to 79 years",95,,5290,2470,2825
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","80 to 84 years",101,,4120,1820,2300
2016,"3515","2","Peterborough",4.6,"00000"," ","3515","85 years and over",107,,4565,1610,2955
