"CENSUS_YEAR","GEO_CODE (POR)","GEO_LEVEL","GEO_NAME","GNR","DATA_QUALITY_FLAG","CSD_TYPE_NAME","ALT_GEO_CODE","DIM: Age (in single years) and average age (127)","Member ID: Age (in single years) and average age (127)","Notes: Age (in single years) and average age (127)","Dim: Sex (3): Member ID: [1]: Total - Sex","Dim: Sex (3): Member ID: [2]: Male","Dim: Sex (3): Member ID: [3]: Female"
2016,"3512058","3","Faraday, TP",4.9,"00000","TP","3512058","100 years and over",126,,0,0,0
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","0 to 14 years",2,,500,255,245
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","0 to 4 years",3,,160,95,65
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","5 to 9 years",9,,185,85,95
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","10 to 14 years",15,,155,75,80
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","15 to 64 years",21,,2190,1030,1160
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","15 to 19 years",22,,215,100,115
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","20 to 24 years",28,,170,75,95
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","25 to 29 years",34,,180,90,90
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","30 to 34 years",40,,160,80,80
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","35 to 39 years",46,,140,65,80
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","40 to 44 years",52,,185,85,105
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","45 to 49 years",58,,185,90,95
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","50 to 54 years",64,,300,145,150
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","55 to 59 years",70,,330,150,180
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","60 to 64 years",76,,315,150,170
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","65 years and over",82,,1195,525,670
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","65 to 69 years",83,,375,195,175
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","70 to 74 years",89,,245,115,130
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","75 to 79 years",95,,190,75,110
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","80 to 84 years",101,,160,50,105
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","85 years and over",107,,235,80,145
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","85 to 89 years",108,,130,50,75
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","90 to 94 years",114,,65,25,45
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","95 to 99 years",120,,35,5,25
2016,"3512061","3","Bancroft, T",6.2,"00000","T","3512061","100 years and over",126,,5,0,5
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","0 to 14 years",2,,110,50,55
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","0 to 4 years",3,,35,15,20
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","5 to 9 years",9,,40,25,20
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","10 to 14 years",15,,35,10,20
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","15 to 64 years",21,,525,260,265
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","15 to 19 years",22,,35,20,20
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","20 to 24 years",28,,30,15,15
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","25 to 29 years",34,,35,20,15
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","30 to 34 years",40,,45,15,20
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","35 to 39 years",46,,45,25,15
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","40 to 44 years",52,,35,10,20
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","45 to 49 years",58,,45,25,20
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","50 to 54 years",64,,70,35,40
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","55 to 59 years",70,,110,50,55
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","60 to 64 years",76,,75,35,40
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","65 years and over",82,,235,120,105
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","65 to 69 years",83,,95,50,45
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","70 to 74 years",89,,65,40,25
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","75 to 79 years",95,,35,10,25
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","80 to 84 years",101,,25,10,10
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","85 years and over",107,,15,5,5
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","85 to 89 years",108,,15,5,5
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","90 to 94 years",114,,0,0,0
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","95 to 99 years",120,,0,0,0
2016,"3512065","3","Carlow/Mayo, TP",4.0,"00000","TP","3512065","100 years and over",126,,0,0,0
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","0 to 14 years",2,,525,270,255
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","0 to 4 years",3,,150,75,75
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","5 to 9 years",9,,190,95,95
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","10 to 14 years",15,,190,100,85
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","15 to 64 years",21,,2380,1190,1185
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","15 to 19 years",22,,160,85,80
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","20 to 24 years",28,,125,70,55
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","25 to 29 years",34,,150,70,80
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","30 to 34 years",40,,145,70,70
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","35 to 39 years",46,,170,80,90
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","40 to 44 years",52,,185,105,85
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","45 to 49 years",58,,240,125,120
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","50 to 54 years",64,,350,175,170
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","55 to 59 years",70,,395,195,205
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","60 to 64 years",76,,465,220,245
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","65 years and over",82,,1175,630,545
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","65 to 69 years",83,,440,235,205
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","70 to 74 years",89,,345,185,155
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","75 to 79 years",95,,195,100,95
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","80 to 84 years",101,,130,70,60
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","85 years and over",107,,65,35,35
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","85 to 89 years",108,,50,30,20
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","90 to 94 years",114,,20,10,10
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","95 to 99 years",120,,0,0,0
2016,"3512076","3","Hastings Highlands, MU",5.9,"00000","MU","3512076","100 years and over",126,,0,0,0
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","0 to 14 years",2,,2860,1430,1430
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","0 to 4 years",3,,890,460,425
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","5 to 9 years",9,,995,485,510
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","10 to 14 years",15,,975,490,490
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","15 to 64 years",21,,14500,7040,7465
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","15 to 19 years",22,,1110,555,555
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","20 to 24 years",28,,1055,535,520
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","25 to 29 years",34,,985,505,480
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","30 to 34 years",40,,1010,510,495
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","35 to 39 years",46,,1000,495,505
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","40 to 44 years",52,,1170,575,600
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","45 to 49 years",58,,1350,685,665
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","50 to 54 years",64,,2025,975,1055
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","55 to 59 years",70,,2325,1080,1245
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","60 to 64 years",76,,2465,1120,1345
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","65 years and over",82,,7375,3565,3810
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","65 to 69 years",83,,2495,1270,1220
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","70 to 74 years",89,,1905,920,980
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","75 to 79 years",95,,1230,630,605
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","80 to 84 years",101,,860,395,465
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","85 years and over",107,,885,350,540
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","85 to 89 years",108,,560,245,315
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","90 to 94 years",114,,240,75,165
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","95 to 99 years",120,,75,25,50
2016,"3513020","3","Prince Edward County, CY",5.0,"00000","CY","3513020","100 years and over",126,,5,0,5
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","0 to 14 years",2,,1480,755,725
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","0 to 4 years",3,,465,235,225
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","5 to 9 years",9,,460,230,230
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","10 to 14 years",15,,560,290,265
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","15 to 64 years",21,,6910,3625,3290
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","15 to 19 years",22,,580,285,295
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","20 to 24 years",28,,505,280,220
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","25 to 29 years",34,,470,295,175
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","30 to 34 years",40,,560,325,235
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","35 to 39 years",46,,585,320,270
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","40 to 44 years",52,,595,305,295
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","45 to 49 years",58,,685,360,325
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","50 to 54 years",64,,920,465,455
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","55 to 59 years",70,,1055,530,525
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","60 to 64 years",76,,965,465,500
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","65 years and over",82,,3455,1675,1780
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","65 to 69 years",83,,1185,560,625
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","70 to 74 years",89,,835,415,420
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","75 to 79 years",95,,650,330,320
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","80 to 84 years",101,,450,230,220
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","85 years and over",107,,330,145,185
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","85 to 89 years",108,,230,110,120
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","90 to 94 years",114,,85,30,55
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","95 to 99 years",120,,15,5,10
2016,"3514004","3","Brighton, MU",7.4,"00000","MU","3514004","100 years and over",126,,0,0,0
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","0 to 14 years",2,,920,475,445
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","0 to 4 years",3,,290,130,155
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","5 to 9 years",9,,305,175,130
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","10 to 14 years",15,,330,170,160
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","15 to 64 years",21,,4190,2105,2085
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","15 to 19 years",22,,360,195,170
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","20 to 24 years",28,,340,165,175
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","25 to 29 years",34,,315,175,140
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","30 to 34 years",40,,315,155,155
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","35 to 39 years",46,,305,160,150
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","40 to 44 years",52,,345,165,180
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","45 to 49 years",58,,400,195,205
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","50 to 54 years",64,,595,280,315
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","55 to 59 years",70,,600,315,285
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","60 to 64 years",76,,610,305,305
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","65 years and over",82,,1245,635,610
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","65 to 69 years",83,,500,240,260
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","70 to 74 years",89,,305,160,140
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","75 to 79 years",95,,230,125,110
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","80 to 84 years",101,,130,80,45
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","85 years and over",107,,80,35,45
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","85 to 89 years",108,,50,25,30
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","90 to 94 years",114,,20,10,10
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","95 to 99 years",120,,5,0,0
2016,"3514014","3","Cramahe, TP",3.7,"00000","TP","3514014","100 years and over",126,,0,0,0
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","0 to 14 years",2,,1500,775,725
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","0 to 4 years",3,,415,210,205
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","5 to 9 years",9,,465,245,220
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","10 to 14 years",15,,610,320,295
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","15 to 64 years",21,,7280,3645,3635
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","15 to 19 years",22,,700,355,345
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","20 to 24 years",28,,650,350,300
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","25 to 29 years",34,,480,230,250
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","30 to 34 years",40,,430,215,215
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","35 to 39 years",46,,490,240,255
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","40 to 44 years",52,,625,320,305
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","45 to 49 years",58,,765,365,400
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","50 to 54 years",64,,1085,505,580
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","55 to 59 years",70,,1100,580,525
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","60 to 64 years",76,,955,490,470
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","65 years and over",82,,2165,1110,1060
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","65 to 69 years",83,,840,420,420
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","70 to 74 years",89,,595,315,280
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","75 to 79 years",95,,375,190,180
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","80 to 84 years",101,,215,115,95
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","85 years and over",107,,150,65,80
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","85 to 89 years",108,,100,50,50
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","90 to 94 years",114,,35,5,30
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","95 to 99 years",120,,10,5,5
2016,"3514019","3","Hamilton, TP",3.7,"00000","TP","3514019","100 years and over",126,,0,0,0
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","0 to 14 years",2,,2180,1095,1085
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","0 to 4 years",3,,620,315,305
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","5 to 9 years",9,,755,385,365
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","10 to 14 years",15,,810,395,415
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","15 to 64 years",21,,10350,5070,5275
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","15 to 19 years",22,,865,470,395
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","20 to 24 years",28,,895,480,420
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","25 to 29 years",34,,795,395,410
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","30 to 34 years",40,,790,400,390
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","35 to 39 years",46,,845,415,430
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","40 to 44 years",52,,865,415,450
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","45 to 49 years",58,,1000,505,495
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","50 to 54 years",64,,1430,675,755
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","55 to 59 years",70,,1420,630,790
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","60 to 64 years",76,,1440,690,745
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","65 years and over",82,,4220,1925,2290
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","65 to 69 years",83,,1465,685,780
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","70 to 74 years",89,,1025,530,495
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","75 to 79 years",95,,680,315,360
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","80 to 84 years",101,,485,215,270
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","85 years and over",107,,570,185,385
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","85 to 89 years",108,,320,115,200
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","90 to 94 years",114,,200,60,140
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","95 to 99 years",120,,50,10,40
2016,"3514020","3","Port Hope, MU",4.7,"00000","MU","3514020","100 years and over",126,,10,5,5
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","0 to 14 years",2,,2440,1245,1195
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","0 to 4 years",3,,735,395,345
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","5 to 9 years",9,,830,415,415
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","10 to 14 years",15,,875,440,440
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","15 to 64 years",21,,10900,5180,5720
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","15 to 19 years",22,,975,530,445
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","20 to 24 years",28,,875,425,455
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","25 to 29 years",34,,805,385,415
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","30 to 34 years",40,,925,445,475
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","35 to 39 years",46,,840,405,435
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","40 to 44 years",52,,920,420,500
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","45 to 49 years",58,,990,470,525
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","50 to 54 years",64,,1405,640,760
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","55 to 59 years",70,,1580,730,850
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","60 to 64 years",76,,1590,725,860
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","65 years and over",82,,6100,2570,3530
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","65 to 69 years",83,,1725,770,955
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","70 to 74 years",89,,1335,575,755
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","75 to 79 years",95,,1105,470,640
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","80 to 84 years",101,,905,415,490
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","85 years and over",107,,1030,345,685
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","85 to 89 years",108,,670,255,415
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","90 to 94 years",114,,280,75,210
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","95 to 99 years",120,,75,20,60
2016,"3514021","3","Cobourg, T",4.5,"00000","T","3514021","100 years and over",126,,5,0,5
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","0 to 14 years",2,,1025,540,480
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","0 to 4 years",3,,250,140,105
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","5 to 9 years",9,,355,175,180
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","10 to 14 years",15,,420,220,200
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","15 to 64 years",21,,4455,2245,2210
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","15 to 19 years",22,,400,185,215
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","20 to 24 years",28,,355,190,170
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","25 to 29 years",34,,290,170,120
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","30 to 34 years",40,,240,115,125
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","35 to 39 years",46,,360,180,185
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","40 to 44 years",52,,420,200,215
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","45 to 49 years",58,,485,240,245
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","50 to 54 years",64,,665,330,340
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","55 to 59 years",70,,625,325,300
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","60 to 64 years",76,,605,310,300
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","65 years and over",82,,1390,715,680
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","65 to 69 years",83,,510,250,260
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","70 to 74 years",89,,385,220,165
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","75 to 79 years",95,,245,125,115
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","80 to 84 years",101,,155,75,75
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","85 years and over",107,,100,45,50
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","85 to 89 years",108,,65,35,30
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","90 to 94 years",114,,25,10,15
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","95 to 99 years",120,,5,5,5
2016,"3514024","3","Alnwick/Haldimand, TP",4.5,"00000","TP","3514024","100 years and over",126,,0,0,0
2016,"3514027","3","Alderville First Nation, IRI",14.0,"01200","IRI","3514027","0 to 14 years",2,,85,55,30
2016,"3514027","3","Alderville First Nation, IRI",14.0,"01200","IRI","3514027","0 to 4 years",3,,20,15,5
2016,"3514027","3","Alderville First Nation, IRI",14.0,"01200","IRI","3514027","5 to 9 years",9,,30,20,10
2016,"3514027","3","Alderville First Nation, IRI",14.0,"01200","IRI","3514027","10 to 14 years",15,,30,20,10
2016,"3514027","3","Alderville First Nation, IRI",14.0,"01200","IRI","3514027","15 to 64 years",21,,330,160,165
2016,"3514027","3","Alderville First Nation, IRI",14.0,"01200","IRI","3514027","15 to 19 years",22,,15,5,10
2016,"3514027","3","Alderville First Nation, IRI",14.0,"01200","IRI","3514027","20 to 24 years",28,,25,20,5
2016,"3514027","3","Alderville First Nation, IRI",14.0,"01200","IRI","3514027","25 to 29 years",34,,20,15,5
2016,"3514027","3","Alderville First Nation, IRI",14.0,"01200","IRI","3514027","30 to 34 years",40,,30,15,15
2016,"3514027","3","Alderville First Nation, IRI",14.0,"01200","IRI","3514027","35 to 39 years",46,,25,15,15
2016,"3514027","3","Alderville First Nation, IRI",14.0,"01200","IRI","3514027","40 to 44 years",52,,40,20,20
2016,"3514027","3","Alderville First Nation, IRI",14.0,"01200","IRI","3514027","45 to 49 years",58,,30,10,20
