AF,rural,work,0 to 4,0 to 4,0
AF,rural,work,5 to 9,0 to 4,0
AF,rural,work,10 to 14,0 to 4,0
AF,rural,work,15 to 19,0 to 4,0
AF,rural,work,20 to 24,0 to 4,0
AF,rural,work,25 to 29,0 to 4,0
AF,rural,work,30 to 34,0 to 4,0
AF,rural,work,35 to 39,0 to 4,0
AF,rural,work,40 to 44,0 to 4,0
AF,rural,work,45 to 49,0 to 4,0
AF,rural,work,50 to 54,0 to 4,0
AF,rural,work,55 to 59,0 to 4,0
AF,rural,work,60 to 64,0 to 4,0
AF,rural,work,65 to 69,0 to 4,0
AF,rural,work,70 to 74,0 to 4,0
AF,rural,work,75+,0 to 4,0
AF,rural,work,0 to 4,5 to 9,0
AF,rural,work,5 to 9,5 to 9,0
AF,rural,work,10 to 14,5 to 9,0
AF,rural,work,15 to 19,5 to 9,0
AF,rural,work,20 to 24,5 to 9,0
AF,rural,work,25 to 29,5 to 9,0
AF,rural,work,30 to 34,5 to 9,0
AF,rural,work,35 to 39,5 to 9,0
AF,rural,work,40 to 44,5 to 9,0
AF,rural,work,45 to 49,5 to 9,0
AF,rural,work,50 to 54,5 to 9,0
AF,rural,work,55 to 59,5 to 9,0
AF,rural,work,60 to 64,5 to 9,0
AF,rural,work,65 to 69,5 to 9,0
AF,rural,work,70 to 74,5 to 9,0
AF,rural,work,75+,5 to 9,0
AF,rural,work,0 to 4,10 to 14,0
AF,rural,work,5 to 9,10 to 14,0
AF,rural,work,10 to 14,10 to 14,0
AF,rural,work,15 to 19,10 to 14,0
AF,rural,work,20 to 24,10 to 14,0
AF,rural,work,25 to 29,10 to 14,0
AF,rural,work,30 to 34,10 to 14,0
AF,rural,work,35 to 39,10 to 14,0
AF,rural,work,40 to 44,10 to 14,0
AF,rural,work,45 to 49,10 to 14,0
AF,rural,work,50 to 54,10 to 14,0
AF,rural,work,55 to 59,10 to 14,0
AF,rural,work,60 to 64,10 to 14,0
AF,rural,work,65 to 69,10 to 14,0
AF,rural,work,70 to 74,10 to 14,0
AF,rural,work,75+,10 to 14,0
AF,rural,work,0 to 4,15 to 19,0
AF,rural,work,5 to 9,15 to 19,0
AF,rural,work,10 to 14,15 to 19,0
AF,rural,work,15 to 19,15 to 19,0.15338
AF,rural,work,20 to 24,15 to 19,0.11745
AF,rural,work,25 to 29,15 to 19,0.11234
AF,rural,work,30 to 34,15 to 19,0.06508
AF,rural,work,35 to 39,15 to 19,0.13175
AF,rural,work,40 to 44,15 to 19,0.08021
AF,rural,work,45 to 49,15 to 19,0.1016
AF,rural,work,50 to 54,15 to 19,0.07414
AF,rural,work,55 to 59,15 to 19,0.05928
AF,rural,work,60 to 64,15 to 19,0.01452
AF,rural,work,65 to 69,15 to 19,0.01261
AF,rural,work,70 to 74,15 to 19,9.00E-04
AF,rural,work,75+,15 to 19,0
AF,rural,work,0 to 4,20 to 24,0
AF,rural,work,5 to 9,20 to 24,0
AF,rural,work,10 to 14,20 to 24,0
AF,rural,work,15 to 19,20 to 24,0.17425
AF,rural,work,20 to 24,20 to 24,0.3223
AF,rural,work,25 to 29,20 to 24,0.33379
AF,rural,work,30 to 34,20 to 24,0.24794
AF,rural,work,35 to 39,20 to 24,0.20875
AF,rural,work,40 to 44,20 to 24,0.23951
AF,rural,work,45 to 49,20 to 24,0.16542
AF,rural,work,50 to 54,20 to 24,0.13433
AF,rural,work,55 to 59,20 to 24,0.1077
AF,rural,work,60 to 64,20 to 24,0.0773
AF,rural,work,65 to 69,20 to 24,0.02626
AF,rural,work,70 to 74,20 to 24,0.00087
AF,rural,work,75+,20 to 24,0.00242
AF,rural,work,0 to 4,25 to 29,0
AF,rural,work,5 to 9,25 to 29,0
AF,rural,work,10 to 14,25 to 29,0
AF,rural,work,15 to 19,25 to 29,0.10906
AF,rural,work,20 to 24,25 to 29,0.33614
AF,rural,work,25 to 29,25 to 29,0.61169
AF,rural,work,30 to 34,25 to 29,0.44487
AF,rural,work,35 to 39,25 to 29,0.4241
AF,rural,work,40 to 44,25 to 29,0.40886
AF,rural,work,45 to 49,25 to 29,0.31146
AF,rural,work,50 to 54,25 to 29,0.30615
AF,rural,work,55 to 59,25 to 29,0.21558
AF,rural,work,60 to 64,25 to 29,0.14994
AF,rural,work,65 to 69,25 to 29,0.07328
AF,rural,work,70 to 74,25 to 29,0.00123
AF,rural,work,75+,25 to 29,0.00272
AF,rural,work,0 to 4,30 to 34,0
AF,rural,work,5 to 9,30 to 34,0
AF,rural,work,10 to 14,30 to 34,0
AF,rural,work,15 to 19,30 to 34,0.10899
AF,rural,work,20 to 24,30 to 34,0.30075
AF,rural,work,25 to 29,30 to 34,0.46923
AF,rural,work,30 to 34,30 to 34,0.6241
AF,rural,work,35 to 39,30 to 34,0.48683
AF,rural,work,40 to 44,30 to 34,0.51697
AF,rural,work,45 to 49,30 to 34,0.4281
AF,rural,work,50 to 54,30 to 34,0.38256
AF,rural,work,55 to 59,30 to 34,0.32132
AF,rural,work,60 to 64,30 to 34,0.17706
AF,rural,work,65 to 69,30 to 34,0.07245
AF,rural,work,70 to 74,30 to 34,0.00223
AF,rural,work,75+,30 to 34,0.00293
AF,rural,work,0 to 4,35 to 39,0
AF,rural,work,5 to 9,35 to 39,0
AF,rural,work,10 to 14,35 to 39,0
AF,rural,work,15 to 19,35 to 39,0.10283
AF,rural,work,20 to 24,35 to 39,0.33633
AF,rural,work,25 to 29,35 to 39,0.46498
AF,rural,work,30 to 34,35 to 39,0.55552
AF,rural,work,35 to 39,35 to 39,0.68279
AF,rural,work,40 to 44,35 to 39,0.56152
AF,rural,work,45 to 49,35 to 39,0.4777
AF,rural,work,50 to 54,35 to 39,0.40434
AF,rural,work,55 to 59,35 to 39,0.3075
AF,rural,work,60 to 64,35 to 39,0.21238
AF,rural,work,65 to 69,35 to 39,0.02965
AF,rural,work,70 to 74,35 to 39,0.00255
AF,rural,work,75+,35 to 39,0.00534
AF,rural,work,0 to 4,40 to 44,0
AF,rural,work,5 to 9,40 to 44,0
AF,rural,work,10 to 14,40 to 44,0
AF,rural,work,15 to 19,40 to 44,0.11166
AF,rural,work,20 to 24,40 to 44,0.24753
AF,rural,work,25 to 29,40 to 44,0.41872
AF,rural,work,30 to 34,40 to 44,0.48528
AF,rural,work,35 to 39,40 to 44,0.64749
AF,rural,work,40 to 44,40 to 44,0.67058
AF,rural,work,45 to 49,40 to 44,0.48174
AF,rural,work,50 to 54,40 to 44,0.5337
AF,rural,work,55 to 59,40 to 44,0.38319
AF,rural,work,60 to 64,40 to 44,0.22385
AF,rural,work,65 to 69,40 to 44,0.06507
AF,rural,work,70 to 74,40 to 44,0.00219
AF,rural,work,75+,40 to 44,0.0017
AF,rural,work,0 to 4,45 to 49,0
AF,rural,work,5 to 9,45 to 49,0
AF,rural,work,10 to 14,45 to 49,0
AF,rural,work,15 to 19,45 to 49,0.08921
AF,rural,work,20 to 24,45 to 49,0.2009
AF,rural,work,25 to 29,45 to 49,0.2975
AF,rural,work,30 to 34,45 to 49,0.4015
AF,rural,work,35 to 39,45 to 49,0.45407
AF,rural,work,40 to 44,45 to 49,0.54602
AF,rural,work,45 to 49,45 to 49,0.47645
AF,rural,work,50 to 54,45 to 49,0.52168
AF,rural,work,55 to 59,45 to 49,0.30632
AF,rural,work,60 to 64,45 to 49,0.2215
AF,rural,work,65 to 69,45 to 49,0.05686
AF,rural,work,70 to 74,45 to 49,0.00184
AF,rural,work,75+,45 to 49,0.00061
AF,rural,work,0 to 4,50 to 54,0
AF,rural,work,5 to 9,50 to 54,0
AF,rural,work,10 to 14,50 to 54,0
AF,rural,work,15 to 19,50 to 54,0.05209
AF,rural,work,20 to 24,50 to 54,0.15251
AF,rural,work,25 to 29,50 to 54,0.24313
AF,rural,work,30 to 34,50 to 54,0.24078
AF,rural,work,35 to 39,50 to 54,0.32871
AF,rural,work,40 to 44,50 to 54,0.39018
AF,rural,work,45 to 49,50 to 54,0.30513
AF,rural,work,50 to 54,50 to 54,0.39404
AF,rural,work,55 to 59,50 to 54,0.28236
AF,rural,work,60 to 64,50 to 54,0.16826
AF,rural,work,65 to 69,50 to 54,0.06474
AF,rural,work,70 to 74,50 to 54,0.00112
AF,rural,work,75+,50 to 54,0.00056
AF,rural,work,0 to 4,55 to 59,0
AF,rural,work,5 to 9,55 to 59,0
AF,rural,work,10 to 14,55 to 59,0
AF,rural,work,15 to 19,55 to 59,0.02855
