AF,rural,school,0 to 4,0 to 4,0.33093
AF,rural,school,5 to 9,0 to 4,0.17359
AF,rural,school,10 to 14,0 to 4,0.00146
AF,rural,school,15 to 19,0 to 4,0.0049
AF,rural,school,20 to 24,0 to 4,0.00341
AF,rural,school,25 to 29,0 to 4,0.00171
AF,rural,school,30 to 34,0 to 4,0.0049
AF,rural,school,35 to 39,0 to 4,0.0084
AF,rural,school,40 to 44,0 to 4,0.00347
AF,rural,school,45 to 49,0 to 4,0.02864
AF,rural,school,50 to 54,0 to 4,0.00954
AF,rural,school,55 to 59,0 to 4,0.03189
AF,rural,school,60 to 64,0 to 4,0.01546
AF,rural,school,65 to 69,0 to 4,0.00052
AF,rural,school,70 to 74,0 to 4,0
AF,rural,school,75+,0 to 4,0
AF,rural,school,0 to 4,5 to 9,0.13873
AF,rural,school,5 to 9,5 to 9,4.20931
AF,rural,school,10 to 14,5 to 9,0.9211
AF,rural,school,15 to 19,5 to 9,0.02127
AF,rural,school,20 to 24,5 to 9,0.0053
AF,rural,school,25 to 29,5 to 9,0.00713
AF,rural,school,30 to 34,5 to 9,0.04981
AF,rural,school,35 to 39,5 to 9,0.0303
AF,rural,school,40 to 44,5 to 9,0.02579
AF,rural,school,45 to 49,5 to 9,0.05664
AF,rural,school,50 to 54,5 to 9,0.14064
AF,rural,school,55 to 59,5 to 9,0.14364
AF,rural,school,60 to 64,5 to 9,0.02936
AF,rural,school,65 to 69,5 to 9,0.01215
AF,rural,school,70 to 74,5 to 9,0
AF,rural,school,75+,5 to 9,0.00422
AF,rural,school,0 to 4,10 to 14,0.02525
AF,rural,school,5 to 9,10 to 14,0.23725
AF,rural,school,10 to 14,10 to 14,5.41608
AF,rural,school,15 to 19,10 to 14,0.90655
AF,rural,school,20 to 24,10 to 14,0.00213
AF,rural,school,25 to 29,10 to 14,0.00227
AF,rural,school,30 to 34,10 to 14,0.03335
AF,rural,school,35 to 39,10 to 14,0.02247
AF,rural,school,40 to 44,10 to 14,0.02071
AF,rural,school,45 to 49,10 to 14,0.03712
AF,rural,school,50 to 54,10 to 14,0.1779
AF,rural,school,55 to 59,10 to 14,0.12571
AF,rural,school,60 to 64,10 to 14,0.01509
AF,rural,school,65 to 69,10 to 14,0.00472
AF,rural,school,70 to 74,10 to 14,0
AF,rural,school,75+,10 to 14,0
AF,rural,school,0 to 4,15 to 19,0.01527
AF,rural,school,5 to 9,15 to 19,0.01414
AF,rural,school,10 to 14,15 to 19,0.09046
AF,rural,school,15 to 19,15 to 19,1.69042
AF,rural,school,20 to 24,15 to 19,0.10855
AF,rural,school,25 to 29,15 to 19,0.00889
AF,rural,school,30 to 34,15 to 19,0.01367
AF,rural,school,35 to 39,15 to 19,0.00733
AF,rural,school,40 to 44,15 to 19,0.0506
AF,rural,school,45 to 49,15 to 19,0.08049
AF,rural,school,50 to 54,15 to 19,0.11151
AF,rural,school,55 to 59,15 to 19,0.08457
AF,rural,school,60 to 64,15 to 19,0.0438
AF,rural,school,65 to 69,15 to 19,0
AF,rural,school,70 to 74,15 to 19,0.00152
AF,rural,school,75+,15 to 19,0.00424
AF,rural,school,0 to 4,20 to 24,0.00254
AF,rural,school,5 to 9,20 to 24,0.00662
AF,rural,school,10 to 14,20 to 24,0.0043
AF,rural,school,15 to 19,20 to 24,0.01061
AF,rural,school,20 to 24,20 to 24,0.04475
AF,rural,school,25 to 29,20 to 24,0.02018
AF,rural,school,30 to 34,20 to 24,0.00435
AF,rural,school,35 to 39,20 to 24,0.00174
AF,rural,school,40 to 44,20 to 24,0.00096
AF,rural,school,45 to 49,20 to 24,0.00069
AF,rural,school,50 to 54,20 to 24,0.00084
AF,rural,school,55 to 59,20 to 24,0.00105
