AF,rural,all,0 to 4,0 to 4,2.84977
AF,rural,all,5 to 9,0 to 4,2.07672
AF,rural,all,10 to 14,0 to 4,1.02895
AF,rural,all,15 to 19,0 to 4,0.68822
AF,rural,all,20 to 24,0 to 4,1.00242
AF,rural,all,25 to 29,0 to 4,1.77797
AF,rural,all,30 to 34,0 to 4,1.41674
AF,rural,all,35 to 39,0 to 4,1.42065
AF,rural,all,40 to 44,0 to 4,0.84077
AF,rural,all,45 to 49,0 to 4,0.53921
AF,rural,all,50 to 54,0 to 4,1.11091
AF,rural,all,55 to 59,0 to 4,1.62337
AF,rural,all,60 to 64,0 to 4,1.43924
AF,rural,all,65 to 69,0 to 4,1.15675
AF,rural,all,70 to 74,0 to 4,0.37908
AF,rural,all,75+,0 to 4,0.71105
AF,rural,all,0 to 4,5 to 9,2.63502
AF,rural,all,5 to 9,5 to 9,8.15673
AF,rural,all,10 to 14,5 to 9,3.73231
AF,rural,all,15 to 19,5 to 9,1.35332
AF,rural,all,20 to 24,5 to 9,0.75686
AF,rural,all,25 to 29,5 to 9,0.90903
AF,rural,all,30 to 34,5 to 9,1.80609
AF,rural,all,35 to 39,5 to 9,2.23849
AF,rural,all,40 to 44,5 to 9,1.50183
AF,rural,all,45 to 49,5 to 9,0.96165
AF,rural,all,50 to 54,5 to 9,0.93471
AF,rural,all,55 to 59,5 to 9,1.43681
AF,rural,all,60 to 64,5 to 9,1.17466
AF,rural,all,65 to 69,5 to 9,1.43712
AF,rural,all,70 to 74,5 to 9,0.85613
AF,rural,all,75+,5 to 9,0.90417
AF,rural,all,0 to 4,10 to 14,1.40032
AF,rural,all,5 to 9,10 to 14,2.57806
AF,rural,all,10 to 14,10 to 14,10.9501
AF,rural,all,15 to 19,10 to 14,4.02647
AF,rural,all,20 to 24,10 to 14,0.78104
AF,rural,all,25 to 29,10 to 14,0.39092
AF,rural,all,30 to 34,10 to 14,1.03371
AF,rural,all,35 to 39,10 to 14,1.63401
AF,rural,all,40 to 44,10 to 14,1.39532
AF,rural,all,45 to 49,10 to 14,0.96213
AF,rural,all,50 to 54,10 to 14,1.08575
AF,rural,all,55 to 59,10 to 14,0.75649
AF,rural,all,60 to 64,10 to 14,0.57332
AF,rural,all,65 to 69,10 to 14,0.85895
AF,rural,all,70 to 74,10 to 14,0.51268
AF,rural,all,75+,10 to 14,0.92548
AF,rural,all,0 to 4,15 to 19,0.97794
AF,rural,all,5 to 9,15 to 19,1.12228
AF,rural,all,10 to 14,15 to 19,1.90957
AF,rural,all,15 to 19,15 to 19,9.0222
AF,rural,all,20 to 24,15 to 19,3.61544
AF,rural,all,25 to 29,15 to 19,1.09279
AF,rural,all,30 to 34,15 to 19,0.47052
AF,rural,all,35 to 39,15 to 19,1.06413
AF,rural,all,40 to 44,15 to 19,1.31572
AF,rural,all,45 to 49,15 to 19,1.44383
AF,rural,all,50 to 54,15 to 19,1.37197
AF,rural,all,55 to 59,15 to 19,1.09627
AF,rural,all,60 to 64,15 to 19,0.71401
AF,rural,all,65 to 69,15 to 19,0.622
AF,rural,all,70 to 74,15 to 19,0.56479
AF,rural,all,75+,15 to 19,1.00142
AF,rural,all,0 to 4,20 to 24,1.38756
AF,rural,all,5 to 9,20 to 24,0.59773
AF,rural,all,10 to 14,20 to 24,0.83592
AF,rural,all,15 to 19,20 to 24,2.34279
AF,rural,all,20 to 24,20 to 24,4.82399
AF,rural,all,25 to 29,20 to 24,2.40922
AF,rural,all,30 to 34,20 to 24,0.95917
AF,rural,all,35 to 39,20 to 24,0.60032
AF,rural,all,40 to 44,20 to 24,0.7796
AF,rural,all,45 to 49,20 to 24,0.95548
AF,rural,all,50 to 54,20 to 24,1.20596
AF,rural,all,55 to 59,20 to 24,0.90851
AF,rural,all,60 to 64,20 to 24,0.55356
AF,rural,all,65 to 69,20 to 24,0.52754
AF,rural,all,70 to 74,20 to 24,0.15387
AF,rural,all,75+,20 to 24,0.30972
AF,rural,all,0 to 4,25 to 29,1.84907
AF,rural,all,5 to 9,25 to 29,1.33236
AF,rural,all,10 to 14,25 to 29,0.70882
AF,rural,all,15 to 19,25 to 29,1.15249
AF,rural,all,20 to 24,25 to 29,2.55556
AF,rural,all,25 to 29,25 to 29,2.95685
AF,rural,all,30 to 34,25 to 29,1.67597
AF,rural,all,35 to 39,25 to 29,1.00322
AF,rural,all,40 to 44,25 to 29,0.76998
AF,rural,all,45 to 49,25 to 29,0.73255
AF,rural,all,50 to 54,25 to 29,1.16311
AF,rural,all,55 to 59,25 to 29,1.21401
AF,rural,all,60 to 64,25 to 29,0.71893
AF,rural,all,65 to 69,25 to 29,0.59219
AF,rural,all,70 to 74,25 to 29,0.29488
AF,rural,all,75+,25 to 29,0.25257
AF,rural,all,0 to 4,30 to 34,1.705
AF,rural,all,5 to 9,30 to 34,1.39014
AF,rural,all,10 to 14,30 to 34,0.86488
AF,rural,all,15 to 19,30 to 34,0.73303
AF,rural,all,20 to 24,30 to 34,1.43139
AF,rural,all,25 to 29,30 to 34,1.84413
AF,rural,all,30 to 34,30 to 34,1.78445
AF,rural,all,35 to 39,30 to 34,1.32126
AF,rural,all,40 to 44,30 to 34,1.00758
AF,rural,all,45 to 49,30 to 34,0.69319
AF,rural,all,50 to 54,30 to 34,0.80798
AF,rural,all,55 to 59,30 to 34,0.97477
AF,rural,all,60 to 64,30 to 34,0.70623
AF,rural,all,65 to 69,30 to 34,0.72143
AF,rural,all,70 to 74,30 to 34,0.18922
AF,rural,all,75+,30 to 34,0.25064
AF,rural,all,0 to 4,35 to 39,1.50039
AF,rural,all,5 to 9,35 to 39,1.4592
AF,rural,all,10 to 14,35 to 39,1.16507
AF,rural,all,15 to 19,35 to 39,1.10352
AF,rural,all,20 to 24,35 to 39,1.10733
AF,rural,all,25 to 29,35 to 39,1.30281
AF,rural,all,30 to 34,35 to 39,1.54771
AF,rural,all,35 to 39,35 to 39,1.66064
AF,rural,all,40 to 44,35 to 39,1.22653
AF,rural,all,45 to 49,35 to 39,0.82779
AF,rural,all,50 to 54,35 to 39,0.67954
AF,rural,all,55 to 59,35 to 39,0.68836
AF,rural,all,60 to 64,35 to 39,0.73724
AF,rural,all,65 to 69,35 to 39,0.7441
AF,rural,all,70 to 74,35 to 39,0.37701
AF,rural,all,75+,35 to 39,0.50799
AF,rural,all,0 to 4,40 to 44,0.99272
AF,rural,all,5 to 9,40 to 44,1.17405
AF,rural,all,10 to 14,40 to 44,1.18773
AF,rural,all,15 to 19,40 to 44,1.14439
AF,rural,all,20 to 24,40 to 44,0.99039
AF,rural,all,25 to 29,40 to 44,0.99917
AF,rural,all,30 to 34,40 to 44,1.03716
AF,rural,all,35 to 39,40 to 44,1.35637
AF,rural,all,40 to 44,40 to 44,1.28475
AF,rural,all,45 to 49,40 to 44,0.87578
AF,rural,all,50 to 54,40 to 44,0.82955
AF,rural,all,55 to 59,40 to 44,0.60619
AF,rural,all,60 to 64,40 to 44,0.48134
AF,rural,all,65 to 69,40 to 44,0.4394
AF,rural,all,70 to 74,40 to 44,0.27099
AF,rural,all,75+,40 to 44,0.38379
AF,rural,all,0 to 4,45 to 49,0.74574
AF,rural,all,5 to 9,45 to 49,0.65115
AF,rural,all,10 to 14,45 to 49,0.8139
AF,rural,all,15 to 19,45 to 49,1.07778
AF,rural,all,20 to 24,45 to 49,1.19807
AF,rural,all,25 to 29,45 to 49,0.95407
AF,rural,all,30 to 34,45 to 49,0.82189
AF,rural,all,35 to 39,45 to 49,0.86256
AF,rural,all,40 to 44,45 to 49,1.02203
AF,rural,all,45 to 49,45 to 49,0.88748
AF,rural,all,50 to 54,45 to 49,0.93529
AF,rural,all,55 to 59,45 to 49,0.5874
AF,rural,all,60 to 64,45 to 49,0.39149
AF,rural,all,65 to 69,45 to 49,0.26041
AF,rural,all,70 to 74,45 to 49,0.24054
AF,rural,all,75+,45 to 49,0.30492
AF,rural,all,0 to 4,50 to 54,0.89508
AF,rural,all,5 to 9,50 to 54,0.49734
AF,rural,all,10 to 14,50 to 54,0.51873
AF,rural,all,15 to 19,50 to 54,0.58521
AF,rural,all,20 to 24,50 to 54,0.78849
AF,rural,all,25 to 29,50 to 54,0.90448
AF,rural,all,30 to 34,50 to 54,0.72456
AF,rural,all,35 to 39,50 to 54,0.62975
AF,rural,all,40 to 44,50 to 54,0.6576
AF,rural,all,45 to 49,50 to 54,0.64073
