Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.90057,0.38424,0.11029,0.06608,0.1051,0.21758,0.21353,0.18471,0.12475,0.03696,0.05072,0.0658,0.04613,0.03382,0.00811,0.01106
5 to 9,0.39467,1.46519,0.59358,0.21057,0.13552,0.1145,0.15365,0.22042,0.16389,0.06151,0.09638,0.05928,0.05108,0.04528,0.01741,0.01139
10 to 14,0.20688,0.55006,2.1508,1.00368,0.20698,0.1056,0.23907,0.17008,0.26302,0.08208,0.11207,0.06532,0.04503,0.02947,0.0257,0.01723
15 to 19,0.16123,0.16097,0.35467,3.17552,1.40613,0.43551,0.20105,0.13281,0.17819,0.16511,0.17571,0.08176,0.07545,0.03272,0.05058,0.01004
20 to 24,0.28116,0.14064,0.24199,0.79306,2.34578,1.25513,0.54914,0.32637,0.32996,0.23413,0.33104,0.21123,0.16405,0.09855,0.04838,0.02267
25 to 29,0.45675,0.29689,0.21769,0.39457,0.98636,1.70374,0.85879,0.60933,0.42145,0.30916,0.44701,0.37875,0.26855,0.16373,0.07505,0.03221
30 to 34,0.56885,0.39062,0.27081,0.26929,0.6299,1.04402,1.16073,0.82181,0.62689,0.40859,0.35304,0.42298,0.29869,0.22336,0.0833,0.0659
35 to 39,0.50466,0.4486,0.33479,0.33334,0.43257,0.72276,0.85677,1.03513,0.70033,0.47188,0.35404,0.36284,0.37012,0.20695,0.11988,0.05468
40 to 44,0.3741,0.41543,0.42323,0.37371,0.36827,0.52905,0.59025,0.79015,0.83158,0.49562,0.43858,0.38823,0.34942,0.21566,0.15366,0.05711
45 to 49,0.27717,0.20878,0.28124,0.34766,0.44925,0.50104,0.47173,0.53047,0.52972,0.53138,0.51249,0.28621,0.29598,0.17938,0.12115,0.07409
50 to 54,0.34235,0.17085,0.18882,0.1604,0.27882,0.43283,0.48898,0.36956,0.37146,0.42258,0.41143,0.42924,0.27374,0.20259,0.10126,0.05522
55 to 59,0.31235,0.19346,0.12831,0.08704,0.20179,0.25362,0.38567,0.32008,0.19095,0.21143,0.35626,0.43799,0.37077,0.23977,0.11052,0.05824
60 to 64,0.23824,0.20645,0.10346,0.0733,0.09328,0.1148,0.20281,0.3158,0.2078,0.17275,0.24872,0.32579,0.37045,0.26122,0.20895,0.06332
65 to 69,0.20125,0.15124,0.10506,0.06552,0.07037,0.08401,0.14535,0.21715,0.14509,0.11251,0.13514,0.18088,0.26868,0.22637,0.18731,0.08397
70 to 74,0.14199,0.08068,0.0839,0.04395,0.08668,0.05921,0.08242,0.14408,0.12432,0.11294,0.10032,0.11291,0.21224,0.13508,0.19445,0.08237
75+,0.06966,0.06212,0.07529,0.03043,0.07122,0.03113,0.07988,0.05947,0.05475,0.09096,0.07054,0.06395,0.0929,0.08407,0.07394,0.05829
