Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.62153,0.77168,0.25751,0.133,0.1414,0.18216,0.14602,0.10921,0.06665,0.01561,0.01791,0.02108,0.01409,0.01146,0.00388,0.00436
5 to 9,0.71062,2.94254,1.38596,0.42387,0.18233,0.09587,0.10507,0.13032,0.08756,0.02598,0.03403,0.01899,0.0156,0.01534,0.00832,0.00449
10 to 14,0.37251,1.10468,5.02192,2.02032,0.27846,0.08841,0.16349,0.10056,0.14053,0.03467,0.03958,0.02093,0.01375,0.00998,0.01228,0.00679
15 to 19,0.2903,0.32328,0.82811,6.39206,1.8918,0.36463,0.13749,0.07852,0.09521,0.06974,0.06205,0.02619,0.02305,0.01108,0.02418,0.00396
20 to 24,0.50626,0.28244,0.56503,1.59636,3.15599,1.05084,0.37552,0.19296,0.1763,0.0989,0.1169,0.06767,0.05011,0.03338,0.02313,0.00893
25 to 29,0.82241,0.59624,0.5083,0.79423,1.32704,1.42643,0.58727,0.36026,0.22518,0.13059,0.15785,0.12134,0.08203,0.05546,0.03587,0.01269
30 to 34,1.02425,0.78448,0.63233,0.54206,0.84746,0.87409,0.79374,0.48589,0.33495,0.17259,0.12466,0.13551,0.09124,0.07566,0.03982,0.02596
35 to 39,0.90867,0.90093,0.7817,0.67098,0.58197,0.60512,0.58589,0.61201,0.37418,0.19933,0.12502,0.11624,0.11306,0.0701,0.0573,0.02154
40 to 44,0.67359,0.83431,0.98821,0.75225,0.49547,0.44294,0.40363,0.46717,0.44431,0.20936,0.15487,0.12437,0.10673,0.07305,0.07345,0.0225
45 to 49,0.49906,0.4193,0.65668,0.69981,0.60441,0.41949,0.32258,0.31364,0.28303,0.22446,0.18097,0.09169,0.09041,0.06076,0.05791,0.02918
50 to 54,0.61642,0.34312,0.44087,0.32287,0.37512,0.36238,0.33438,0.2185,0.19847,0.1785,0.14528,0.13751,0.08361,0.06863,0.0484,0.02175
55 to 59,0.5624,0.38853,0.29959,0.17521,0.27149,0.21234,0.26373,0.18924,0.10202,0.08931,0.1258,0.14031,0.11325,0.08122,0.05283,0.02294
60 to 64,0.42897,0.4146,0.24157,0.14755,0.12549,0.09611,0.13869,0.18671,0.11103,0.07297,0.08783,0.10437,0.11316,0.08849,0.09988,0.02494
65 to 69,0.36236,0.30373,0.24531,0.13188,0.09467,0.07033,0.09939,0.12839,0.07752,0.04753,0.04772,0.05795,0.08207,0.07668,0.08953,0.03307
70 to 74,0.25565,0.16202,0.1959,0.08847,0.11663,0.04958,0.05636,0.08518,0.06642,0.04771,0.03543,0.03617,0.06483,0.04576,0.09295,0.03245
75+,0.12542,0.12476,0.17579,0.06125,0.09581,0.02606,0.05462,0.03516,0.02925,0.03842,0.02491,0.02049,0.02838,0.02848,0.03534,0.02296
