Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.68641,0.32938,0.11072,0.0627,0.09245,0.16912,0.17351,0.15418,0.11292,0.03728,0.0546,0.0727,0.05766,0.05559,0.02582,0.03632
5 to 9,0.30081,1.25598,0.59589,0.19982,0.11921,0.089,0.12485,0.18399,0.14835,0.06204,0.10376,0.0655,0.06384,0.07441,0.05543,0.03741
10 to 14,0.15768,0.47152,2.15918,0.95242,0.18206,0.08208,0.19427,0.14196,0.23809,0.08279,0.12065,0.07218,0.05628,0.04843,0.08181,0.0566
15 to 19,0.12289,0.13799,0.35605,3.01333,1.23684,0.33851,0.16337,0.11086,0.1613,0.16653,0.18916,0.09035,0.0943,0.05378,0.16102,0.03298
20 to 24,0.2143,0.12055,0.24294,0.75255,2.06336,0.97558,0.44623,0.27243,0.29868,0.23614,0.35639,0.23341,0.20504,0.16195,0.15403,0.07446
25 to 29,0.34813,0.2545,0.21854,0.37441,0.86761,1.32427,0.69784,0.50862,0.3815,0.31181,0.48124,0.41852,0.33564,0.26907,0.23893,0.10577
30 to 34,0.43357,0.33485,0.27187,0.25554,0.55406,0.81149,0.9432,0.68598,0.56747,0.4121,0.38007,0.46739,0.37331,0.36707,0.2652,0.21642
35 to 39,0.38465,0.38455,0.33609,0.31631,0.38049,0.56178,0.69621,0.86404,0.63394,0.47593,0.38115,0.40093,0.46258,0.3401,0.38163,0.1796
40 to 44,0.28514,0.35612,0.42488,0.35463,0.32394,0.41122,0.47963,0.65955,0.75275,0.49988,0.47217,0.42899,0.4367,0.35441,0.48918,0.18756
45 to 49,0.21126,0.17897,0.28234,0.3299,0.39516,0.38945,0.38332,0.44279,0.47951,0.53594,0.55173,0.31626,0.36992,0.29478,0.38569,0.24332
50 to 54,0.26094,0.14645,0.18955,0.1522,0.24525,0.33643,0.39734,0.30847,0.33625,0.4262,0.44293,0.47431,0.34212,0.33293,0.32235,0.18135
55 to 59,0.23807,0.16584,0.12881,0.0826,0.1775,0.19713,0.31339,0.26718,0.17285,0.21325,0.38353,0.48397,0.46339,0.39403,0.35186,0.19128
60 to 64,0.18158,0.17697,0.10386,0.06956,0.08205,0.08923,0.1648,0.2636,0.1881,0.17423,0.26776,0.35999,0.46299,0.42928,0.66521,0.20796
65 to 69,0.15339,0.12964,0.10547,0.06217,0.0619,0.0653,0.11811,0.18126,0.13134,0.11348,0.14549,0.19987,0.3358,0.372,0.5963,0.27577
70 to 74,0.10822,0.06916,0.08423,0.0417,0.07625,0.04603,0.06698,0.12026,0.11254,0.11391,0.108,0.12477,0.26526,0.22199,0.61905,0.27053
75+,0.05309,0.05325,0.07558,0.02888,0.06264,0.0242,0.06491,0.04964,0.04956,0.09174,0.07595,0.07066,0.11611,0.13816,0.23539,0.19144
