Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.8339,0.39057,0.12762,0.07685,0.10332,0.1749,0.16672,0.14451,0.11798,0.03401,0.04466,0.06638,0.05282,0.0485,0.01933,0.03177
5 to 9,0.36545,1.4893,0.68686,0.24492,0.13322,0.09205,0.11997,0.17245,0.155,0.0566,0.08486,0.0598,0.05848,0.06492,0.04149,0.03273
10 to 14,0.19157,0.55911,2.48879,1.16741,0.20346,0.08489,0.18667,0.13306,0.24875,0.07553,0.09869,0.0659,0.05156,0.04226,0.06122,0.04951
15 to 19,0.14929,0.16362,0.4104,3.69354,1.38226,0.35009,0.15698,0.1039,0.16852,0.15193,0.15472,0.08249,0.08639,0.04692,0.12051,0.02885
20 to 24,0.26035,0.14295,0.28002,0.92243,2.30596,1.00896,0.42877,0.25534,0.31207,0.21545,0.2915,0.2131,0.18785,0.1413,0.11528,0.06514
25 to 29,0.42294,0.30177,0.2519,0.45893,0.96962,1.36958,0.67055,0.47672,0.39859,0.28449,0.39361,0.3821,0.3075,0.23476,0.17881,0.09252
30 to 34,0.52674,0.39705,0.31337,0.31322,0.61921,0.83925,0.9063,0.64295,0.59289,0.37599,0.31087,0.42672,0.34201,0.32026,0.19848,0.18932
35 to 39,0.4673,0.45598,0.3874,0.38771,0.42522,0.581,0.66898,0.80984,0.66234,0.43422,0.31175,0.36604,0.4238,0.29673,0.28561,0.15711
40 to 44,0.34641,0.42227,0.48974,0.43468,0.36202,0.42529,0.46087,0.61818,0.78647,0.45607,0.3862,0.39166,0.40009,0.30922,0.36611,0.16407
45 to 49,0.25665,0.21222,0.32544,0.40437,0.44162,0.40277,0.36833,0.41502,0.50099,0.48897,0.45127,0.28874,0.3389,0.25719,0.28865,0.21285
50 to 54,0.31701,0.17366,0.21849,0.18656,0.27408,0.34794,0.3818,0.28913,0.35131,0.38886,0.36229,0.43303,0.31344,0.29048,0.24125,0.15865
55 to 59,0.28923,0.19665,0.14847,0.10124,0.19836,0.20388,0.30113,0.25042,0.18059,0.19456,0.3137,0.44186,0.42454,0.34379,0.26333,0.16733
60 to 64,0.2206,0.20984,0.11972,0.08526,0.09169,0.09228,0.15835,0.24707,0.19653,0.15897,0.21901,0.32866,0.42417,0.37454,0.49785,0.18192
65 to 69,0.18635,0.15372,0.12157,0.0762,0.06917,0.06753,0.11349,0.16989,0.13722,0.10353,0.119,0.18248,0.30765,0.32457,0.44627,0.24124
70 to 74,0.13147,0.082,0.09708,0.05112,0.08521,0.0476,0.06436,0.11272,0.11758,0.10393,0.08834,0.11391,0.24302,0.19368,0.4633,0.23665
75+,0.0645,0.06314,0.08712,0.03539,0.07001,0.02502,0.06237,0.04652,0.05178,0.0837,0.06212,0.06452,0.10637,0.12054,0.17617,0.16747
