Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.69614,0.34904,0.11744,0.06687,0.08738,0.14183,0.15024,0.14335,0.10676,0.03638,0.05391,0.07925,0.06222,0.06458,0.0285,0.03776
5 to 9,0.30508,1.33096,0.63207,0.21311,0.11267,0.07464,0.10811,0.17107,0.14026,0.06054,0.10243,0.0714,0.06889,0.08645,0.06118,0.0389
10 to 14,0.15992,0.49966,2.29027,1.01576,0.17208,0.06883,0.16822,0.13199,0.2251,0.08078,0.11911,0.07868,0.06073,0.05627,0.09029,0.05885
15 to 19,0.12463,0.14622,0.37767,3.21374,1.16906,0.28389,0.14146,0.10307,0.1525,0.16249,0.18675,0.09849,0.10177,0.06248,0.17771,0.03429
20 to 24,0.21734,0.12775,0.25769,0.8026,1.95028,0.81817,0.38639,0.25329,0.28239,0.23042,0.35184,0.25444,0.22128,0.18816,0.17,0.07743
25 to 29,0.35307,0.26969,0.23181,0.39932,0.82006,1.1106,0.60426,0.4729,0.36069,0.30426,0.47509,0.45623,0.36223,0.31261,0.2637,0.10998
30 to 34,0.43972,0.35483,0.28838,0.27253,0.5237,0.68055,0.81671,0.6378,0.53651,0.40212,0.37521,0.5095,0.40288,0.42647,0.2927,0.22504
35 to 39,0.3901,0.4075,0.3565,0.33735,0.35963,0.47114,0.60284,0.80335,0.59936,0.4644,0.37628,0.43706,0.49922,0.39514,0.4212,0.18674
40 to 44,0.28918,0.37737,0.45068,0.37821,0.30618,0.34487,0.41531,0.61323,0.71168,0.48777,0.46613,0.46764,0.47129,0.41176,0.53991,0.19502
45 to 49,0.21425,0.18965,0.29948,0.35184,0.3735,0.32661,0.33191,0.41169,0.45335,0.52296,0.54468,0.34475,0.39922,0.34249,0.42569,0.253
50 to 54,0.26464,0.1552,0.20106,0.16233,0.23181,0.28214,0.34405,0.28681,0.3179,0.41588,0.43727,0.51704,0.36922,0.38682,0.35578,0.18857
55 to 59,0.24145,0.17574,0.13663,0.08809,0.16777,0.16532,0.27136,0.24841,0.16342,0.20808,0.37863,0.52758,0.5001,0.4578,0.38834,0.19889
60 to 64,0.18416,0.18753,0.11017,0.07418,0.07755,0.07483,0.1427,0.24509,0.17784,0.17001,0.26434,0.39243,0.49966,0.49876,0.73419,0.21624
65 to 69,0.15556,0.13738,0.11187,0.0663,0.0585,0.05476,0.10227,0.16853,0.12417,0.11073,0.14363,0.21789,0.3624,0.4322,0.65813,0.28674
70 to 74,0.10975,0.07328,0.08934,0.04448,0.07207,0.0386,0.05799,0.11182,0.1064,0.11115,0.10662,0.13601,0.28627,0.25792,0.68324,0.28129
75+,0.05385,0.05643,0.08017,0.0308,0.05921,0.02029,0.0562,0.04615,0.04685,0.08952,0.07498,0.07703,0.1253,0.16052,0.2598,0.19906
