Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.40684,0.60629,0.1911,0.10678,0.1398,0.20743,0.18601,0.14383,0.0913,0.0236,0.02879,0.03573,0.01992,0.01423,0.00435,0.005
5 to 9,0.61653,2.31188,1.02854,0.34031,0.18026,0.10916,0.13384,0.17163,0.11994,0.03928,0.05471,0.03219,0.02205,0.01905,0.00935,0.00515
10 to 14,0.32319,0.86792,3.72683,1.62204,0.27531,0.10067,0.20826,0.13243,0.19249,0.05241,0.06363,0.03548,0.01944,0.0124,0.01379,0.00779
15 to 19,0.25186,0.25399,0.61455,5.13195,1.87035,0.4152,0.17514,0.10341,0.13041,0.10542,0.09975,0.04441,0.03257,0.01376,0.02715,0.00454
20 to 24,0.43923,0.2219,0.41932,1.28166,3.1202,1.19659,0.47837,0.25413,0.24148,0.14949,0.18794,0.11472,0.07082,0.04145,0.02597,0.01025
25 to 29,0.71352,0.46845,0.37721,0.63766,1.31199,1.62428,0.74811,0.47446,0.30844,0.1974,0.25378,0.20571,0.11593,0.06887,0.04029,0.01456
30 to 34,0.88864,0.61635,0.46926,0.4352,0.83785,0.99533,1.01114,0.63991,0.45879,0.26089,0.20042,0.22973,0.12895,0.09395,0.04472,0.02978
35 to 39,0.78836,0.70783,0.58011,0.5387,0.57537,0.68905,0.74636,0.80601,0.51253,0.30129,0.20099,0.19706,0.15978,0.08705,0.06435,0.02472
40 to 44,0.5844,0.6555,0.73337,0.60396,0.48985,0.50438,0.51418,0.61525,0.60859,0.31646,0.24899,0.21085,0.15084,0.09071,0.08248,0.02581
45 to 49,0.43298,0.32943,0.48733,0.56185,0.59756,0.47768,0.41093,0.41305,0.38768,0.33928,0.29095,0.15544,0.12777,0.07545,0.06503,0.03349
50 to 54,0.53481,0.26958,0.32718,0.25922,0.37087,0.41264,0.42596,0.28776,0.27185,0.26982,0.23358,0.23313,0.11817,0.08522,0.05435,0.02496
55 to 59,0.48794,0.30526,0.22233,0.14067,0.26841,0.24179,0.33596,0.24923,0.13975,0.135,0.20225,0.23788,0.16006,0.10086,0.05933,0.02632
60 to 64,0.37217,0.32574,0.17927,0.11846,0.12407,0.10945,0.17667,0.2459,0.15208,0.1103,0.1412,0.17694,0.15992,0.10988,0.11217,0.02862
65 to 69,0.31438,0.23863,0.18204,0.10588,0.0936,0.08009,0.12661,0.16909,0.10618,0.07184,0.07672,0.09824,0.11599,0.09522,0.10055,0.03795
70 to 74,0.2218,0.1273,0.14538,0.07103,0.1153,0.05645,0.0718,0.11218,0.09098,0.07211,0.05696,0.06133,0.09163,0.05682,0.10438,0.03723
75+,0.10882,0.09802,0.13045,0.04918,0.09473,0.02968,0.06958,0.0463,0.04007,0.05808,0.04005,0.03473,0.0401,0.03536,0.03969,0.02635
