Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.65586,0.29439,0.11003,0.06378,0.09437,0.16972,0.15146,0.12543,0.10948,0.03479,0.05691,0.07831,0.06074,0.05968,0.03252,0.04569
5 to 9,0.28743,1.12258,0.59223,0.20325,0.12168,0.08932,0.10898,0.14968,0.14382,0.05791,0.10813,0.07055,0.06725,0.07989,0.06981,0.04706
10 to 14,0.15067,0.42143,2.14588,0.96877,0.18583,0.08237,0.16958,0.11549,0.23082,0.07727,0.12574,0.07775,0.05929,0.052,0.10302,0.0712
15 to 19,0.11742,0.12333,0.35386,3.06509,1.26249,0.33972,0.14261,0.09019,0.15637,0.15543,0.19714,0.09732,0.09935,0.05773,0.20277,0.04149
20 to 24,0.20477,0.10775,0.24144,0.76548,2.10615,0.97905,0.38951,0.22162,0.28957,0.22041,0.37142,0.25142,0.21601,0.17387,0.19397,0.09367
25 to 29,0.33264,0.22746,0.2172,0.38084,0.8856,1.32898,0.60914,0.41377,0.36986,0.29103,0.50153,0.45081,0.35361,0.28888,0.30088,0.13305
30 to 34,0.41428,0.29928,0.2702,0.25993,0.56555,0.81437,0.82331,0.55805,0.55014,0.38464,0.39609,0.50345,0.39329,0.39409,0.33396,0.27224
35 to 39,0.36753,0.3437,0.33402,0.32174,0.38838,0.56378,0.60771,0.70291,0.61459,0.44421,0.39722,0.43187,0.48734,0.36513,0.48058,0.22592
40 to 44,0.27245,0.31829,0.42227,0.36072,0.33065,0.41268,0.41866,0.53655,0.72977,0.46656,0.49208,0.46209,0.46008,0.3805,0.61602,0.23594
45 to 49,0.20186,0.15996,0.2806,0.33557,0.40336,0.39083,0.3346,0.36022,0.46487,0.50022,0.575,0.34066,0.38972,0.31648,0.4857,0.30608
50 to 54,0.24933,0.1309,0.18839,0.15482,0.25034,0.33762,0.34684,0.25095,0.32598,0.3978,0.46161,0.5109,0.36043,0.35744,0.40594,0.22813
55 to 59,0.22748,0.14822,0.12802,0.08402,0.18118,0.19783,0.27356,0.21735,0.16757,0.19903,0.39971,0.52132,0.4882,0.42304,0.44309,0.24062
60 to 64,0.1735,0.15817,0.10322,0.07075,0.08375,0.08955,0.14385,0.21445,0.18236,0.16262,0.27906,0.38776,0.48777,0.46088,0.8377,0.2616
65 to 69,0.14656,0.11587,0.10482,0.06324,0.06318,0.06553,0.10309,0.14746,0.12733,0.10591,0.15163,0.2153,0.35378,0.39938,0.75091,0.3469
70 to 74,0.1034,0.06181,0.08371,0.04242,0.07783,0.04619,0.05846,0.09783,0.1091,0.10632,0.11256,0.1344,0.27946,0.23833,0.77956,0.3403
75+,0.05073,0.0476,0.07511,0.02937,0.06394,0.02428,0.05666,0.04038,0.04805,0.08563,0.07915,0.07612,0.12232,0.14833,0.29643,0.24081
