Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.7241,0.35938,0.09279,0.05392,0.0674,0.1744,0.21922,0.17425,0.11959,0.03585,0.04972,0.09571,0.07173,0.06142,0.01288,0.02256
5 to 9,0.31733,1.3704,0.4994,0.17183,0.08691,0.09178,0.15774,0.20793,0.1571,0.05966,0.09447,0.08622,0.07942,0.08222,0.02765,0.02324
10 to 14,0.16634,0.51447,1.80953,0.819,0.13273,0.08464,0.24545,0.16044,0.25213,0.0796,0.10986,0.09502,0.07001,0.05351,0.0408,0.03515
15 to 19,0.12963,0.15056,0.29839,2.59121,0.90173,0.34908,0.20641,0.12528,0.17081,0.16012,0.17224,0.11894,0.11731,0.05942,0.0803,0.02048
20 to 24,0.22607,0.13154,0.2036,0.64713,1.50431,1.00604,0.56378,0.30788,0.31631,0.22706,0.3245,0.30727,0.25508,0.17894,0.07682,0.04625
25 to 29,0.36725,0.27768,0.18315,0.32196,0.63254,1.36562,0.88168,0.57481,0.40401,0.29982,0.43818,0.55095,0.41756,0.2973,0.11916,0.06569
30 to 34,0.45738,0.36535,0.22784,0.21974,0.40394,0.83682,1.19167,0.77525,0.60095,0.39625,0.34606,0.61529,0.46443,0.40557,0.13226,0.13442
35 to 39,0.40577,0.41958,0.28167,0.272,0.2774,0.57932,0.87961,0.97648,0.67134,0.45763,0.34704,0.5278,0.57549,0.37578,0.19033,0.11155
40 to 44,0.30079,0.38856,0.35608,0.30495,0.23617,0.42406,0.60598,0.74538,0.79716,0.48065,0.42992,0.56473,0.54329,0.39159,0.24397,0.11649
45 to 49,0.22286,0.19528,0.23662,0.28369,0.2881,0.40161,0.4843,0.50041,0.5078,0.51533,0.50236,0.41633,0.46021,0.3257,0.19235,0.15112
50 to 54,0.27526,0.1598,0.15886,0.13088,0.1788,0.34693,0.50201,0.34862,0.35608,0.40981,0.4033,0.62439,0.42562,0.36786,0.16077,0.11264
55 to 59,0.25114,0.18095,0.10795,0.07103,0.1294,0.20329,0.39595,0.30194,0.18305,0.20505,0.34921,0.63712,0.5765,0.43537,0.17548,0.1188
60 to 64,0.19156,0.19309,0.08704,0.05981,0.05982,0.09202,0.20821,0.29791,0.1992,0.16753,0.2438,0.4739,0.576,0.47432,0.33176,0.12916
65 to 69,0.16181,0.14145,0.08839,0.05346,0.04513,0.06733,0.14922,0.20485,0.13908,0.10911,0.13247,0.26312,0.41776,0.41103,0.29739,0.17128
70 to 74,0.11416,0.07546,0.07059,0.03586,0.05559,0.04746,0.08462,0.13591,0.11918,0.10953,0.09834,0.16425,0.33001,0.24528,0.30874,0.16802
75+,0.05601,0.0581,0.06334,0.02483,0.04567,0.02495,0.08201,0.0561,0.05248,0.08821,0.06915,0.09303,0.14444,0.15265,0.1174,0.1189
