Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.73501,0.37998,0.12751,0.06718,0.09073,0.17781,0.1669,0.15755,0.11158,0.03281,0.04744,0.07348,0.06069,0.0557,0.02154,0.03093
5 to 9,0.32211,1.44893,0.68626,0.21408,0.11699,0.09358,0.1201,0.188,0.14659,0.05461,0.09015,0.0662,0.0672,0.07456,0.04624,0.03186
10 to 14,0.16885,0.54395,2.4866,1.02038,0.17867,0.0863,0.18687,0.14506,0.23525,0.07287,0.10483,0.07295,0.05924,0.04853,0.06823,0.0482
15 to 19,0.13159,0.15918,0.41004,3.22836,1.21386,0.35591,0.15715,0.11328,0.15938,0.14658,0.16435,0.09132,0.09926,0.05389,0.1343,0.02809
20 to 24,0.22948,0.13907,0.27978,0.80625,2.02502,1.02572,0.42924,0.27837,0.29513,0.20785,0.30964,0.23592,0.21583,0.16229,0.12847,0.06341
25 to 29,0.37278,0.29359,0.25168,0.40113,0.85149,1.39233,0.67127,0.51972,0.37696,0.27446,0.41811,0.42301,0.35331,0.26963,0.19928,0.09008
30 to 34,0.46427,0.38628,0.3131,0.27377,0.54377,0.85319,0.90728,0.70095,0.56072,0.36273,0.33022,0.47241,0.39297,0.36783,0.22119,0.18431
35 to 39,0.41188,0.44362,0.38706,0.33888,0.37342,0.59065,0.6697,0.88289,0.6264,0.41891,0.33115,0.40524,0.48694,0.34081,0.3183,0.15295
40 to 44,0.30532,0.41082,0.48931,0.37993,0.31792,0.43235,0.46137,0.67394,0.7438,0.43999,0.41023,0.43359,0.45969,0.35514,0.408,0.15973
45 to 49,0.22621,0.20647,0.32515,0.35344,0.38782,0.40946,0.36872,0.45246,0.47381,0.47173,0.47936,0.31965,0.3894,0.29539,0.32169,0.20722
50 to 54,0.27941,0.16895,0.2183,0.16307,0.24069,0.35372,0.38221,0.31521,0.33225,0.37515,0.38484,0.4794,0.36013,0.33363,0.26886,0.15445
55 to 59,0.25493,0.19132,0.14834,0.08849,0.1742,0.20726,0.30146,0.27301,0.17079,0.1877,0.33323,0.48917,0.48779,0.39485,0.29347,0.1629
60 to 64,0.19444,0.20415,0.11961,0.07452,0.08052,0.09382,0.15853,0.26936,0.18586,0.15336,0.23264,0.36385,0.48737,0.43017,0.55482,0.1771
65 to 69,0.16425,0.14956,0.12146,0.06661,0.06075,0.06865,0.11361,0.18522,0.12977,0.09988,0.12641,0.20202,0.35348,0.37277,0.49734,0.23485
70 to 74,0.11588,0.07978,0.097,0.04468,0.07483,0.04839,0.06442,0.12289,0.1112,0.10026,0.09384,0.12611,0.27923,0.22245,0.51632,0.23039
75+,0.05685,0.06143,0.08704,0.03094,0.06148,0.02544,0.06244,0.05072,0.04897,0.08075,0.06598,0.07142,0.12222,0.13844,0.19633,0.16303
