Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.08783,0.49823,0.16069,0.08958,0.1243,0.21619,0.21986,0.17487,0.10347,0.02437,0.03223,0.04225,0.03091,0.0277,0.00915,0.01315
5 to 9,0.47673,1.89985,0.86486,0.28549,0.16028,0.11377,0.1582,0.20867,0.13593,0.04056,0.06124,0.03806,0.03422,0.03708,0.01965,0.01355
10 to 14,0.2499,0.71324,3.13375,1.36075,0.24478,0.10492,0.24616,0.16101,0.21815,0.05412,0.07122,0.04194,0.03017,0.02414,0.029,0.02049
15 to 19,0.19475,0.20872,0.51675,4.30524,1.66299,0.43273,0.20701,0.12573,0.14779,0.10886,0.11165,0.0525,0.05056,0.0268,0.05708,0.01194
20 to 24,0.33963,0.18236,0.35259,1.07519,2.77428,1.24711,0.56541,0.30897,0.27367,0.15436,0.21036,0.13564,0.10993,0.08071,0.0546,0.02696
25 to 29,0.55173,0.38496,0.31718,0.53494,1.16654,1.69285,0.88423,0.57685,0.34956,0.20383,0.28405,0.2432,0.17995,0.13409,0.08469,0.03829
30 to 34,0.68714,0.5065,0.39458,0.36509,0.74496,1.03735,1.19512,0.77801,0.51995,0.26938,0.22434,0.2716,0.20014,0.18292,0.09401,0.07835
35 to 39,0.6096,0.58168,0.48779,0.45192,0.51158,0.71814,0.88216,0.97995,0.58086,0.31111,0.22497,0.23298,0.24801,0.16949,0.13528,0.06502
40 to 44,0.45189,0.53867,0.61666,0.50667,0.43555,0.52567,0.60774,0.74803,0.68972,0.32676,0.2787,0.24929,0.23413,0.17662,0.1734,0.0679
45 to 49,0.3348,0.27072,0.40978,0.47134,0.53131,0.49784,0.4857,0.5022,0.43936,0.35033,0.32566,0.18378,0.19833,0.1469,0.13672,0.08809
50 to 54,0.41354,0.22153,0.27511,0.21746,0.32975,0.43006,0.50347,0.34986,0.30809,0.2786,0.26144,0.27562,0.18342,0.16592,0.11427,0.06566
55 to 59,0.3773,0.25085,0.18695,0.11801,0.23865,0.252,0.3971,0.30302,0.15838,0.1394,0.22638,0.28124,0.24844,0.19636,0.12472,0.06925
60 to 64,0.28778,0.26769,0.15074,0.09938,0.11032,0.11407,0.20882,0.29897,0.17235,0.11389,0.15805,0.20919,0.24822,0.21393,0.2358,0.07529
65 to 69,0.24309,0.1961,0.15307,0.08882,0.08322,0.08347,0.14965,0.20558,0.12034,0.07418,0.08588,0.11615,0.18003,0.18538,0.21137,0.09984
70 to 74,0.17151,0.10461,0.12224,0.05959,0.10252,0.05884,0.08486,0.1364,0.10311,0.07446,0.06375,0.0725,0.14222,0.11063,0.21944,0.09794
75+,0.08414,0.08055,0.10969,0.04125,0.08423,0.03093,0.08224,0.0563,0.04541,0.05997,0.04483,0.04106,0.06225,0.06885,0.08344,0.06931
