Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.07932,0.49677,0.16237,0.1006,0.13761,0.22033,0.20431,0.1574,0.1006,0.02842,0.03525,0.04146,0.02603,0.0212,0.00756,0.00987
5 to 9,0.473,1.89429,0.87389,0.32061,0.17744,0.11595,0.14701,0.18783,0.13216,0.04729,0.06699,0.03735,0.02882,0.02838,0.01623,0.01017
10 to 14,0.24795,0.71115,3.16647,1.52816,0.271,0.10693,0.22876,0.14493,0.2121,0.06311,0.0779,0.04116,0.02541,0.01847,0.02395,0.01538
15 to 19,0.19323,0.20811,0.52215,4.83494,1.84106,0.44102,0.19238,0.11317,0.14369,0.12694,0.12213,0.05152,0.04257,0.02051,0.04715,0.00896
20 to 24,0.33697,0.18182,0.35627,1.20748,3.07134,1.27099,0.52544,0.27811,0.26609,0.18001,0.2301,0.1331,0.09257,0.06176,0.0451,0.02024
25 to 29,0.54741,0.38383,0.3205,0.60075,1.29145,1.72527,0.82172,0.51923,0.33987,0.23769,0.3107,0.23865,0.15154,0.10261,0.06996,0.02875
30 to 34,0.68176,0.50502,0.3987,0.41001,0.82473,1.05721,1.11063,0.70029,0.50554,0.31414,0.24538,0.26652,0.16855,0.13998,0.07765,0.05883
35 to 39,0.60482,0.57998,0.49288,0.50752,0.56636,0.73189,0.8198,0.88206,0.56476,0.3628,0.24608,0.22863,0.20885,0.1297,0.11175,0.04882
40 to 44,0.44835,0.5371,0.6231,0.569,0.48218,0.53574,0.56477,0.67331,0.6706,0.38105,0.30484,0.24462,0.19717,0.13515,0.14324,0.05098
45 to 49,0.33218,0.26993,0.41406,0.52933,0.5882,0.50738,0.45137,0.45203,0.42718,0.40854,0.35621,0.18034,0.16701,0.11242,0.11294,0.06614
50 to 54,0.4103,0.22088,0.27798,0.24421,0.36506,0.4383,0.46788,0.31491,0.29955,0.32489,0.28597,0.27047,0.15446,0.12697,0.09439,0.04929
55 to 59,0.37434,0.25012,0.1889,0.13253,0.2642,0.25682,0.36902,0.27275,0.15398,0.16256,0.24762,0.27598,0.20922,0.15027,0.10303,0.05199
60 to 64,0.28553,0.26691,0.15232,0.11161,0.12213,0.11625,0.19406,0.2691,0.16757,0.13282,0.17287,0.20528,0.20904,0.16371,0.19478,0.05653
65 to 69,0.24119,0.19553,0.15467,0.09975,0.09213,0.08507,0.13907,0.18504,0.117,0.0865,0.09393,0.11398,0.15161,0.14186,0.1746,0.07496
70 to 74,0.17017,0.1043,0.12352,0.06692,0.1135,0.05996,0.07886,0.12277,0.10025,0.08683,0.06973,0.07115,0.11976,0.08466,0.18127,0.07353
75+,0.08348,0.08031,0.11084,0.04633,0.09324,0.03152,0.07643,0.05067,0.04415,0.06993,0.04903,0.0403,0.05242,0.05269,0.06893,0.05204
