Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.5835,0.25657,0.08891,0.05375,0.07567,0.16164,0.16091,0.15419,0.14663,0.04165,0.05224,0.06885,0.06966,0.07974,0.02647,0.04328
5 to 9,0.25572,0.97835,0.47851,0.17128,0.09758,0.08507,0.11578,0.18399,0.19264,0.06931,0.09926,0.06203,0.07713,0.10675,0.05681,0.04459
10 to 14,0.13405,0.36729,1.73386,0.81641,0.14902,0.07845,0.18016,0.14197,0.30916,0.09248,0.11542,0.06836,0.068,0.06948,0.08384,0.06745
15 to 19,0.10446,0.10748,0.28591,2.58302,1.0124,0.32356,0.15151,0.11086,0.20945,0.18603,0.18096,0.08556,0.11393,0.07715,0.16503,0.0393
20 to 24,0.18218,0.09391,0.19508,0.64508,1.68894,0.93248,0.41382,0.27244,0.38785,0.2638,0.34094,0.22105,0.24773,0.23233,0.15786,0.08874
25 to 29,0.29594,0.19824,0.17549,0.32095,0.71017,1.26576,0.64716,0.50864,0.49539,0.34833,0.46037,0.39635,0.40553,0.38601,0.24488,0.12604
30 to 34,0.36857,0.26083,0.21832,0.21905,0.45352,0.77564,0.8747,0.686,0.73687,0.46036,0.36359,0.44263,0.45105,0.52659,0.2718,0.25791
35 to 39,0.32698,0.29954,0.26989,0.27114,0.31144,0.53696,0.64564,0.86407,0.82319,0.53167,0.36462,0.37969,0.55891,0.48791,0.39113,0.21402
40 to 44,0.24239,0.2774,0.34119,0.30398,0.26515,0.39305,0.4448,0.65957,0.97746,0.55842,0.45169,0.40626,0.52764,0.50843,0.50136,0.22351
45 to 49,0.17959,0.13941,0.22672,0.28279,0.32345,0.37224,0.35548,0.44281,0.62265,0.59871,0.52781,0.2995,0.44695,0.42289,0.39529,0.28996
50 to 54,0.22182,0.11408,0.15221,0.13047,0.20075,0.32156,0.36848,0.30849,0.43662,0.47612,0.42373,0.44918,0.41336,0.47763,0.33038,0.21612
55 to 59,0.20238,0.12918,0.10344,0.0708,0.14529,0.18842,0.29063,0.26718,0.22445,0.23822,0.3669,0.45834,0.55989,0.56528,0.36062,0.22795
60 to 64,0.15436,0.13785,0.0834,0.05963,0.06716,0.08529,0.15283,0.26361,0.24425,0.19464,0.25615,0.34092,0.5594,0.61585,0.68178,0.24782
65 to 69,0.13039,0.10098,0.08469,0.05329,0.05066,0.06241,0.10953,0.18127,0.17054,0.12677,0.13918,0.18929,0.40573,0.53368,0.61114,0.32863
70 to 74,0.092,0.05387,0.06763,0.03575,0.06241,0.04399,0.06211,0.12027,0.14613,0.12725,0.10332,0.11816,0.3205,0.31847,0.63446,0.32239
75+,0.04513,0.04148,0.06069,0.02475,0.05128,0.02313,0.06019,0.04964,0.06435,0.10249,0.07265,0.06692,0.14028,0.1982,0.24126,0.22813
