Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.29085,0.57478,0.19708,0.1224,0.1716,0.24658,0.20977,0.14136,0.07907,0.01822,0.01844,0.02434,0.0139,0.01142,0.00327,0.00425
5 to 9,0.56571,2.19173,1.06075,0.39007,0.22128,0.12977,0.15094,0.16869,0.10388,0.03032,0.03505,0.02193,0.01539,0.01529,0.00703,0.00437
10 to 14,0.29654,0.82281,3.84354,1.85923,0.33794,0.11967,0.23487,0.13016,0.16671,0.04046,0.04075,0.02416,0.01357,0.00995,0.01037,0.00662
15 to 19,0.2311,0.24079,0.6338,5.88238,2.29586,0.49356,0.19752,0.10164,0.11294,0.08139,0.06389,0.03025,0.02274,0.01105,0.02041,0.00386
20 to 24,0.40302,0.21037,0.43245,1.46907,3.83006,1.42243,0.53948,0.24977,0.20914,0.11542,0.12038,0.07814,0.04944,0.03327,0.01953,0.00871
25 to 29,0.6547,0.4441,0.38903,0.7309,1.61048,1.93083,0.84368,0.46632,0.26713,0.1524,0.16254,0.14011,0.08093,0.05528,0.03029,0.01237
30 to 34,0.81538,0.58431,0.48395,0.49884,1.02846,1.18317,1.14031,0.62893,0.39735,0.20142,0.12837,0.15647,0.09001,0.07541,0.03362,0.02531
35 to 39,0.72337,0.67105,0.59828,0.61748,0.70627,0.81909,0.84171,0.79218,0.44389,0.23262,0.12874,0.13422,0.11153,0.06987,0.04838,0.021
40 to 44,0.53623,0.62143,0.75633,0.69227,0.6013,0.59957,0.57987,0.6047,0.52708,0.24432,0.15948,0.14361,0.10529,0.07281,0.06201,0.02193
45 to 49,0.39729,0.31231,0.50259,0.64401,0.73351,0.56783,0.46343,0.40597,0.33576,0.26195,0.18636,0.10588,0.08919,0.06056,0.04889,0.02845
50 to 54,0.49072,0.25557,0.33742,0.29712,0.45524,0.49052,0.48038,0.28282,0.23544,0.20832,0.14961,0.15879,0.08249,0.0684,0.04087,0.02121
55 to 59,0.44771,0.28939,0.22929,0.16124,0.32947,0.28742,0.37888,0.24496,0.12103,0.10423,0.12954,0.16202,0.11173,0.08095,0.04461,0.02237
60 to 64,0.34149,0.30881,0.18488,0.13579,0.1523,0.1301,0.19924,0.24168,0.13171,0.08516,0.09044,0.12052,0.11163,0.08819,0.08433,0.02432
65 to 69,0.28846,0.22623,0.18775,0.12136,0.11489,0.0952,0.14279,0.16619,0.09196,0.05546,0.04914,0.06691,0.08096,0.07642,0.07559,0.03225
70 to 74,0.20352,0.12068,0.14993,0.08141,0.14153,0.06711,0.08097,0.11026,0.0788,0.05568,0.03648,0.04177,0.06396,0.04561,0.07848,0.03163
75+,0.09985,0.09293,0.13454,0.05637,0.11628,0.03528,0.07847,0.04551,0.0347,0.04484,0.02565,0.02366,0.02799,0.02838,0.02984,0.02238
