Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.60097,0.27568,0.08863,0.05114,0.08126,0.16531,0.18213,0.16518,0.12458,0.03504,0.0451,0.07639,0.07124,0.07029,0.03369,0.04288
5 to 9,0.26337,1.05121,0.47701,0.16297,0.10478,0.087,0.13105,0.19711,0.16367,0.05831,0.0857,0.06882,0.07888,0.09409,0.07232,0.04417
10 to 14,0.13806,0.39464,1.72842,0.77676,0.16002,0.08023,0.20392,0.15209,0.26267,0.07781,0.09966,0.07584,0.06954,0.06125,0.10672,0.06683
15 to 19,0.10759,0.11549,0.28502,2.45758,1.08714,0.3309,0.17149,0.11876,0.17795,0.15651,0.15625,0.09493,0.11652,0.068,0.21006,0.03894
20 to 24,0.18763,0.1009,0.19447,0.61376,1.81363,0.95364,0.46839,0.29185,0.32952,0.22193,0.29438,0.24526,0.25335,0.20479,0.20095,0.08792
25 to 29,0.3048,0.213,0.17494,0.30536,0.7626,1.29449,0.73251,0.54489,0.42089,0.29305,0.3975,0.43977,0.41472,0.34025,0.3117,0.12488
30 to 34,0.37961,0.28025,0.21763,0.20841,0.487,0.79324,0.99005,0.73489,0.62606,0.3873,0.31393,0.49112,0.46127,0.46417,0.34598,0.25553
35 to 39,0.33677,0.32185,0.26904,0.25797,0.33444,0.54915,0.73079,0.92565,0.6994,0.44729,0.31483,0.42129,0.57157,0.43007,0.49787,0.21205
40 to 44,0.24964,0.29805,0.34012,0.28922,0.28473,0.40197,0.50345,0.70658,0.83047,0.4698,0.39001,0.45077,0.5396,0.44816,0.63818,0.22145
45 to 49,0.18496,0.14979,0.22601,0.26906,0.34733,0.38069,0.40236,0.47437,0.52902,0.50369,0.45573,0.33232,0.45708,0.37276,0.50317,0.28729
50 to 54,0.22846,0.12258,0.15174,0.12413,0.21557,0.32886,0.41708,0.33047,0.37097,0.40056,0.36586,0.49839,0.42273,0.42101,0.42054,0.21413
55 to 59,0.20844,0.1388,0.10311,0.06736,0.15601,0.1927,0.32896,0.28623,0.1907,0.20041,0.3168,0.50855,0.57258,0.49827,0.45903,0.22585
60 to 64,0.15898,0.14812,0.08314,0.05673,0.07212,0.08722,0.17299,0.2824,0.20752,0.16375,0.22117,0.37827,0.57208,0.54284,0.86783,0.24554
65 to 69,0.1343,0.1085,0.08443,0.0507,0.05441,0.06383,0.12397,0.19419,0.1449,0.10665,0.12018,0.21002,0.41492,0.47041,0.77793,0.3256
70 to 74,0.09475,0.05788,0.06742,0.03401,0.06702,0.04499,0.0703,0.12884,0.12416,0.10706,0.08921,0.1311,0.32777,0.28072,0.8076,0.31941
75+,0.04648,0.04457,0.0605,0.02355,0.05506,0.02365,0.06813,0.05318,0.05467,0.08622,0.06273,0.07425,0.14346,0.17471,0.30709,0.22603
