Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.19703,0.56922,0.21032,0.13124,0.16591,0.2359,0.18421,0.13706,0.07797,0.01896,0.02108,0.02353,0.01707,0.01447,0.00508,0.00663
5 to 9,0.52459,2.17055,1.13199,0.41825,0.21394,0.12415,0.13255,0.16356,0.10243,0.03156,0.04006,0.0212,0.0189,0.01938,0.0109,0.00683
10 to 14,0.27499,0.81486,4.10169,1.99354,0.32673,0.11449,0.20625,0.1262,0.1644,0.04211,0.04658,0.02336,0.01666,0.01261,0.01609,0.01033
15 to 19,0.2143,0.23846,0.67637,6.30733,2.21971,0.47219,0.17345,0.09855,0.11137,0.08471,0.07303,0.02924,0.02792,0.014,0.03167,0.00602
20 to 24,0.37372,0.20834,0.4615,1.5752,3.70303,1.36082,0.47375,0.24218,0.20624,0.12012,0.13759,0.07555,0.0607,0.04217,0.0303,0.01359
25 to 29,0.60711,0.43981,0.41515,0.7837,1.55706,1.8472,0.74088,0.45214,0.26342,0.15861,0.18579,0.13547,0.09937,0.07006,0.04699,0.0193
30 to 34,0.75611,0.57867,0.51646,0.53488,0.99435,1.13193,1.00137,0.60981,0.39183,0.20963,0.14673,0.15129,0.11052,0.09558,0.05216,0.03948
35 to 39,0.67079,0.66456,0.63846,0.66208,0.68285,0.78362,0.73915,0.7681,0.43773,0.2421,0.14715,0.12978,0.13695,0.08856,0.07506,0.03277
40 to 44,0.49725,0.61543,0.80713,0.74228,0.58136,0.5736,0.50921,0.58631,0.51976,0.25428,0.18229,0.13886,0.12929,0.09229,0.09621,0.03422
45 to 49,0.36841,0.30929,0.53635,0.69053,0.70918,0.54323,0.40696,0.39363,0.3311,0.27262,0.21301,0.10237,0.10951,0.07676,0.07586,0.04439
50 to 54,0.45505,0.2531,0.36009,0.31859,0.44014,0.46928,0.42185,0.27422,0.23218,0.2168,0.17101,0.15353,0.10128,0.08669,0.0634,0.03309
55 to 59,0.41517,0.2866,0.24469,0.17289,0.31854,0.27497,0.33272,0.23751,0.11935,0.10847,0.14807,0.15666,0.13719,0.1026,0.06921,0.0349
60 to 64,0.31667,0.30583,0.1973,0.1456,0.14725,0.12447,0.17496,0.23433,0.12988,0.08863,0.10338,0.11652,0.13707,0.11178,0.13084,0.03794
65 to 69,0.2675,0.22404,0.20036,0.13013,0.11108,0.09108,0.12539,0.16113,0.09069,0.05772,0.05617,0.0647,0.09941,0.09687,0.11728,0.05031
70 to 74,0.18873,0.11951,0.16,0.08729,0.13684,0.0642,0.07111,0.10691,0.07771,0.05794,0.0417,0.04039,0.07853,0.0578,0.12176,0.04936
75+,0.09259,0.09203,0.14357,0.06044,0.11242,0.03375,0.06891,0.04412,0.03422,0.04667,0.02932,0.02287,0.03437,0.03598,0.0463,0.03493
