Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.0043,0.50879,0.15655,0.08163,0.09981,0.18186,0.19246,0.17113,0.11497,0.03017,0.04092,0.05532,0.04559,0.03335,0.00961,0.01343
5 to 9,0.44013,1.94011,0.84258,0.26013,0.1287,0.09571,0.13848,0.20421,0.15105,0.05022,0.07776,0.04984,0.05047,0.04465,0.02062,0.01384
10 to 14,0.23071,0.72835,3.05304,1.23987,0.19655,0.08827,0.21548,0.15757,0.24241,0.06701,0.09042,0.05492,0.0445,0.02906,0.03044,0.02093
15 to 19,0.1798,0.21315,0.50345,3.92281,1.33531,0.36403,0.18121,0.12304,0.16423,0.13479,0.14176,0.06874,0.07456,0.03227,0.05991,0.0122
20 to 24,0.31355,0.18622,0.34351,0.97968,2.22762,1.04912,0.49495,0.30237,0.30411,0.19113,0.26709,0.1776,0.16212,0.09717,0.05731,0.02754
25 to 29,0.50936,0.39312,0.30901,0.48742,0.93668,1.4241,0.77403,0.56452,0.38843,0.25238,0.36065,0.31844,0.26538,0.16145,0.08889,0.03911
30 to 34,0.63437,0.51723,0.38442,0.33266,0.59817,0.87266,1.04617,0.76137,0.57778,0.33355,0.28483,0.35562,0.29517,0.22025,0.09867,0.08003
35 to 39,0.56279,0.59401,0.47523,0.41178,0.41078,0.60413,0.77222,0.959,0.64546,0.38521,0.28564,0.30506,0.36575,0.20407,0.14199,0.06642
40 to 44,0.41719,0.55009,0.60078,0.46166,0.34972,0.44222,0.532,0.73204,0.76642,0.4046,0.35385,0.3264,0.34529,0.21265,0.182,0.06936
45 to 49,0.3091,0.27646,0.39922,0.42947,0.42662,0.41881,0.42517,0.49146,0.48822,0.43379,0.41348,0.24063,0.29249,0.17688,0.1435,0.08998
50 to 54,0.38178,0.22623,0.26803,0.19814,0.26477,0.36179,0.44072,0.34238,0.34236,0.34497,0.33194,0.36088,0.27051,0.19977,0.11993,0.06707
55 to 59,0.34833,0.25617,0.18214,0.10753,0.19163,0.21199,0.34761,0.29654,0.17599,0.1726,0.28743,0.36824,0.36639,0.23643,0.13091,0.07074
60 to 64,0.26568,0.27336,0.14686,0.09055,0.08858,0.09596,0.18279,0.29258,0.19152,0.14102,0.20067,0.2739,0.36607,0.25758,0.24749,0.0769
65 to 69,0.22443,0.20026,0.14913,0.08093,0.06682,0.07022,0.131,0.20118,0.13372,0.09185,0.10903,0.15208,0.26551,0.22321,0.22185,0.10198
70 to 74,0.15834,0.10683,0.11909,0.05429,0.08232,0.0495,0.07429,0.13348,0.11458,0.0922,0.08094,0.09493,0.20974,0.1332,0.23032,0.10004
75+,0.07768,0.08226,0.10687,0.03759,0.06763,0.02602,0.07199,0.05509,0.05046,0.07426,0.05692,0.05377,0.0918,0.0829,0.08758,0.07079
