Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.97464,0.45222,0.14486,0.08242,0.10692,0.18122,0.17559,0.15522,0.11871,0.031,0.03989,0.05529,0.04258,0.04082,0.01586,0.02418
5 to 9,0.42713,1.7244,0.77964,0.26266,0.13787,0.09537,0.12634,0.18522,0.15596,0.05159,0.07581,0.04981,0.04714,0.05464,0.03405,0.02491
10 to 14,0.2239,0.64737,2.82498,1.25195,0.21056,0.08795,0.19659,0.14292,0.25029,0.06884,0.08815,0.05489,0.04156,0.03557,0.05025,0.03768
15 to 19,0.17449,0.18945,0.46584,3.96102,1.43051,0.36274,0.16533,0.1116,0.16957,0.13847,0.13821,0.06871,0.06963,0.03949,0.09892,0.02196
20 to 24,0.30429,0.16552,0.31785,0.98923,2.38644,1.04541,0.45157,0.27425,0.314,0.19636,0.26038,0.1775,0.1514,0.11892,0.09462,0.04958
25 to 29,0.49432,0.34941,0.28593,0.49217,1.00346,1.41906,0.70619,0.51203,0.40106,0.25928,0.3516,0.31827,0.24785,0.19758,0.14678,0.07042
30 to 34,0.61563,0.45972,0.3557,0.3359,0.64082,0.86957,0.95448,0.69058,0.59656,0.34267,0.27768,0.35544,0.27566,0.26955,0.16292,0.14409
35 to 39,0.54616,0.52796,0.43973,0.41579,0.44006,0.60199,0.70454,0.86983,0.66644,0.39575,0.27847,0.3049,0.34158,0.24974,0.23444,0.11957
40 to 44,0.40487,0.48893,0.5559,0.46616,0.37466,0.44065,0.48537,0.66397,0.79134,0.41566,0.34497,0.32623,0.32247,0.26025,0.30051,0.12487
45 to 49,0.29997,0.24572,0.3694,0.43366,0.45704,0.41732,0.38791,0.44576,0.50409,0.44565,0.4031,0.2405,0.27316,0.21646,0.23694,0.162
50 to 54,0.37051,0.20107,0.248,0.20007,0.28365,0.36051,0.40209,0.31054,0.35348,0.3544,0.32361,0.3607,0.25263,0.24448,0.19803,0.12074
55 to 59,0.33804,0.22769,0.16853,0.10857,0.20529,0.21124,0.31714,0.26897,0.18171,0.17732,0.28021,0.36805,0.34218,0.28935,0.21615,0.12735
60 to 64,0.25783,0.24297,0.13589,0.09143,0.09489,0.09562,0.16677,0.26537,0.19774,0.14488,0.19563,0.27376,0.34188,0.31523,0.40865,0.13845
65 to 69,0.2178,0.17799,0.13799,0.08172,0.07159,0.06997,0.11952,0.18248,0.13807,0.09436,0.1063,0.152,0.24796,0.27317,0.36632,0.1836
70 to 74,0.15366,0.09495,0.1102,0.05482,0.08819,0.04932,0.06778,0.12107,0.11831,0.09472,0.07891,0.09488,0.19588,0.16301,0.38029,0.18011
75+,0.07539,0.07311,0.09888,0.03796,0.07245,0.02593,0.06568,0.04997,0.0521,0.07629,0.05549,0.05374,0.08574,0.10145,0.14461,0.12745
