Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.78338,0.34904,0.00265,0.01342,0.01445,0.00203,0.00493,0.00851,0.00334,0.02785,0.01029,0.02813,0.01218,0.00043,0,0
5 to 9,0.27894,6.68766,1.31866,0.04738,0.0233,0.00893,0.04192,0.0257,0.01983,0.04423,0.12402,0.09727,0.01661,0.00725,0,0.00422
10 to 14,0.04584,0.33966,6.98784,1.8203,0.00846,0.00268,0.02616,0.01775,0.01471,0.02678,0.14357,0.07846,0.00798,0.0027,0,0
15 to 19,0.04184,0.03151,0.18164,5.23057,0.60552,0.01229,0.01458,0.00788,0.05124,0.08255,0.13114,0.07692,0.03319,0,0.00152,0.00424
20 to 24,0.01075,0.02914,0.01707,0.05921,0.25748,0.0257,0.00563,0.00227,0.00131,0.00095,0.00138,0.00141,0.00274,0.00043,0,0
25 to 29,0.0063,0.00641,0.00478,0.00481,0.00464,0.01095,0.00617,0.00403,0.00208,0.00261,0.00147,0.00622,0.00024,0.00034,0,0.00152
30 to 34,0.014,0.01174,0.00674,0.00732,0.00374,0.00197,0.00582,0.00584,0.00214,0.00528,0.00438,0.00254,0.00227,0.00223,0,0
35 to 39,0.01057,0.01152,0.01113,0.01067,0.0047,0.00265,0.0041,0.00444,0.00295,0.00464,0.0044,0.00433,0.00639,0.00098,0.00152,0
40 to 44,0.00601,0.01497,0.01544,0.01182,0.00361,0.00325,0.00465,0.00515,0.00669,0.00458,0.00592,0.00578,0.00146,0.001,0.00157,0
45 to 49,0.00708,0.01054,0.01197,0.01376,0.00443,0.00287,0.00244,0.00248,0.0024,0.00277,0.00814,0.00422,0.00233,0.00162,0.00423,0
50 to 54,0.00564,0.01513,0.01416,0.01266,0.00341,0.00083,0.00225,0.00042,0.0031,0.00394,0.00497,0.00425,0.002,0.00038,0.00704,0
55 to 59,0.00339,0.00394,0.00602,0.00642,0.00215,0.00149,0.00037,0.00105,0.00092,0.00193,0.0027,0.0049,0.00107,0.00292,0.00429,0
60 to 64,0.00043,0.00133,0.00134,0.0013,0.00015,6.00E-04,0.00079,8.00E-05,0.00087,0.00053,0.00082,0.00164,0.00387,0.0016,0.00155,0
65 to 69,2.00E-04,0.00037,0.00019,0.00025,0.00027,0.00043,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.00219,0.00348,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
