Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.33648,0.17828,0.00168,0.00827,0.0084,0.00244,0.00491,0.00842,0.00275,0.02298,0.00778,0.02438,0.01414,0.00051,0,0
5 to 9,0.14247,4.36158,1.07354,0.03742,0.01657,0.01467,0.05034,0.03059,0.01797,0.04011,0.10604,0.09722,0.0257,0.01204,0,0.00422
10 to 14,0.02902,0.27652,7.1017,1.79407,0.00746,0.00509,0.03684,0.0248,0.01579,0.02875,0.14817,0.09359,0.01452,0.00507,0,0
15 to 19,0.02579,0.02489,0.17903,5.00015,0.51878,0.02222,0.01982,0.01063,0.05363,0.08643,0.13184,0.08912,0.05772,0,0.00152,0.00424
20 to 24,0.00625,0.02072,0.01505,0.05072,0.20213,0.03478,0.00648,0.0026,0.00128,0.00093,0.0013,0.00147,0.00369,0.00056,0,0
25 to 29,0.00755,0.01053,0.00908,0.00869,0.00628,0.01215,0.00677,0.00443,0.00226,0.00283,0.00166,0.00693,0.00027,0.00037,0,0.00152
30 to 34,0.01394,0.0141,0.00949,0.00996,0.0043,0.00216,0.00626,0.00629,0.00226,0.00556,0.00471,0.00274,0.00253,0.00239,0,0
35 to 39,0.01046,0.01371,0.01556,0.01441,0.00538,0.00291,0.00442,0.00478,0.00311,0.00489,0.00474,0.00468,0.00714,0.00105,0.00152,0
40 to 44,0.00495,0.01357,0.01657,0.01237,0.00352,0.00352,0.0049,0.00543,0.00682,0.00467,0.00604,0.00602,0.0016,0.00107,0.00157,0
45 to 49,0.00584,0.00956,0.01285,0.01441,0.00432,0.0031,0.00257,0.00262,0.00245,0.00283,0.00831,0.00439,0.00255,0.00172,0.00423,0
50 to 54,0.00427,0.01294,0.01461,0.01273,0.00319,0.00093,0.00242,0.00045,0.00316,0.00402,0.00504,0.00447,0.00229,0.00042,0.00704,0
55 to 59,0.00294,0.00394,0.00718,0.00744,0.00223,0.00166,4.00E-04,0.00114,0.00096,0.00201,0.00284,0.00525,0.00121,0.00318,0.00429,0
60 to 64,5.00E-04,0.00205,0.00244,0.00227,2.00E-04,0.00068,0.00089,9.00E-05,0.00096,0.00058,0.00094,0.00186,0.00451,0.00176,0.00155,0
65 to 69,0.00024,0.00062,0.00035,0.00045,0.00036,0.00046,9.00E-05,0.00041,9.00E-05,0.00034,0,0,0.00241,0.00368,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
