Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.33093,0.22591,0.00176,0.00703,0.004,0.00176,0.00439,0.00761,0.0025,0.0211,0.00556,0.01916,0.01029,0.00041,0,0
5 to 9,0.18054,7.29206,1.4727,0.04111,0.00846,0.00883,0.04989,0.03103,0.01849,0.04194,0.07457,0.07788,0.01721,0.00839,0,0.00422
10 to 14,0.03042,0.37934,7.99281,1.61827,0.00316,0.00269,0.0315,0.02168,0.01399,0.02589,0.08887,0.0643,0.00839,0.00313,0,0
15 to 19,0.02191,0.02734,0.16148,3.62218,0.18325,0.01091,0.01471,0.00804,0.04103,0.06711,0.06907,0.05356,0.02993,0,0.00152,0.00424
20 to 24,0.00298,0.01058,0.00638,0.01792,0.05445,0.02088,0.00434,0.00174,0.00086,0.00063,0.00067,0.00086,0.00209,0.00038,0,0
25 to 29,0.00546,0.00633,0.00479,0.00427,0.00377,0.01093,0.0062,0.00405,0.00207,0.00259,0.00141,0.00612,0.00024,0.00034,0,0.00152
30 to 34,0.01247,0.01397,0.00811,0.00739,0.00288,0.00198,0.00596,0.00599,0.00216,0.00531,0.00418,0.00251,0.00229,0.00225,0,0
35 to 39,0.00946,0.01391,0.0136,0.0109,0.00361,0.00267,0.00421,0.00456,0.00297,0.00468,0.00421,0.00429,0.00647,0.00099,0.00152,0
40 to 44,0.00451,0.01396,0.01469,0.00946,0.00236,0.00322,0.00468,0.00519,0.00652,0.00447,0.00536,0.00553,0.00145,0.00101,0.00157,0
45 to 49,0.00536,0.01,0.01158,0.01119,0.00292,0.00285,0.00246,0.00251,0.00235,0.00271,0.00739,0.00404,0.00231,0.00163,0.00423,0
50 to 54,0.00305,0.0091,0.00876,0.00667,0.00165,8.00E-04,0.00215,4.00E-04,0.00281,0.00358,0.004,0.00375,0.0019,0.00037,0.00704,0
55 to 59,0.00231,0.00316,0.00493,0.00447,0.0013,0.00147,0.00037,0.00104,0.00088,0.00185,0.00238,0.00459,0.00104,0.00292,0.00429,0
60 to 64,0.00036,0.00138,0.00141,0.00118,0.00012,6.00E-04,8.00E-04,9.00E-05,0.00087,0.00053,0.00078,0.00161,0.00388,0.00161,0.00155,0
65 to 69,0.00019,0.00043,0.00022,0.00026,0.00024,0.00043,8.00E-05,0.00038,9.00E-05,0.00032,0,0,0.0022,0.00349,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
