Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.36064,0.17494,0.00156,0.0098,0.01387,0.00209,0.00523,0.00887,0.0028,0.02255,0.00612,0.01943,0.00968,0.00036,0,0
5 to 9,0.13981,3.85687,0.8971,0.04029,0.02611,0.01034,0.0517,0.03086,0.0171,0.036,0.06718,0.06153,0.01202,0.00504,0,0.00422
10 to 14,0.02698,0.23107,5.60732,1.82585,0.01115,0.00342,0.03625,0.02397,0.01437,0.02467,0.08896,0.05617,0.0064,0.00199,0,0
15 to 19,0.03057,0.0268,0.1822,6.55783,0.99205,0.01786,0.02366,0.01247,0.05921,0.08974,0.09713,0.06488,0.03038,0,0.00152,0.00424
20 to 24,0.01032,0.03266,0.02249,0.097,0.53315,0.0362,0.00914,0.00362,0.0017,0.00117,0.0013,0.00145,0.00288,4.00E-04,0,0
25 to 29,0.00647,0.00742,0.00609,0.00699,0.00654,0.01132,0.00654,0.00427,0.00216,0.00269,0.00147,0.00628,0.00024,0.00034,0,0.00152
30 to 34,0.01484,0.01448,0.00934,0.01189,0.00606,0.00209,0.00642,0.00643,0.00229,0.00557,0.00442,0.00259,0.0023,0.00222,0,0
35 to 39,0.01102,0.01384,0.01503,0.01689,0.0075,0.0028,0.00451,0.00487,0.00314,0.00488,0.00442,0.0044,0.00648,0.00098,0.00152,0
40 to 44,0.00504,0.01291,0.01509,0.01366,0.00468,0.00337,0.00496,0.00548,0.00681,0.00462,0.00558,0.00562,0.00144,0.00099,0.00157,0
45 to 49,0.00573,0.00858,0.01103,0.01496,0.00546,0.00295,0.00257,0.00261,0.00242,0.00277,0.00761,0.00407,0.00229,0.00159,0.00423,0
50 to 54,0.00336,0.0082,0.00877,0.00938,0.00321,0.00083,0.00227,0.00042,0.00292,0.00368,0.00415,0.0038,0.00189,0.00037,0.00704,0
55 to 59,0.00234,0.00249,0.00431,0.00542,0.0022,0.00151,0.00038,0.00107,9.00E-04,0.00186,0.00241,0.00458,0.00103,0.00286,0.00429,0
60 to 64,0.00034,0.00096,0.00107,0.00119,0.00016,0.00061,0.00081,9.00E-05,0.00086,0.00052,0.00077,0.00158,0.00381,0.00158,0.00155,0
65 to 69,0.00017,0.00026,0.00014,2.00E-04,0.00025,0.00043,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.00217,0.00346,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
