Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.19411,0.13644,0.00114,0.00572,0.00683,0.00171,0.00416,0.0071,0.00266,0.02171,0.00562,0.01914,0.00964,0.00035,0,0
5 to 9,0.10904,5.13739,1.1166,0.03951,0.02002,0.00889,0.05077,0.03058,0.02398,0.05114,0.08768,0.08905,0.01657,0.00479,0,0.00422
10 to 14,0.01972,0.28761,6.52137,1.67285,0.00799,0.00282,0.03382,0.02256,0.01915,0.03333,0.11035,0.07755,0.00849,0.00186,0,0
15 to 19,0.01784,0.02628,0.16693,4.73391,0.56371,0.01277,0.01845,0.00981,0.06541,0.10087,0.10021,0.07517,0.03485,0,0.00152,0.00424
20 to 24,0.00508,0.02504,0.01613,0.05512,0.2467,0.02643,0.00661,0.00264,0.00158,0.00111,0.00115,0.00141,0.00285,0.00037,0,0
25 to 29,0.00529,0.00638,0.00502,0.00499,0.00477,0.01101,0.0063,0.00411,0.00214,0.00268,0.00145,0.00627,0.00024,0.00034,0,0.00152
30 to 34,0.01181,0.01422,0.00871,0.00927,0.00439,0.00201,0.00617,0.00618,0.00233,0.00568,0.00444,0.00265,0.00234,0.00221,0,0
35 to 39,0.00882,0.01371,0.01415,0.0133,0.00546,0.0027,0.00434,0.00469,0.00319,0.00498,0.00445,0.00451,0.00658,0.00097,0.00152,0
40 to 44,0.00479,0.01811,0.02011,0.01509,0.00434,0.00334,0.00505,0.00558,0.00748,0.00506,0.00601,0.00611,0.00152,0.00099,0.00157,0
45 to 49,0.00552,0.01219,0.0149,0.01682,0.00516,0.00294,0.00262,0.00267,0.00265,0.00303,0.00818,0.00441,0.00241,0.00159,0.00423,0
50 to 54,0.00308,0.0107,0.01088,0.00968,0.00284,0.00082,0.00228,0.00042,0.00315,0.00396,0.0044,0.00406,0.00197,0.00037,0.00704,0
55 to 59,0.00231,0.00361,0.00595,0.00628,0.00214,0.0015,0.00039,0.00109,0.00098,0.00202,0.00258,0.00493,0.00108,0.00286,0.00429,0
60 to 64,0.00034,0.00133,0.00142,0.00137,0.00016,0.00061,0.00082,9.00E-05,0.00091,0.00055,0.00081,0.00166,0.00392,0.00158,0.00155,0
65 to 69,0.00016,0.00025,0.00013,0.00018,0.00023,0.00042,8.00E-05,0.00037,9.00E-05,0.00031,0,0,0.00217,0.00346,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
