Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.11191,0.07386,0.00057,0.00236,0.00219,0.00156,0.00359,0.00621,0.0023,0.01899,0.0057,0.01941,0.01077,0.00043,0,0
5 to 9,0.05903,3.56223,0.71148,0.0196,0.00454,0.00751,0.04272,0.02703,0.02249,0.04867,0.11666,0.11807,0.02767,0.01296,0,0.00422
10 to 14,0.00993,0.18326,3.81933,0.76358,0.00169,0.00228,0.02686,0.01879,0.01679,0.02967,0.13655,0.09576,0.01322,0.00473,0,0
15 to 19,0.00737,0.01304,0.0762,1.69299,0.10079,0.0095,0.01265,0.00701,0.04769,0.07484,0.1006,0.07566,0.04416,0,0.00152,0.00424
20 to 24,0.00163,0.00568,0.00342,0.00985,0.04214,0.02032,0.00417,0.00168,0.00091,0.00065,0.00078,0.00097,0.00238,0.00042,0,0
25 to 29,0.00484,0.00539,0.00407,0.00371,0.00367,0.01095,0.00624,0.00409,0.00214,0.00267,0.0015,0.00645,0.00025,0.00035,0,0.00152
30 to 34,0.01018,0.01196,0.00692,0.00636,0.00277,0.00199,0.0061,0.00616,0.00234,0.00573,0.00479,0.00284,0.00256,0.00241,0,0
35 to 39,0.00772,0.01212,0.01179,0.0095,0.00349,0.00269,0.00432,0.0047,0.00325,0.00508,0.00488,0.0049,0.00728,0.00107,0.00152,0
40 to 44,0.00414,0.01698,0.01762,0.011,0.0025,0.00334,0.00508,0.00568,0.00783,0.0053,0.007,0.00703,0.00179,0.00115,0.00157,0
45 to 49,0.00483,0.0116,0.01326,0.01248,0.00305,0.00293,0.00265,0.00272,0.00278,0.00318,0.0095,0.00506,0.00282,0.00184,0.00423,0
50 to 54,0.00313,0.01423,0.01346,0.00972,0.00191,0.00084,0.00246,0.00046,0.00366,0.0046,0.0058,0.00524,0.00255,0.00045,0.00704,0
55 to 59,0.00234,0.00479,0.00734,0.00632,0.00148,0.00154,0.00042,0.00119,0.00112,0.00231,0.00333,0.00622,0.00136,0.00344,0.00429,0
60 to 64,0.00038,0.00221,0.00222,0.00173,0.00013,0.00063,0.00089,1.00E-04,0.00107,0.00064,0.00104,0.0021,0.00489,0.00186,0.00155,0
65 to 69,2.00E-04,0.00066,0.00032,0.00036,0.00026,0.00044,9.00E-05,0.00041,1.00E-04,0.00036,0,0,0.00254,0.0038,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
