Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.11787,0.08536,0.00058,0.00184,0.0022,0.00146,0.0031,0.00528,0.0019,0.01583,0.00411,0.01448,0.0084,0.00037,0,0
5 to 9,0.06822,4.40488,0.74866,0.01494,0.00481,0.00532,0.02471,0.01491,0.01338,0.02926,0.04924,0.05256,0.01316,0.00756,0,0.00422
10 to 14,0.00995,0.19284,3.42415,0.49853,0.00157,0.00159,0.01484,0.00991,0.00916,0.0164,0.05358,0.03974,0.0059,0.00263,0,0
15 to 19,0.00574,0.00993,0.04975,0.8241,0.07547,0.0069,0.00711,0.00378,0.02421,0.03864,0.03846,0.03074,0.01955,0,0.00152,0.00424
20 to 24,0.00164,0.00601,0.00317,0.00738,0.0413,0.0193,0.00372,0.00148,0.00078,0.00056,6.00E-04,0.00077,0.00195,0.00037,0,0
25 to 29,0.00453,0.00382,0.00284,0.0027,0.00349,0.01078,0.00602,0.00393,0.00202,0.00253,0.00137,0.00597,0.00023,0.00034,0,0.00152
30 to 34,0.0088,0.00692,0.00382,0.00357,0.00247,0.00192,0.00561,0.00562,0.00204,0.00503,0.00395,0.00239,0.00221,0.00222,0,0
35 to 39,0.00657,0.00668,0.00622,0.00512,0.00307,0.00258,0.00395,0.00426,0.00281,0.00442,0.00396,0.00406,0.00622,0.00097,0.00152,0
40 to 44,0.00342,0.0101,0.00962,0.00558,0.00214,0.00314,0.00444,0.0049,0.00634,0.00433,0.00517,0.00535,0.00142,0.001,0.00157,0
45 to 49,0.00403,0.00698,0.00733,0.00644,0.00262,0.00277,0.00233,0.00236,0.00227,0.00262,0.00711,0.0039,0.00226,0.00162,0.00423,0
50 to 54,0.00226,0.00601,0.00528,0.00371,0.00147,0.00077,0.00203,0.00038,0.00271,0.00344,0.00384,0.0036,0.00185,0.00037,0.00704,0
55 to 59,0.00175,0.00213,0.00305,0.00257,0.00117,0.00143,0.00035,0.00099,0.00085,0.00178,0.00229,0.00443,0.00102,0.00289,0.00429,0
60 to 64,3.00E-04,0.00105,0.00099,0.00077,0.00011,0.00059,0.00077,8.00E-05,0.00085,0.00052,0.00076,0.00157,0.00383,0.0016,0.00155,0
65 to 69,0.00017,0.00039,0.00018,0.00021,0.00024,0.00042,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.0022,0.0035,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
