Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.49423,0.26667,0.00242,0.01209,0.01229,0.00208,0.00565,0.00966,0.00316,0.02639,0.00618,0.02097,0.01114,0.00038,0,0
5 to 9,0.21312,6.4061,1.51227,0.0537,0.02453,0.01073,0.06177,0.03733,0.02193,0.04896,0.07205,0.0739,0.01658,0.00601,0,0.00422
10 to 14,0.04175,0.38953,9.59354,2.46935,0.01062,0.00358,0.04393,0.02941,0.01872,0.0341,0.09657,0.06841,0.00898,0.0024,0,0
15 to 19,0.0377,0.03571,0.24641,7.01103,0.75047,0.01608,0.02384,0.01272,0.06417,0.10345,0.08835,0.0668,0.03685,0,0.00152,0.00424
20 to 24,0.00914,0.03068,0.02142,0.07338,0.29434,0.02913,0.00748,0.00299,0.00148,0.00107,0.00101,0.00124,0.00284,4.00E-04,0,0
25 to 29,0.00645,0.0077,0.00638,0.00629,0.00526,0.01113,0.00643,0.0042,0.00214,0.00268,0.00144,0.00622,0.00024,0.00034,0,0.00152
30 to 34,0.01604,0.0173,0.01131,0.01198,0.00497,0.00205,0.00638,0.0064,0.0023,0.00566,0.00432,0.00259,0.00234,0.00223,0,0
35 to 39,0.012,0.01674,0.01845,0.01724,0.0062,0.00276,0.0045,0.00486,0.00316,0.00497,0.00434,0.0044,0.0066,0.00098,0.00152,0
40 to 44,0.00569,0.01656,0.01965,0.0148,0.00405,0.00334,0.00499,0.00552,0.00694,0.00475,0.00552,0.00566,0.00148,0.001,0.00157,0
45 to 49,0.00671,0.01167,0.01525,0.01725,0.00497,0.00294,0.00262,0.00266,0.00249,0.00287,0.0076,0.00413,0.00235,0.00161,0.00423,0
50 to 54,0.00339,0.00879,0.00952,0.00853,0.00248,0.00081,0.00222,0.00041,0.00289,0.00368,0.00402,0.00375,0.0019,0.00037,0.00704,0
55 to 59,0.00253,0.003,0.00525,0.00558,0.00189,0.00149,0.00038,0.00107,9.00E-04,0.00189,0.00238,0.00458,0.00104,0.00287,0.00429,0
60 to 64,0.00039,0.00133,0.00151,0.00145,0.00016,0.00061,0.00082,9.00E-05,0.00088,0.00054,0.00078,0.00161,0.00388,0.00159,0.00155,0
65 to 69,0.00018,0.00031,0.00016,0.00023,0.00026,0.00043,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.00218,0.00346,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
