Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.19586,0.10277,0.00088,0.00273,0.00192,0.00157,0.0039,0.00669,0.00258,0.02108,0.00625,0.02152,0.01165,0.00045,0,0
5 to 9,0.08213,2.75295,0.61033,0.0126,0.00213,0.00594,0.0352,0.02142,0.01759,0.03773,0.08289,0.08718,0.02019,0.01007,0,0.00422
10 to 14,0.01513,0.15721,3.63601,0.54406,0.00086,0.0019,0.02377,0.01602,0.01427,0.02497,0.10598,0.0771,0.01048,0.00394,0,0
15 to 19,0.00851,0.00838,0.05429,0.92011,0.04857,0.00767,0.00983,0.00527,0.03417,0.05346,0.06518,0.05102,0.02994,0,0.00152,0.00424
20 to 24,0.00143,0.00266,0.00174,0.00475,0.03238,0.01917,0.00372,0.00148,0.00075,0.00055,6.00E-04,0.00077,0.00195,0.00037,0,0
25 to 29,0.00487,0.00426,0.00338,0.003,0.00346,0.01083,0.00613,0.004,0.00207,0.00259,0.00143,0.00618,0.00024,0.00034,0,0.00152
30 to 34,0.01108,0.00986,0.00612,0.00494,0.00247,0.00196,0.00594,0.00596,0.00224,0.00547,0.00445,0.00267,0.00242,0.00233,0,0
35 to 39,0.00831,0.0096,0.01005,0.00713,0.00307,0.00263,0.00419,0.00453,0.00308,0.00482,0.00447,0.00455,0.00682,0.00103,0.00152,0
40 to 44,0.00464,0.01328,0.01498,0.00788,0.00207,0.00323,0.00486,0.00538,0.00725,0.00491,0.0062,0.00634,0.00163,0.00109,0.00157,0
45 to 49,0.00536,0.00899,0.01117,0.00891,0.00254,0.00284,0.00253,0.00258,0.00258,0.00295,0.00843,0.00457,0.00257,0.00174,0.00423,0
50 to 54,0.00343,0.01011,0.01045,0.00629,0.00148,8.00E-04,0.00229,0.00042,0.00325,0.00408,0.00486,0.00449,0.00222,0.00041,0.00704,0
55 to 59,0.0026,0.00353,0.00591,0.00426,0.00118,0.00148,0.00039,0.00111,0.00101,0.00209,0.00286,0.00545,0.00121,0.0032,0.00429,0
60 to 64,0.00041,0.00161,0.00176,0.00118,0.00011,0.00061,0.00085,9.00E-05,0.00097,0.00059,0.00091,0.00186,0.00438,0.00174,0.00155,0
65 to 69,0.00021,0.00052,0.00027,0.00027,0.00023,0.00043,8.00E-05,4.00E-04,1.00E-04,0.00034,0,0,0.00238,0.00366,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
