Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.17892,0.09913,0.00094,0.00233,0.00213,0.00148,0.00333,0.00569,0.00199,0.0167,0.00463,0.01638,0.0096,0.00041,0,0
5 to 9,0.07922,2.91101,0.72206,0.01143,0.00283,0.00497,0.02476,0.01503,0.01068,0.02411,0.0486,0.05338,0.0142,0.00831,0,0.00422
10 to 14,0.01618,0.18599,4.81438,0.55034,0.00125,0.00163,0.01764,0.01186,0.00924,0.01704,0.06671,0.05066,0.0079,0.00346,0,0
15 to 19,0.00725,0.0076,0.05492,0.7282,0.05537,0.00679,0.00738,0.00394,0.02217,0.03611,0.04031,0.03276,0.02154,0,0.00152,0.00424
20 to 24,0.00158,0.00355,0.00252,0.00541,0.03468,0.01908,0.00367,0.00146,0.00073,0.00053,0.00058,0.00075,0.00192,0.00037,0,0
25 to 29,0.00459,0.00357,0.0029,0.00265,0.00344,0.01078,0.00602,0.00394,0.00201,0.00252,0.00137,0.00598,0.00023,0.00034,0,0.00152
30 to 34,0.00945,0.00693,0.00454,0.00371,0.00243,0.00192,0.00564,0.00566,0.00205,0.00505,0.004,0.00242,0.00224,0.00224,0,0
35 to 39,0.00707,0.00674,0.00744,0.00533,0.00303,0.00259,0.00397,0.00429,0.00281,0.00443,0.00401,0.00412,0.00631,0.00099,0.00152,0
40 to 44,0.00358,0.00806,0.0097,0.00511,0.00201,0.00314,0.00444,0.00491,0.00624,0.00428,0.00518,0.00537,0.00143,0.00101,0.00157,0
45 to 49,0.00425,0.00575,0.00762,0.00602,0.00248,0.00277,0.00233,0.00237,0.00225,0.0026,0.00714,0.00392,0.00229,0.00163,0.00423,0
50 to 54,0.00254,0.00593,0.00658,0.00389,0.00143,0.00077,0.00205,0.00038,0.00271,0.00346,0.00391,0.00368,0.0019,0.00038,0.00704,0
55 to 59,0.00198,0.00216,0.00389,0.00273,0.00114,0.00143,0.00035,0.001,0.00086,0.00179,0.00234,0.00453,0.00105,0.00295,0.00429,0
60 to 64,0.00034,0.00114,0.00133,0.00085,0.00011,0.00059,0.00078,8.00E-05,0.00086,0.00052,0.00078,0.00161,0.00394,0.00164,0.00155,0
65 to 69,0.00019,0.00043,0.00024,0.00023,0.00024,0.00043,8.00E-05,0.00038,9.00E-05,0.00032,0,0,0.00224,0.00355,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
