Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.20703,0.14401,0.00067,0.00204,0.00201,0.00153,0.00369,0.00629,0.00231,0.01939,0.00534,0.01889,0.01087,0.00046,0,0
5 to 9,0.11509,5.24999,0.59872,0.01165,0.00285,0.00588,0.03677,0.02216,0.01731,0.03915,0.07658,0.08426,0.02162,0.01251,0,0.00422
10 to 14,0.01153,0.15422,1.85709,0.269,0.00076,0.00157,0.01703,0.01136,0.00898,0.01655,0.06137,0.04682,0.00714,0.00327,0,0
15 to 19,0.00637,0.00775,0.02684,0.45418,0.04344,0.00682,0.00767,0.00408,0.02356,0.03838,0.04166,0.03393,0.02194,0,0.00152,0.00424
20 to 24,0.0015,0.00356,0.00153,0.00425,0.03287,0.01909,0.00369,0.00147,0.00074,0.00054,0.00058,0.00076,0.00193,0.00037,0,0
25 to 29,0.00473,0.00422,0.00279,0.00267,0.00345,0.01079,0.00606,0.00396,0.00203,0.00255,0.00139,0.00604,0.00024,0.00034,0,0.00152
30 to 34,0.01047,0.0103,0.00439,0.00385,0.00245,0.00194,0.00578,0.00579,0.00213,0.00524,0.00416,0.00251,0.00232,0.0023,0,0
35 to 39,0.00782,0.00993,0.00713,0.00552,0.00305,0.0026,0.00407,0.00439,0.00292,0.0046,0.00417,0.00428,0.00653,0.00101,0.00152,0
40 to 44,0.00415,0.01307,0.00942,0.00543,0.00203,0.00317,0.00461,0.0051,0.00661,0.00453,0.00551,0.0057,0.00151,0.00105,0.00157,0
45 to 49,0.00493,0.00933,0.0074,0.0064,0.00251,0.00279,0.00242,0.00246,0.00238,0.00275,0.00759,0.00417,0.00241,0.0017,0.00423,0
50 to 54,0.00293,0.00934,0.00605,0.00402,0.00143,0.00078,0.00214,0.00039,0.00288,0.00367,0.00417,0.00392,0.00201,0.00039,0.00704,0
55 to 59,0.00228,0.00342,0.00359,0.00283,0.00115,0.00145,0.00037,0.00104,0.00091,0.0019,0.00249,0.00482,0.00111,0.00309,0.00429,0
60 to 64,0.00038,0.00173,0.0012,0.00086,0.00011,6.00E-04,0.00081,9.00E-05,9.00E-04,0.00055,0.00082,0.0017,0.00414,0.0017,0.00155,0
65 to 69,0.00021,0.00064,0.00022,0.00023,0.00024,0.00043,8.00E-05,0.00039,9.00E-05,0.00033,0,0,0.00233,0.00367,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
