Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.77122,0.35259,0.00291,0.01258,0.00196,0.00197,0.00555,0.00939,0.00313,0.02617,0.00646,0.02228,0.01186,0.00038,0,0
5 to 9,0.28178,6.94349,1.48707,0.04555,0.0018,0.00856,0.05132,0.03052,0.01846,0.04123,0.06636,0.07046,0.0162,0.00574,0,0.00422
10 to 14,0.05021,0.38304,8.55809,1.90047,0.00072,0.00269,0.03381,0.02227,0.01459,0.02659,0.08269,0.06077,0.00822,0.00222,0,0
15 to 19,0.03922,0.03029,0.18964,4.65973,0.05032,0.01139,0.01668,0.00877,0.04539,0.07323,0.06882,0.05405,0.03099,0,0.00152,0.00424
20 to 24,0.00146,0.00225,0.00145,0.00492,0.03099,0.01904,0.00361,0.00144,7.00E-04,0.00051,0.00054,0.00071,0.00181,0.00035,0,0
25 to 29,0.00611,0.00614,0.00479,0.00446,0.00344,0.01092,0.0062,0.00405,0.00207,0.00259,0.0014,0.00609,0.00024,0.00034,0,0.00152
30 to 34,0.01576,0.01437,0.00871,0.00838,0.00239,0.00198,0.00602,0.00602,0.00217,0.00534,0.00416,0.0025,0.00229,0.00222,0,0
35 to 39,0.01167,0.01368,0.01397,0.01188,0.00297,0.00266,0.00423,0.00456,0.00298,0.00468,0.00416,0.00426,0.00645,0.00097,0.00152,0
40 to 44,0.00564,0.01394,0.01532,0.01047,0.00193,0.00322,0.00471,0.0052,0.00655,0.00448,0.00532,0.00549,0.00144,0.00099,0.00157,0
45 to 49,0.00665,0.00983,0.01189,0.01221,0.00238,0.00284,0.00247,0.00251,0.00235,0.00272,0.00732,0.00401,0.0023,0.0016,0.00423,0
50 to 54,0.00354,0.0081,0.00815,0.00665,0.00134,0.00079,0.00214,0.00039,0.00278,0.00354,0.00393,0.00368,0.00188,0.00037,0.00704,0
55 to 59,0.00269,0.00286,0.00466,0.00451,0.00107,0.00146,0.00037,0.00103,0.00088,0.00183,0.00234,0.00452,0.00103,0.00286,0.00429,0
60 to 64,0.00042,0.0013,0.00138,0.00122,1.00E-04,6.00E-04,8.00E-04,9.00E-05,0.00086,0.00053,0.00077,0.00159,0.00386,0.00159,0.00155,0
65 to 69,0.00018,0.00029,0.00015,2.00E-04,0.00022,0.00042,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.00217,0.00346,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
