Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.9643,0.39043,0.0033,0.01826,0.03131,0.00334,0.0093,0.01583,0.00525,0.04386,0.01088,0.03789,0.01772,0.00041,0,0
5 to 9,0.31202,6.72981,1.48032,0.05827,0.04701,0.01772,0.0918,0.05514,0.0328,0.07349,0.1213,0.13158,0.02654,0.00647,0,0.00422
10 to 14,0.05707,0.3813,8.7497,2.49678,0.01899,0.00565,0.06171,0.04105,0.02645,0.04837,0.15414,0.11567,0.0137,0.00252,0,0
15 to 19,0.05694,0.03875,0.24915,7.85747,1.4836,0.02699,0.03627,0.01924,0.09827,0.15897,0.15191,0.12133,0.06004,0,0.00152,0.00424
20 to 24,0.02329,0.05879,0.03831,0.14506,0.98465,0.05765,0.01549,0.00617,0.00308,0.00224,0.00223,0.00283,0.00557,0.00047,0,0
25 to 29,0.01036,0.01271,0.01007,0.01056,0.01041,0.01223,0.00736,0.0048,0.00246,0.00308,0.00165,0.00714,0.00027,0.00034,0,0.00152
30 to 34,0.0264,0.02571,0.01589,0.01823,0.01028,0.00235,0.00764,0.00765,0.00277,0.00681,0.00523,0.00314,0.00268,0.00227,0,0
35 to 39,0.01967,0.02472,0.02575,0.02606,0.01277,0.00316,0.00538,0.0058,0.0038,0.00598,0.00524,0.00534,0.00755,0.001,0.00152,0
40 to 44,0.00945,0.02476,0.02777,0.02266,0.00847,0.00384,0.00601,0.00664,0.00839,0.00574,0.00672,0.00691,0.0017,0.00101,0.00157,0
45 to 49,0.01115,0.01752,0.02162,0.02651,0.01041,0.00338,0.00315,0.0032,0.00301,0.00348,0.00924,0.00504,0.00271,0.00164,0.00423,0
50 to 54,0.00597,0.0148,0.0152,0.01467,0.0055,0.00093,0.00269,5.00E-04,0.00352,0.00447,0.00489,0.00457,0.00219,0.00037,0.00704,0
55 to 59,0.00457,0.00533,0.00887,0.01013,0.00431,0.00171,0.00046,0.0013,0.0011,0.0023,0.00291,0.00559,0.0012,0.00293,0.00429,0
60 to 64,0.00062,0.00212,0.0023,0.00236,0.00031,0.00067,0.00094,1.00E-04,0.00101,0.00062,0.00089,0.00185,0.00427,0.00161,0.00155,0
65 to 69,0.00019,0.00033,0.00017,0.00025,3.00E-04,0.00043,8.00E-05,0.00039,9.00E-05,0.00032,0,0,0.00221,0.00347,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
