Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.46296,0.21515,0.00227,0.0113,0.01108,0.00243,0.00706,0.01207,0.00498,0.04171,0.01341,0.0424,0.01519,0.00038,0,0
5 to 9,0.17194,4.4304,1.22487,0.04322,0.01897,0.01285,0.07584,0.04576,0.03636,0.08172,0.18596,0.17914,0.02489,0.00561,0,0.00422
10 to 14,0.03925,0.3155,9.1061,2.32836,0.00957,0.00484,0.06194,0.0414,0.036,0.06604,0.29185,0.19385,0.01544,0.00235,0,0
15 to 19,0.03523,0.02874,0.23234,6.56718,0.67279,0.02136,0.03316,0.01767,0.12106,0.19647,0.25938,0.18371,0.06189,0,0.00152,0.00424
20 to 24,0.00824,0.02373,0.01932,0.06578,0.25506,0.03386,0.00922,0.00368,0.0023,0.00168,0.00219,0.00253,0.00387,0.00039,0,0
25 to 29,0.00755,0.00922,0.00863,0.00835,0.00611,0.0117,0.00707,0.00462,0.00251,0.00315,0.00183,0.00764,0.00026,0.00034,0,0.00152
30 to 34,0.02005,0.02124,0.01595,0.01666,0.00612,0.00226,0.00757,0.0076,0.00306,0.00753,0.00658,0.00373,0.00275,0.00226,0,0
35 to 39,0.01499,0.02052,0.02597,0.02394,0.00763,0.00304,0.00534,0.00577,0.0042,0.00662,0.00661,0.00637,0.00774,0.00099,0.00152,0
40 to 44,0.00896,0.02745,0.03779,0.02792,0.00633,0.00392,0.00663,0.00734,0.01065,0.00729,0.00996,0.00955,0.00189,0.00102,0.00157,0
45 to 49,0.0106,0.01948,0.02953,0.03276,0.0078,0.00346,0.00348,0.00354,0.00383,0.00442,0.01372,0.00697,0.00302,0.00164,0.00423,0
50 to 54,0.00736,0.02269,0.02878,0.02505,0.00541,0.00103,0.00338,0.00063,0.00522,0.00664,0.00863,0.00742,0.0027,0.00038,0.00704,0
55 to 59,0.00511,0.00726,0.01487,0.01534,0.00384,0.00183,0.00055,0.00155,0.00152,0.00319,0.00472,0.00842,0.00142,0.00297,0.00429,0
60 to 64,0.00054,0.00199,0.00259,0.00243,0.00021,0.00066,0.00096,1.00E-04,0.00113,0.00069,0.0011,0.00218,0.00444,0.00161,0.00155,0
65 to 69,0.00018,0.00029,0.00016,0.00022,0.00025,0.00043,8.00E-05,0.00038,9.00E-05,0.00032,0,0,0.0022,0.00346,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
