Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.25038,0.15127,0.00157,0.00686,0.00533,0.0017,0.00398,0.00671,0.00301,0.02438,0.00918,0.03107,0.01472,0.00042,0,0
5 to 9,0.12089,4.48779,1.21966,0.03759,0.01166,0.00774,0.0385,0.02262,0.02446,0.05195,0.16039,0.16641,0.03231,0.00882,0,0.00422
10 to 14,0.02703,0.31416,8.91243,1.98951,0.00575,0.00276,0.02992,0.01944,0.02355,0.04072,0.24694,0.17695,0.01997,0.00389,0,0
15 to 19,0.0214,0.025,0.19853,4.90312,0.35715,0.01169,0.01497,0.00777,0.0714,0.10957,0.19475,0.14885,0.07101,0,0.00152,0.00424
20 to 24,0.00397,0.01458,0.01161,0.03492,0.10929,0.02258,0.00485,0.00191,0.00128,9.00E-04,0.00136,0.00168,0.00348,0.00043,0,0
25 to 29,0.00527,0.00555,0.00492,0.00457,0.00408,0.01093,0.00617,0.00403,0.00213,0.00266,0.00153,0.00659,0.00025,0.00034,0,0.00152
30 to 34,0.01129,0.01078,0.0077,0.00752,0.00322,0.00197,0.00586,0.00587,0.00226,0.00551,0.00478,0.00285,0.00249,0.00227,0,0
35 to 39,0.00833,0.01014,0.01219,0.01053,0.00396,0.00265,0.00412,0.00444,0.00308,0.00482,0.00475,0.00481,0.00697,0.001,0.00152,0
40 to 44,0.00541,0.01846,0.02472,0.01647,0.00351,0.00332,0.00489,0.00539,0.00778,0.00525,0.00755,0.00763,0.00182,0.00106,0.00157,0
45 to 49,0.0062,0.01239,0.01821,0.01827,0.00418,0.00292,0.00255,0.00258,0.00275,0.00313,0.01015,0.00544,0.00285,0.0017,0.00423,0
50 to 54,0.00503,0.01957,0.02435,0.01881,0.00335,0.00086,0.00245,0.00045,0.00396,0.00492,0.00718,0.00651,0.00284,0.00042,0.00704,0
55 to 59,0.00375,0.00675,0.01357,0.01243,0.00256,0.00158,0.00042,0.00117,0.00122,0.00249,0.00414,0.00773,0.00153,0.00322,0.00429,0
60 to 64,0.00052,0.00258,0.00335,0.00279,0.00019,0.00063,0.00087,9.00E-05,0.00108,0.00065,0.00116,0.00235,0.00508,0.00172,0.00155,0
65 to 69,2.00E-04,0.00045,0.00027,0.00033,0.00028,0.00043,8.00E-05,0.00039,9.00E-05,0.00033,0,0,0.00235,0.00353,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
