Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.52007,0.20255,0.00099,0.00328,0.00231,0.00161,0.00399,0.00685,0.00264,0.02194,0.00639,0.02217,0.01159,0.00045,0,0
5 to 9,0.16187,3.42941,0.42415,0.00963,0.00222,0.00538,0.02755,0.01679,0.01289,0.02862,0.05924,0.06355,0.01429,0.00748,0,0.00422
10 to 14,0.01706,0.10925,1.42819,0.24062,0.00065,0.0015,0.01425,0.00958,0.00743,0.01349,0.05221,0.03905,0.00539,0.00232,0,0
15 to 19,0.01024,0.00641,0.02401,0.46466,0.04131,0.00677,0.00713,0.00381,0.02189,0.0353,0.03958,0.03177,0.01912,0,0.00152,0.00424
20 to 24,0.00172,0.00278,0.00132,0.00404,0.03224,0.01902,0.00362,0.00144,0.00072,0.00052,0.00057,0.00074,0.00186,0.00036,0,0
25 to 29,0.00498,0.00386,0.00268,0.00265,0.00343,0.01079,0.00604,0.00395,0.00202,0.00253,0.00138,0.00601,0.00024,0.00034,0,0.00152
30 to 34,0.01133,0.00771,0.00367,0.00358,0.0024,0.00193,0.00567,0.00569,0.00207,0.0051,0.00405,0.00245,0.00225,0.00223,0,0
35 to 39,0.00851,0.00753,0.00601,0.00516,0.00299,0.00259,0.004,0.00432,0.00285,0.00448,0.00407,0.00417,0.00633,0.00098,0.00152,0
40 to 44,0.00475,0.00973,0.0078,0.00505,0.00198,0.00315,0.0045,0.00498,0.00639,0.00438,0.00533,0.00551,0.00144,0.00101,0.00157,0
45 to 49,0.00558,0.00682,0.00603,0.00589,0.00244,0.00278,0.00236,0.0024,0.0023,0.00265,0.00733,0.00402,0.0023,0.00162,0.00423,0
50 to 54,0.00351,0.00723,0.00515,0.00382,0.0014,0.00078,0.00208,0.00039,0.00279,0.00355,0.00405,0.00379,0.00192,0.00038,0.00704,0
55 to 59,0.00267,0.00258,0.00299,0.00265,0.00112,0.00144,0.00036,0.00101,0.00088,0.00184,0.00241,0.00466,0.00106,0.00294,0.00429,0
60 to 64,0.00041,0.00114,9.00E-04,0.00075,1.00E-04,0.00059,0.00079,8.00E-05,0.00086,0.00052,0.00078,0.00162,0.00391,0.00162,0.00155,0
65 to 69,0.00021,0.00038,0.00016,2.00E-04,0.00023,0.00043,8.00E-05,0.00038,9.00E-05,0.00032,0,0,0.00221,0.00351,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
