Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.8179,0.22224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,6.00E-05,7.48407,1.05533,0.01521,0,0,0.00329,0.01078,0.01354,0.01116,0,0,0,0,0,0.00756
10 to 14,0,0.83161,11.77983,2.68172,0,0.00099,0.00922,0,0,0.01177,0,0,0,0,0,0
15 to 19,0,0,0.27115,8.72584,1.49191,0.00607,0,0,0,0.12748,0.05111,0,0,0,0,0
20 to 24,0.01236,0.00414,0.02872,0.10775,1.0619,0.04701,0.00195,0.00372,0,0,0.00471,0.0026,0,0,0,0
25 to 29,0,0.00714,0.00643,0.00518,0.0031,0.01012,0.00664,0.00272,0,0.00246,0.00401,0.02629,0,0,0,0.00278
30 to 34,0.0057,0.02027,0.01225,0.02201,0.00955,0.0016,0.00385,0.00167,0.00549,0,0,0,0,0,0,0
35 to 39,0.0022,0.01471,0.01957,0.01948,0.00601,0.00347,0.00544,0.00395,0,0,0.0157,0.00448,0,0,0,0
40 to 44,0,0.01682,0.01424,0.0132,0.00345,0.00225,0.00714,0,0.00122,0.00279,0,0.00106,0,0.00489,0,0
45 to 49,0.00619,0.01216,0.01183,0.01299,0.0044,0.00416,0.00396,0.00064,0,0,0.00728,0,0.00346,0,0,0
50 to 54,0.00742,0.00899,0.01072,0.01164,0.00559,0.00037,0.00254,0,0,0.00283,0,0,0,0,0,0
55 to 59,0,0.00467,0.00484,0.00178,0.00062,0.00036,0,0,0,0,0,0,0,0,0,0
60 to 64,0,0.00283,8.00E-04,0.00107,0.00041,0.00035,0.00227,0,0,0,0,0,0,0,0,0
65 to 69,0,0.00014,0,1.00E-04,0.00063,0,0,0,0,0,0,0,0,0,0,0
70 to 74,0,0,0,0,0,0.00032,0,0,0,0,0,0,0,0,0,0
75+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
