Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.11209,0.08248,0.00067,0.00249,0.0024,0.00151,0.00355,0.00617,0.00228,0.01909,0.00491,0.01742,0.01005,0.00044,0,0
5 to 9,0.06591,4.56218,0.95689,0.0235,0.0062,0.00677,0.04502,0.02896,0.02434,0.0545,0.09097,0.10027,0.02551,0.01536,0,0.00422
10 to 14,0.01156,0.24647,5.39328,0.96079,0.0024,0.00211,0.02925,0.02082,0.01888,0.0345,0.11125,0.08484,0.01269,0.00578,0,0
15 to 19,0.00775,0.01563,0.09588,1.90185,0.12702,0.00863,0.01273,0.00715,0.04884,0.079,0.07695,0.06254,0.03936,0,0.00152,0.00424
20 to 24,0.00179,0.00775,0.00485,0.01242,0.0495,0.02016,0.00432,0.00175,0.00097,7.00E-04,0.00073,0.00095,0.00239,0.00045,0,0
25 to 29,0.00469,0.00486,0.00377,0.00337,0.00364,0.01085,0.00616,0.00403,0.00209,0.00262,0.00142,0.00618,0.00024,0.00035,0,0.00152
30 to 34,0.01008,0.01261,0.00753,0.0064,0.00287,0.00197,0.00605,0.00611,0.00232,0.0057,0.00444,0.00268,0.00246,0.00243,0,0
35 to 39,0.00767,0.01298,0.01306,0.00968,0.00363,0.00265,0.00429,0.00468,0.00323,0.00507,0.00451,0.00462,0.00701,0.00108,0.00152,0
40 to 44,0.00411,0.01838,0.01982,0.01126,0.00266,0.00326,0.00503,0.00563,0.00773,0.00529,0.00623,0.00645,0.00169,0.00116,0.00157,0
45 to 49,0.00485,0.01299,0.01543,0.01317,0.00327,0.00288,0.00263,0.00272,0.00278,0.0032,0.00857,0.0047,0.0027,0.00188,0.00423,0
50 to 54,0.0027,0.0111,0.01097,0.00743,0.00181,8.00E-04,0.00228,0.00043,0.00326,0.00415,0.00457,0.00429,0.00218,0.00043,0.00704,0
55 to 59,0.0021,0.00407,0.00651,0.00522,0.00145,0.00148,0.00039,0.00112,0.00103,0.00215,0.00273,0.00528,0.0012,0.00332,0.00429,0
60 to 64,0.00035,0.00204,0.00213,0.00155,0.00013,0.00061,0.00086,9.00E-05,0.00101,0.00062,0.00089,0.00185,0.00446,0.00182,0.00155,0
65 to 69,2.00E-04,0.00079,4.00E-04,4.00E-04,0.00028,0.00044,9.00E-05,0.00042,1.00E-04,0.00036,0,0,0.0025,0.00389,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
