Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.90895,0.37576,0.00258,0.00807,0.0089,0.00249,0.00728,0.01224,0.00655,0.05423,0.02093,0.06433,0.0333,0.00089,0,0
5 to 9,0.3003,6.62857,1.17578,0.02578,0.01269,0.01181,0.0687,0.04059,0.04364,0.09674,0.26598,0.25132,0.05886,0.02165,0,0.00422
10 to 14,0.04448,0.30286,5.60785,0.89372,0.00419,0.00327,0.0389,0.02547,0.02905,0.05256,0.27649,0.18128,0.02502,0.0071,0,0
15 to 19,0.02515,0.01714,0.08918,1.58999,0.19323,0.01138,0.01505,0.00788,0.06581,0.10552,0.16049,0.11334,0.06609,0,0.00152,0.00424
20 to 24,0.00662,0.01587,0.00846,0.01889,0.0942,0.02457,0.00569,0.00225,0.00155,0.00111,0.0016,0.00185,0.00429,0.00058,0,0
25 to 29,0.0077,0.00848,0.00583,0.00445,0.00444,0.01125,0.00655,0.00427,0.00237,0.00296,0.00177,0.00739,0.00028,0.00037,0,0.00152
30 to 34,0.02067,0.01924,0.01002,0.00756,0.00378,0.00209,0.0066,0.00659,0.00276,0.00677,0.00623,0.00353,0.00311,0.00263,0,0
35 to 39,0.01521,0.0182,0.01598,0.01068,0.00466,0.00281,0.00463,0.00498,0.00377,0.00591,0.00619,0.00597,0.0087,0.00115,0.00152,0
40 to 44,0.01179,0.03295,0.03049,0.01518,0.00425,0.00369,0.006,0.00658,0.01067,0.00726,0.01102,0.0104,0.00256,0.00137,0.00157,0
45 to 49,0.01379,0.02307,0.0235,0.01759,0.00519,0.00325,0.00313,0.00316,0.00381,0.00437,0.01504,0.00753,0.00405,0.0022,0.00423,0
50 to 54,0.01148,0.03245,0.02726,0.0155,0.00394,0.001,0.0032,0.00059,0.00577,0.00728,0.01087,0.00913,0.00427,0.00059,0.00704,0
55 to 59,0.00776,0.01019,0.0139,0.00946,0.00281,0.00177,0.00052,0.00145,0.00166,0.00344,0.0058,0.01012,0.00213,0.00436,0.00429,0
60 to 64,0.00117,0.00471,0.0042,0.0026,0.00024,0.00071,0.00109,0.00011,0.00153,0.00092,0.00174,0.00328,0.00736,0.00229,0.00155,0
65 to 69,0.00042,0.00111,0.00049,0.00045,0.00037,0.00046,9.00E-05,0.00045,0.00012,0.00043,0,0,0.00313,0.00418,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
