Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.43048,0.23249,0.00211,0.00827,0.004,0.00154,0.00345,0.00582,0.00226,0.01872,0.00605,0.02102,0.0119,0.00043,0,0
5 to 9,0.1858,5.65572,1.33812,0.0368,0.00657,0.00535,0.02435,0.01432,0.01242,0.02712,0.07028,0.07513,0.01897,0.00842,0,0.00422
10 to 14,0.03646,0.34467,8.50776,1.6955,0.00283,0.00174,0.01692,0.01101,0.01049,0.01868,0.09431,0.06969,0.01032,0.00341,0,0
15 to 19,0.02578,0.02447,0.16919,3.73583,0.16269,0.00771,0.00864,0.0045,0.03161,0.05003,0.07207,0.05694,0.03549,0,0.00152,0.00424
20 to 24,0.00298,0.00822,0.00571,0.01591,0.04799,0.01938,0.00374,0.00148,0.00078,0.00056,0.00066,0.00084,0.00213,0.00038,0,0
25 to 29,0.00478,0.00384,0.0031,0.00302,0.0035,0.01077,0.00601,0.00393,0.00201,0.00252,0.00138,0.00599,0.00023,0.00034,0,0.00152
30 to 34,0.00979,0.00682,0.00436,0.00434,0.00248,0.00192,0.00559,0.0056,0.00203,0.00499,0.00398,0.0024,0.00222,0.00221,0,0
35 to 39,0.00723,0.00642,0.00691,0.0061,0.00308,0.00258,0.00393,0.00424,0.00278,0.00438,0.00398,0.00408,0.00625,0.00097,0.00152,0
40 to 44,0.00408,0.00937,0.01101,0.00729,0.00213,0.00313,0.0044,0.00486,0.0062,0.00424,0.00522,0.0054,0.00143,0.001,0.00157,0
45 to 49,0.00476,0.00647,0.00835,0.00834,0.00262,0.00276,0.00231,0.00234,0.00223,0.00257,0.00717,0.00393,0.00228,0.00161,0.00423,0
50 to 54,0.00332,0.00857,0.0093,0.00696,0.00161,0.00078,0.00204,0.00038,0.00273,0.00347,0.00404,0.00378,0.00194,0.00038,0.00704,0
55 to 59,0.00254,0.00305,0.00534,0.00475,0.00128,0.00143,0.00035,0.00099,0.00086,0.0018,0.00241,0.00464,0.00107,0.00294,0.00429,0
60 to 64,0.00042,0.00152,0.00173,0.00139,0.00012,0.00059,0.00078,8.00E-05,0.00086,0.00052,0.00079,0.00164,0.00399,0.00163,0.00155,0
65 to 69,2.00E-04,0.00043,0.00023,0.00028,0.00024,0.00042,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.00223,0.00351,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
