Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.66716,0.30761,0.00252,0.01211,0.01145,0.002,0.00616,0.01059,0.00435,0.03616,0.00828,0.02829,0.01318,0.00036,0,0
5 to 9,0.24583,6.14904,1.31063,0.04459,0.01893,0.00886,0.06056,0.0369,0.02955,0.06564,0.0966,0.10165,0.01946,0.00487,0,0.00422
10 to 14,0.0436,0.33759,7.50666,1.85149,0.00742,0.00278,0.03971,0.02679,0.0232,0.04206,0.11964,0.08712,0.00982,0.00189,0,0
15 to 19,0.03775,0.02965,0.18476,5.03858,0.50414,0.01235,0.02092,0.01125,0.07635,0.1225,0.10512,0.08164,0.03903,0,0.00152,0.00424
20 to 24,0.00852,0.02367,0.01497,0.04929,0.19079,0.02476,0.00659,0.00265,0.00159,0.00115,0.00108,0.00136,0.00285,0.00037,0,0
25 to 29,0.00619,0.00636,0.00495,0.00483,0.00447,0.01096,0.00631,0.00413,0.00216,0.0027,0.00145,0.00626,0.00024,0.00034,0,0.00152
30 to 34,0.01748,0.01696,0.01022,0.01051,0.00437,0.00202,0.00637,0.0064,0.00244,0.006,0.00455,0.00272,0.00239,0.00221,0,0
35 to 39,0.01316,0.01654,0.01681,0.01524,0.00548,0.00271,0.0045,0.00487,0.00337,0.00529,0.00457,0.00465,0.00675,0.00097,0.00152,0
40 to 44,0.00784,0.02231,0.02436,0.01761,0.00437,0.00336,0.0053,0.00588,0.00805,0.00549,0.00624,0.00638,0.00158,0.00099,0.00157,0
45 to 49,0.00919,0.01565,0.01881,0.02043,0.00535,0.00296,0.00277,0.00283,0.00288,0.00332,0.00857,0.00465,0.00251,0.00159,0.00423,0
50 to 54,0.00454,0.01179,0.0118,0.01015,0.00267,0.00081,0.00234,0.00043,0.00327,0.00415,0.00444,0.00413,0.00201,0.00037,0.00704,0
55 to 59,0.00341,0.00412,0.00668,0.00682,0.00207,0.0015,4.00E-04,0.00113,0.00102,0.00212,0.00263,0.00504,0.0011,0.00286,0.00429,0
60 to 64,0.00046,0.00156,0.00165,0.00153,0.00016,0.00061,0.00084,9.00E-05,0.00094,0.00057,0.00082,0.00169,0.00399,0.00158,0.00155,0
65 to 69,0.00017,0.00025,0.00013,0.00018,0.00023,0.00042,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.00217,0.00346,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
