Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.06664,0.01813,0.00017,0.00075,0.00152,0.00142,0.00291,0.00497,0.00164,0.01375,0.0037,0.01314,0.00767,0.00035,0,0
5 to 9,0.01449,1.09278,0.30073,0.0067,0.00193,0.00476,0.02262,0.01359,0.00943,0.02141,0.0461,0.05048,0.01203,0.00638,0,0.00422
10 to 14,0.00294,0.07746,2.23042,0.3568,0.00089,0.00159,0.01687,0.01122,0.00864,0.01602,0.06794,0.05139,0.00709,0.00273,0,0
15 to 19,0.00234,0.00446,0.0356,0.64902,0.05101,0.00697,0.0079,0.00419,0.02405,0.03935,0.04737,0.0383,0.02291,0,0.00152,0.00424
20 to 24,0.00113,0.00241,0.0018,0.00499,0.03389,0.01914,0.0037,0.00148,0.00074,0.00054,6.00E-04,0.00077,0.00194,0.00037,0,0
25 to 29,0.00439,0.00342,0.00284,0.00273,0.00346,0.01079,0.00605,0.00395,0.00202,0.00254,0.00139,0.00604,0.00024,0.00034,0,0.00152
30 to 34,0.00827,0.00633,0.00434,0.00397,0.00246,0.00193,0.00573,0.00574,0.00209,0.00516,0.00414,0.0025,0.00229,0.00225,0,0
35 to 39,0.00617,0.00609,0.00704,0.00568,0.00306,0.0026,0.00403,0.00436,0.00287,0.00453,0.00415,0.00426,0.00645,0.00099,0.00152,0
40 to 44,0.00295,0.00712,0.00907,0.00555,0.00203,0.00316,0.00454,0.00502,0.00644,0.00442,0.00545,0.00564,0.00148,0.00102,0.00157,0
45 to 49,0.00349,0.0051,0.00716,0.00656,0.00251,0.00279,0.00238,0.00242,0.00232,0.00268,0.00752,0.00412,0.00236,0.00164,0.00423,0
50 to 54,0.00203,0.00562,0.0067,0.00457,0.00147,0.00078,0.00213,0.00039,0.00285,0.00364,0.00424,0.00398,0.002,0.00038,0.00704,0
55 to 59,0.00159,0.00205,0.00394,0.0032,0.00118,0.00145,0.00037,0.00103,9.00E-04,0.00189,0.00253,0.00489,0.0011,0.003,0.00429,0
60 to 64,0.00027,0.00096,0.00119,9.00E-04,0.00011,6.00E-04,8.00E-04,9.00E-05,0.00088,0.00054,0.00082,0.00169,0.00405,0.00165,0.00155,0
65 to 69,0.00016,0.00033,0.00019,0.00022,0.00023,0.00043,8.00E-05,0.00038,9.00E-05,0.00032,0,0,0.00225,0.00354,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
