Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.8785,0.37651,0.00319,0.01732,0.0264,0.00271,0.00678,0.01167,0.00383,0.0319,0.00945,0.02976,0.01097,0.00036,0,0
5 to 9,0.3009,6.9018,1.52112,0.05877,0.04193,0.01381,0.06445,0.03926,0.02315,0.05152,0.10696,0.10135,0.01355,0.00496,0,0.00422
10 to 14,0.05514,0.39181,9.00851,2.52308,0.01697,0.00441,0.04339,0.02927,0.0187,0.03396,0.13613,0.08923,0.007,0.00194,0,0
15 to 19,0.05402,0.03908,0.25177,7.79348,1.30177,0.02082,0.02518,0.01354,0.06854,0.11015,0.13217,0.09234,0.03053,0,0.00152,0.00424
20 to 24,0.01964,0.05244,0.03424,0.12728,0.76724,0.04295,0.01027,0.00414,0.00205,0.00148,0.0018,0.00204,0.00301,0.00039,0,0
25 to 29,0.00839,0.00991,0.00786,0.00814,0.00775,0.01149,0.00661,0.00432,0.00221,0.00276,0.00153,0.00653,0.00024,0.00034,0,0.00152
30 to 34,0.01925,0.01805,0.01117,0.01265,0.00682,0.00211,0.00641,0.00644,0.00232,0.00569,0.00461,0.00271,0.00229,0.00221,0,0
35 to 39,0.01449,0.0176,0.01836,0.01834,0.00857,0.00284,0.00452,0.00489,0.00319,0.00501,0.00463,0.00462,0.00646,0.00097,0.00152,0
40 to 44,0.0069,0.01748,0.01963,0.01581,0.00563,0.00344,0.00502,0.00556,0.007,0.00479,0.00591,0.00595,0.00144,0.00098,0.00157,0
45 to 49,0.00811,0.01228,0.01518,0.01837,0.00688,0.00303,0.00263,0.00268,0.00251,0.0029,0.00812,0.00433,0.0023,0.00159,0.00423,0
50 to 54,0.00518,0.01305,0.01342,0.01276,0.00444,0.00086,0.00237,0.00044,0.00309,0.00393,0.00455,0.00414,0.00191,0.00037,0.00704,0
55 to 59,0.00359,0.00411,0.00684,0.00771,0.0031,0.00157,4.00E-04,0.00112,0.00095,0.00198,0.00263,0.00495,0.00104,0.00286,0.00429,0
60 to 64,0.00039,0.00108,0.00117,0.0012,0.00017,0.00061,8.00E-04,9.00E-05,0.00086,0.00053,0.00078,0.00161,0.0038,0.00158,0.00155,0
65 to 69,0.00017,0.00025,0.00013,0.00019,0.00025,0.00042,8.00E-05,0.00038,9.00E-05,0.00031,0,0,0.00216,0.00346,0.0016,0
70 to 74,0,7.00E-05,0,0,4.00E-05,9.00E-05,0,0,0,0,0,0.00016,0,0.00222,0.00158,0
75+,0,0,4.00E-05,0,0,0.00026,0,0,0,0,0,0.00015,0,0,0.00428,0
